DateTime,TemperatureC,Group,Tempc
11/18/2021 15:59,8.1,Site_5_1_2_U_May_8.csv,8.1
11/18/2021 16:29,7.6,Site_5_1_2_U_May_8.csv,7.6
11/18/2021 16:59,7.1,Site_5_1_2_U_May_8.csv,7.1
11/18/2021 17:29,7.1,Site_5_1_2_U_May_8.csv,7.1
11/18/2021 17:59,6.6,Site_5_1_2_U_May_8.csv,6.6
11/18/2021 18:29,6.1,Site_5_1_2_U_May_8.csv,6.1
11/18/2021 18:59,6.1,Site_5_1_2_U_May_8.csv,6.1
11/18/2021 19:29,6.1,Site_5_1_2_U_May_8.csv,6.1
11/18/2021 19:59,6.1,Site_5_1_2_U_May_8.csv,6.1
11/18/2021 20:29,5.6,Site_5_1_2_U_May_8.csv,5.6
11/18/2021 20:59,4.6,Site_5_1_2_U_May_8.csv,4.6
11/18/2021 21:29,4.6,Site_5_1_2_U_May_8.csv,4.6
11/18/2021 21:59,4.1,Site_5_1_2_U_May_8.csv,4.1
11/18/2021 22:29,3.6,Site_5_1_2_U_May_8.csv,3.6
11/18/2021 22:59,2.6,Site_5_1_2_U_May_8.csv,2.6
11/18/2021 23:29,2.6,Site_5_1_2_U_May_8.csv,2.6
11/18/2021 23:59,2.1,Site_5_1_2_U_May_8.csv,2.1
11/19/2021 0:29,2.1,Site_5_1_2_U_May_8.csv,2.1
11/19/2021 0:59,2.1,Site_5_1_2_U_May_8.csv,2.1
11/19/2021 1:29,2.1,Site_5_1_2_U_May_8.csv,2.1
11/19/2021 1:59,2.1,Site_5_1_2_U_May_8.csv,2.1
11/19/2021 2:29,2.1,Site_5_1_2_U_May_8.csv,2.1
11/19/2021 2:59,1.6,Site_5_1_2_U_May_8.csv,1.6
11/19/2021 3:29,2.1,Site_5_1_2_U_May_8.csv,2.1
11/19/2021 3:59,1.6,Site_5_1_2_U_May_8.csv,1.6
11/19/2021 4:29,2.1,Site_5_1_2_U_May_8.csv,2.1
11/19/2021 4:59,2.1,Site_5_1_2_U_May_8.csv,2.1
11/19/2021 5:29,2.1,Site_5_1_2_U_May_8.csv,2.1
11/19/2021 5:59,2.1,Site_5_1_2_U_May_8.csv,2.1
11/19/2021 6:29,2.6,Site_5_1_2_U_May_8.csv,2.6
11/19/2021 6:59,2.6,Site_5_1_2_U_May_8.csv,2.6
11/19/2021 7:29,3.1,Site_5_1_2_U_May_8.csv,3.1
11/19/2021 7:59,3.6,Site_5_1_2_U_May_8.csv,3.6
11/19/2021 8:29,3.6,Site_5_1_2_U_May_8.csv,3.6
11/19/2021 8:59,3.6,Site_5_1_2_U_May_8.csv,3.6
11/19/2021 9:29,3.1,Site_5_1_2_U_May_8.csv,3.1
11/19/2021 9:59,3.6,Site_5_1_2_U_May_8.csv,3.6
11/19/2021 10:29,2.1,Site_5_1_2_U_May_8.csv,2.1
11/19/2021 10:59,2.6,Site_5_1_2_U_May_8.csv,2.6
11/19/2021 11:29,3.1,Site_5_1_2_U_May_8.csv,3.1
11/19/2021 11:59,4.1,Site_5_1_2_U_May_8.csv,4.1
11/19/2021 12:29,3.1,Site_5_1_2_U_May_8.csv,3.1
11/19/2021 12:59,2.6,Site_5_1_2_U_May_8.csv,2.6
11/19/2021 13:29,2.1,Site_5_1_2_U_May_8.csv,2.1
11/19/2021 13:59,1.6,Site_5_1_2_U_May_8.csv,1.6
11/19/2021 14:29,1.6,Site_5_1_2_U_May_8.csv,1.6
11/19/2021 14:59,1.6,Site_5_1_2_U_May_8.csv,1.6
11/19/2021 15:29,0.6,Site_5_1_2_U_May_8.csv,0.6
11/19/2021 15:59,0.1,Site_5_1_2_U_May_8.csv,0.1
11/19/2021 16:29,0.1,Site_5_1_2_U_May_8.csv,0.1
11/19/2021 16:59,0.1,Site_5_1_2_U_May_8.csv,0.1
11/19/2021 17:29,0.1,Site_5_1_2_U_May_8.csv,0.1
11/19/2021 17:59,0.1,Site_5_1_2_U_May_8.csv,0.1
11/19/2021 18:29,0.1,Site_5_1_2_U_May_8.csv,0.1
11/19/2021 18:59,0.1,Site_5_1_2_U_May_8.csv,0.1
11/19/2021 19:29,0.1,Site_5_1_2_U_May_8.csv,0.1
11/19/2021 19:59,0.6,Site_5_1_2_U_May_8.csv,0.6
11/19/2021 20:29,0.6,Site_5_1_2_U_May_8.csv,0.6
11/19/2021 20:59,0.6,Site_5_1_2_U_May_8.csv,0.6
11/19/2021 21:29,0.6,Site_5_1_2_U_May_8.csv,0.6
11/19/2021 21:59,0.6,Site_5_1_2_U_May_8.csv,0.6
11/19/2021 22:29,0.1,Site_5_1_2_U_May_8.csv,0.1
11/19/2021 22:59,-0.4,Site_5_1_2_U_May_8.csv,-0.4
