DateTime,Tempc
5/28/2022 3:33,18.1
5/28/2022 4:03,18.1
5/28/2022 4:33,17.6
5/28/2022 5:03,17.6
5/28/2022 5:33,17.6
5/28/2022 6:03,17.6
5/28/2022 6:33,17.6
5/28/2022 7:03,17.6
5/28/2022 7:33,18.1
5/28/2022 8:03,19.1
5/28/2022 8:33,19.6
5/28/2022 9:03,19.6
5/28/2022 9:33,21.1
5/28/2022 10:03,21.1
5/28/2022 10:33,21.6
5/28/2022 11:03,19.1
5/28/2022 11:33,17.1
5/28/2022 12:03,15.1
5/28/2022 12:33,15.1
5/28/2022 13:03,15.6
5/28/2022 13:33,15.6
5/28/2022 14:03,17.1
5/28/2022 14:33,16.6
5/28/2022 15:03,17.1
5/28/2022 15:33,17.1
5/28/2022 16:03,18.1
5/28/2022 16:33,17.1
5/28/2022 17:03,17.1
5/28/2022 17:33,16.6
5/28/2022 18:03,16.6
5/28/2022 18:33,16.6
5/28/2022 19:03,15.6
5/28/2022 19:33,15.1
5/28/2022 20:03,15.1
5/28/2022 20:33,14.6
5/28/2022 21:03,14.6
5/28/2022 21:33,14.1
5/28/2022 22:03,13.6
5/28/2022 22:33,13.1
5/28/2022 23:03,12.6
5/28/2022 23:33,12.1
5/29/2022 0:03,12.1
5/29/2022 0:33,11.6
5/29/2022 1:03,11.6
5/29/2022 1:33,11.6
5/29/2022 2:03,11.6
5/29/2022 2:33,11.6
5/29/2022 3:03,11.6
5/29/2022 3:33,11.6
5/29/2022 4:03,11.6
5/29/2022 4:33,11.6
5/29/2022 5:03,11.6
5/29/2022 5:33,11.6
5/29/2022 6:03,11.1
5/29/2022 6:33,12.1
5/29/2022 7:03,12.6
5/29/2022 7:33,13.6
5/29/2022 8:03,14.1
5/29/2022 8:33,15.1
5/29/2022 9:03,16.1
5/29/2022 9:33,17.1
5/29/2022 10:03,18.6
5/29/2022 10:33,19.6
5/29/2022 11:03,20.6
5/29/2022 11:33,21.6
5/29/2022 12:03,22.1
5/29/2022 12:33,21.6
5/29/2022 13:03,22.1
5/29/2022 13:33,23.6
5/29/2022 14:03,25.1
5/29/2022 14:33,24.1
5/29/2022 15:03,24.1
5/29/2022 15:33,25.1
5/29/2022 16:03,24.1
5/29/2022 16:33,23.6
5/29/2022 17:03,23.1
5/29/2022 17:33,22.6
5/29/2022 18:03,22.1
5/29/2022 18:33,21.6
5/29/2022 19:03,21.1
5/29/2022 19:33,20.6
5/29/2022 20:03,20.1
5/29/2022 20:33,19.6
5/29/2022 21:03,19.1
5/29/2022 21:33,18.6
5/29/2022 22:03,18.1
5/29/2022 22:33,17.6
5/29/2022 23:03,17.1
5/29/2022 23:33,16.6
5/30/2022 0:03,16.6
5/30/2022 0:33,16.1
5/30/2022 1:03,16.1
5/30/2022 1:33,15.6
5/30/2022 2:03,15.1
5/30/2022 2:33,14.6
5/30/2022 3:03,14.1
5/30/2022 3:33,14.1
5/30/2022 4:03,13.6
5/30/2022 4:33,13.1
5/30/2022 5:03,12.6
5/30/2022 5:33,12.6
5/30/2022 6:03,12.6
5/30/2022 6:33,13.1
5/30/2022 7:03,13.6
5/30/2022 7:33,14.6
5/30/2022 8:03,15.6
5/30/2022 8:33,17.1
5/30/2022 9:03,18.1
5/30/2022 9:33,19.6
5/30/2022 10:03,19.1
5/30/2022 10:33,21.1
5/30/2022 11:03,22.6
5/30/2022 11:33,23.1
5/30/2022 12:03,24.1
5/30/2022 12:33,25.1
5/30/2022 13:03,25.6
5/30/2022 13:33,25.6
5/30/2022 14:03,26.6
5/30/2022 14:33,26.6
5/30/2022 15:03,26.6
5/30/2022 15:33,27.6
5/30/2022 16:03,26.6
5/30/2022 16:33,25.6
5/30/2022 17:03,25.6
5/30/2022 17:33,25.1
5/30/2022 18:03,25.1
5/30/2022 18:33,24.6
5/30/2022 19:03,24.1
5/30/2022 19:33,23.6
5/30/2022 20:03,23.1
5/30/2022 20:33,22.6
5/30/2022 21:03,22.1
5/30/2022 21:33,22.1
5/30/2022 22:03,21.6
5/30/2022 22:33,21.6
5/30/2022 23:03,20.6
5/30/2022 23:33,20.6
5/31/2022 0:03,20.6
5/31/2022 0:33,20.1
5/31/2022 1:03,19.6
5/31/2022 1:33,19.6
5/31/2022 2:03,19.1
5/31/2022 2:33,19.6
5/31/2022 3:03,19.6
5/31/2022 3:33,20.1
5/31/2022 4:03,20.1
5/31/2022 4:33,20.1
5/31/2022 5:03,20.1
5/31/2022 5:33,20.1
5/31/2022 6:03,20.1
5/31/2022 6:33,20.1
5/31/2022 7:03,20.1
5/31/2022 7:33,20.1
5/31/2022 8:03,20.6
5/31/2022 8:33,20.6
5/31/2022 9:03,20.6
5/31/2022 9:33,20.6
5/31/2022 10:03,21.1
5/31/2022 10:33,20.1
5/31/2022 11:03,20.6
5/31/2022 11:33,21.6
5/31/2022 12:03,22.6
5/31/2022 12:33,23.1
5/31/2022 13:03,24.1
5/31/2022 13:33,24.1
5/31/2022 14:03,25.1
5/31/2022 14:33,23.6
5/31/2022 15:03,23.1
5/31/2022 15:33,24.1
5/31/2022 16:03,23.6
5/31/2022 16:33,23.1
5/31/2022 17:03,22.6
5/31/2022 17:33,22.1
5/31/2022 18:03,21.1
5/31/2022 18:33,20.6
5/31/2022 19:03,20.1
5/31/2022 19:33,19.6
5/31/2022 20:03,18.6
5/31/2022 20:33,17.6
5/31/2022 21:03,17.1
5/31/2022 21:33,16.6
5/31/2022 22:03,16.1
5/31/2022 22:33,15.6
5/31/2022 23:03,15.6
5/31/2022 23:33,15.6
6/1/2022 0:03,15.1
6/1/2022 0:33,15.1
6/1/2022 1:03,15.1
6/1/2022 1:33,15.1
6/1/2022 2:03,15.1
6/1/2022 2:33,15.1
6/1/2022 3:03,15.1
6/1/2022 3:33,15.1
6/1/2022 4:03,15.1
6/1/2022 4:33,14.6
6/1/2022 5:03,15.1
6/1/2022 5:33,15.1
6/1/2022 6:03,15.1
6/1/2022 6:33,15.1
6/1/2022 7:03,15.1
6/1/2022 7:33,15.1
6/1/2022 8:03,14.6
6/1/2022 8:33,14.6
6/1/2022 9:03,14.6
6/1/2022 9:33,14.1
6/1/2022 10:03,13.6
6/1/2022 10:33,13.6
6/1/2022 11:03,13.1
6/1/2022 11:33,13.6
6/1/2022 12:03,13.1
6/1/2022 12:33,13.1
6/1/2022 13:03,13.6
6/1/2022 13:33,13.6
6/1/2022 14:03,13.6
6/1/2022 14:33,14.6
6/1/2022 15:03,15.1
6/1/2022 15:33,15.1
6/1/2022 16:03,15.1
6/1/2022 16:33,15.1
6/1/2022 17:03,15.1
6/1/2022 17:33,15.1
6/1/2022 18:03,15.1
6/1/2022 18:33,14.6
6/1/2022 19:03,14.1
6/1/2022 19:33,14.1
6/1/2022 20:03,14.1
6/1/2022 20:33,14.1
6/1/2022 21:03,13.6
6/1/2022 21:33,13.6
6/1/2022 22:03,14.1
6/1/2022 22:33,14.1
6/1/2022 23:03,14.1
6/1/2022 23:33,14.1
6/2/2022 0:03,14.1
6/2/2022 0:33,14.1
6/2/2022 1:03,13.6
6/2/2022 1:33,14.1
6/2/2022 2:03,14.1
6/2/2022 2:33,14.6
6/2/2022 3:03,14.6
6/2/2022 3:33,14.6
6/2/2022 4:03,14.6
6/2/2022 4:33,14.1
6/2/2022 5:03,14.1
6/2/2022 5:33,14.1
6/2/2022 6:03,14.1
6/2/2022 6:33,14.1
6/2/2022 7:03,14.1
6/2/2022 7:33,14.1
6/2/2022 8:03,14.6
6/2/2022 8:33,15.1
6/2/2022 9:03,15.1
6/2/2022 9:33,15.1
6/2/2022 10:03,15.6
6/2/2022 10:33,15.1
6/2/2022 11:03,15.6
6/2/2022 11:33,15.6
6/2/2022 12:03,16.1
6/2/2022 12:33,16.6
6/2/2022 13:03,17.1
6/2/2022 13:33,17.1
6/2/2022 14:03,17.6
6/2/2022 14:33,18.1
6/2/2022 15:03,18.1
6/2/2022 15:33,18.6
6/2/2022 16:03,18.1
6/2/2022 16:33,18.1
6/2/2022 17:03,18.6
6/2/2022 17:33,18.1
6/2/2022 18:03,17.6
6/2/2022 18:33,17.6
6/2/2022 19:03,17.1
6/2/2022 19:33,17.1
6/2/2022 20:03,17.1
6/2/2022 20:33,16.6
6/2/2022 21:03,16.1
6/2/2022 21:33,16.1
6/2/2022 22:03,16.1
6/2/2022 22:33,15.6
6/2/2022 23:03,15.6
6/2/2022 23:33,15.6
6/3/2022 0:03,15.6
6/3/2022 0:33,15.1
6/3/2022 1:03,15.1
6/3/2022 1:33,15.1
6/3/2022 2:03,15.1
6/3/2022 2:33,15.1
6/3/2022 3:03,15.1
6/3/2022 3:33,15.1
6/3/2022 4:03,15.1
6/3/2022 4:33,15.1
6/3/2022 5:03,15.1
6/3/2022 5:33,15.1
6/3/2022 6:03,15.1
6/3/2022 6:33,15.1
6/3/2022 7:03,15.1
6/3/2022 7:33,15.6
6/3/2022 8:03,16.1
6/3/2022 8:33,16.1
6/3/2022 9:03,16.1
6/3/2022 9:33,17.6
6/3/2022 10:03,18.1
6/3/2022 10:33,18.6
6/3/2022 11:03,19.1
6/3/2022 11:33,19.1
6/3/2022 12:03,19.6
6/3/2022 12:33,20.1
6/3/2022 13:03,21.1
6/3/2022 13:33,21.1
6/3/2022 14:03,23.6
6/3/2022 14:33,21.6
6/3/2022 15:03,21.1
6/3/2022 15:33,22.6
6/3/2022 16:03,21.1
6/3/2022 16:33,20.6
6/3/2022 17:03,20.6
6/3/2022 17:33,19.6
6/3/2022 18:03,19.6
6/3/2022 18:33,19.1
6/3/2022 19:03,18.6
6/3/2022 19:33,18.6
6/3/2022 20:03,18.1
6/3/2022 20:33,17.6
6/3/2022 21:03,17.1
6/3/2022 21:33,16.6
6/3/2022 22:03,16.1
6/3/2022 22:33,15.1
6/3/2022 23:03,14.6
6/3/2022 23:33,14.6
6/4/2022 0:03,14.1
6/4/2022 0:33,13.6
6/4/2022 1:03,13.1
6/4/2022 1:33,13.1
6/4/2022 2:03,12.6
6/4/2022 2:33,12.1
6/4/2022 3:03,12.1
6/4/2022 3:33,11.6
6/4/2022 4:03,11.6
6/4/2022 4:33,11.6
6/4/2022 5:03,11.1
6/4/2022 5:33,10.6
6/4/2022 6:03,10.6
6/4/2022 6:33,11.1
6/4/2022 7:03,12.1
6/4/2022 7:33,12.6
6/4/2022 8:03,13.6
6/4/2022 8:33,14.6
6/4/2022 9:03,15.6
6/4/2022 9:33,16.6
6/4/2022 10:03,18.1
6/4/2022 10:33,19.6
6/4/2022 11:03,20.6
6/4/2022 11:33,21.6
6/4/2022 12:03,22.1
6/4/2022 12:33,22.6
6/4/2022 13:03,23.1
6/4/2022 13:33,23.1
6/4/2022 14:03,23.1
6/4/2022 14:33,22.1
6/4/2022 15:03,22.6
6/4/2022 15:33,23.1
6/4/2022 16:03,22.6
6/4/2022 16:33,22.1
6/4/2022 17:03,21.1
6/4/2022 17:33,20.1
6/4/2022 18:03,19.1
6/4/2022 18:33,18.6
6/4/2022 19:03,17.6
6/4/2022 19:33,16.6
6/4/2022 20:03,16.1
6/4/2022 20:33,15.6
6/4/2022 21:03,15.1
6/4/2022 21:33,14.6
6/4/2022 22:03,14.1
6/4/2022 22:33,14.1
6/4/2022 23:03,13.6
6/4/2022 23:33,13.1
6/5/2022 0:03,13.1
6/5/2022 0:33,13.1
6/5/2022 1:03,12.6
6/5/2022 1:33,12.6
6/5/2022 2:03,12.6
6/5/2022 2:33,12.1
6/5/2022 3:03,11.6
6/5/2022 3:33,11.6
6/5/2022 4:03,11.1
6/5/2022 4:33,10.6
6/5/2022 5:03,10.6
6/5/2022 5:33,10.1
6/5/2022 6:03,10.1
6/5/2022 6:33,11.1
6/5/2022 7:03,11.6
6/5/2022 7:33,12.1
6/5/2022 8:03,13.1
6/5/2022 8:33,13.6
6/5/2022 9:03,14.6
6/5/2022 9:33,15.6
6/5/2022 10:03,16.6
6/5/2022 10:33,16.6
6/5/2022 11:03,17.6
6/5/2022 11:33,17.6
6/5/2022 12:03,19.1
6/5/2022 12:33,19.6
6/5/2022 13:03,19.6
6/5/2022 13:33,19.1
6/5/2022 14:03,21.6
6/5/2022 14:33,20.6
6/5/2022 15:03,19.6
6/5/2022 15:33,21.6
6/5/2022 16:03,21.1
6/5/2022 16:33,21.1
6/5/2022 17:03,20.6
6/5/2022 17:33,19.6
6/5/2022 18:03,19.1
6/5/2022 18:33,19.1
6/5/2022 19:03,18.6
6/5/2022 19:33,18.1
6/5/2022 20:03,17.6
6/5/2022 20:33,17.1
6/5/2022 21:03,16.1
6/5/2022 21:33,15.6
6/5/2022 22:03,15.1
6/5/2022 22:33,14.1
6/5/2022 23:03,13.6
6/5/2022 23:33,13.1
6/6/2022 0:03,12.6
6/6/2022 0:33,12.1
6/6/2022 1:03,12.1
6/6/2022 1:33,11.6
6/6/2022 2:03,11.1
6/6/2022 2:33,10.6
6/6/2022 3:03,10.6
6/6/2022 3:33,10.1
6/6/2022 4:03,9.6
6/6/2022 4:33,9.6
6/6/2022 5:03,10.1
6/6/2022 5:33,9.6
6/6/2022 6:03,9.6
6/6/2022 6:33,10.1
6/6/2022 7:03,10.6
6/6/2022 7:33,11.6
6/6/2022 8:03,12.6
6/6/2022 8:33,13.6
6/6/2022 9:03,15.1
6/6/2022 9:33,16.6
6/6/2022 10:03,18.1
6/6/2022 10:33,19.1
6/6/2022 11:03,20.6
6/6/2022 11:33,21.6
6/6/2022 12:03,22.1
6/6/2022 12:33,23.1
6/6/2022 13:03,23.6
6/6/2022 13:33,24.1
6/6/2022 14:03,27.1
6/6/2022 14:33,24.6
6/6/2022 15:03,23.6
6/6/2022 15:33,22.1
6/6/2022 16:03,21.6
6/6/2022 16:33,21.1
6/6/2022 17:03,21.6
6/6/2022 17:33,21.1
6/6/2022 18:03,21.1
6/6/2022 18:33,21.6
6/6/2022 19:03,21.1
6/6/2022 19:33,20.6
6/6/2022 20:03,20.1
6/6/2022 20:33,19.6
6/6/2022 21:03,19.1
6/6/2022 21:33,18.6
6/6/2022 22:03,18.1
6/6/2022 22:33,17.6
6/6/2022 23:03,17.6
6/6/2022 23:33,16.6
6/7/2022 0:03,16.6
6/7/2022 0:33,16.1
6/7/2022 1:03,16.1
6/7/2022 1:33,15.6
6/7/2022 2:03,15.6
6/7/2022 2:33,15.6
6/7/2022 3:03,16.1
6/7/2022 3:33,17.1
6/7/2022 4:03,17.1
6/7/2022 4:33,17.1
6/7/2022 5:03,17.1
6/7/2022 5:33,17.1
6/7/2022 6:03,17.1
6/7/2022 6:33,17.1
6/7/2022 7:03,17.1
6/7/2022 7:33,17.6
6/7/2022 8:03,18.1
6/7/2022 8:33,19.1
6/7/2022 9:03,20.1
6/7/2022 9:33,21.1
6/7/2022 10:03,22.1
6/7/2022 10:33,23.1
6/7/2022 11:03,23.1
6/7/2022 11:33,24.1
6/7/2022 12:03,24.6
6/7/2022 12:33,25.6
6/7/2022 13:03,25.6
6/7/2022 13:33,26.1
6/7/2022 14:03,26.6
6/7/2022 14:33,26.6
6/7/2022 15:03,25.1
6/7/2022 15:33,24.6
6/7/2022 16:03,24.1
6/7/2022 16:33,23.1
6/7/2022 17:03,22.6
6/7/2022 17:33,22.6
6/7/2022 18:03,22.1
6/7/2022 18:33,20.1
6/7/2022 19:03,18.1
6/7/2022 19:33,17.6
6/7/2022 20:03,17.6
6/7/2022 20:33,17.1
6/7/2022 21:03,17.1
6/7/2022 21:33,16.6
6/7/2022 22:03,16.6
6/7/2022 22:33,16.1
6/7/2022 23:03,16.1
6/7/2022 23:33,16.1
6/8/2022 0:03,16.1
6/8/2022 0:33,16.6
6/8/2022 1:03,17.1
6/8/2022 1:33,16.6
6/8/2022 2:03,16.1
6/8/2022 2:33,16.1
6/8/2022 3:03,16.1
6/8/2022 3:33,16.1
6/8/2022 4:03,16.1
6/8/2022 4:33,16.1
6/8/2022 5:03,16.1
6/8/2022 5:33,16.1
6/8/2022 6:03,16.1
6/8/2022 6:33,16.1
6/8/2022 7:03,16.1
6/8/2022 7:33,16.1
6/8/2022 8:03,16.1
6/8/2022 8:33,16.1
6/8/2022 9:03,16.1
6/8/2022 9:33,16.6
6/8/2022 10:03,16.6
6/8/2022 10:33,16.6
6/8/2022 11:03,16.6
6/8/2022 11:33,17.1
6/8/2022 12:03,18.1
6/8/2022 12:33,19.1
6/8/2022 13:03,19.1
6/8/2022 13:33,19.1
6/8/2022 14:03,20.1
6/8/2022 14:33,20.6
6/8/2022 15:03,20.6
6/8/2022 15:33,21.1
6/8/2022 16:03,21.1
6/8/2022 16:33,20.6
6/8/2022 17:03,20.6
6/8/2022 17:33,20.1
6/8/2022 18:03,19.6
6/8/2022 18:33,19.6
6/8/2022 19:03,19.1
6/8/2022 19:33,19.1
6/8/2022 20:03,18.6
6/8/2022 20:33,18.1
6/8/2022 21:03,17.6
6/8/2022 21:33,17.1
6/8/2022 22:03,16.6
6/8/2022 22:33,16.1
6/8/2022 23:03,15.6
6/8/2022 23:33,15.1
6/9/2022 0:03,15.1
6/9/2022 0:33,14.6
6/9/2022 1:03,14.1
6/9/2022 1:33,14.1
6/9/2022 2:03,14.1
6/9/2022 2:33,14.1
6/9/2022 3:03,13.6
6/9/2022 3:33,13.6
6/9/2022 4:03,13.1
6/9/2022 4:33,13.1
6/9/2022 5:03,13.1
6/9/2022 5:33,13.1
6/9/2022 6:03,13.1
6/9/2022 6:33,13.1
6/9/2022 7:03,13.1
6/9/2022 7:33,13.1
6/9/2022 8:03,13.6
6/9/2022 8:33,13.6
6/9/2022 9:03,13.6
6/9/2022 9:33,13.6
6/9/2022 10:03,14.1
6/9/2022 10:33,14.1
6/9/2022 11:03,14.6
6/9/2022 11:33,14.6
6/9/2022 12:03,15.1
6/9/2022 12:33,14.6
6/9/2022 13:03,14.6
6/9/2022 13:33,14.6
6/9/2022 14:03,14.6
6/9/2022 14:33,15.1
6/9/2022 15:03,14.6
6/9/2022 15:33,14.1
6/9/2022 16:03,14.6
6/9/2022 16:33,14.1
6/9/2022 17:03,14.1
6/9/2022 17:33,14.1
6/9/2022 18:03,14.1
6/9/2022 18:33,14.1
6/9/2022 19:03,14.1
6/9/2022 19:33,14.1
6/9/2022 20:03,14.1
6/9/2022 20:33,13.6
6/9/2022 21:03,13.6
6/9/2022 21:33,13.1
6/9/2022 22:03,13.1
6/9/2022 22:33,12.6
6/9/2022 23:03,12.6
6/9/2022 23:33,12.1
6/10/2022 0:03,12.1
6/10/2022 0:33,12.1
6/10/2022 1:03,12.1
6/10/2022 1:33,12.1
6/10/2022 2:03,12.1
6/10/2022 2:33,12.1
6/10/2022 3:03,12.1
6/10/2022 3:33,12.1
6/10/2022 4:03,12.1
6/10/2022 4:33,12.1
6/10/2022 5:03,12.1
6/10/2022 5:33,12.1
6/10/2022 6:03,12.1
6/10/2022 6:33,12.6
6/10/2022 7:03,13.1
6/10/2022 7:33,13.1
6/10/2022 8:03,13.6
6/10/2022 8:33,14.6
6/10/2022 9:03,14.6
6/10/2022 9:33,15.6
6/10/2022 10:03,15.1
6/10/2022 10:33,15.6
6/10/2022 11:03,17.1
6/10/2022 11:33,16.6
6/10/2022 12:03,18.1
6/10/2022 12:33,17.1
6/10/2022 13:03,17.1
6/10/2022 13:33,16.1
6/10/2022 14:03,16.1
6/10/2022 14:33,16.1
6/10/2022 15:03,16.1
6/10/2022 15:33,16.6
6/10/2022 16:03,17.6
6/10/2022 16:33,16.6
6/10/2022 17:03,16.6
6/10/2022 17:33,16.1
6/10/2022 18:03,16.1
6/10/2022 18:33,16.1
6/10/2022 19:03,16.1
6/10/2022 19:33,15.6
6/10/2022 20:03,15.6
6/10/2022 20:33,15.6
6/10/2022 21:03,15.1
6/10/2022 21:33,15.1
6/10/2022 22:03,15.1
6/10/2022 22:33,14.6
6/10/2022 23:03,14.6
6/10/2022 23:33,14.1
6/11/2022 0:03,13.6
6/11/2022 0:33,13.6
6/11/2022 1:03,13.6
6/11/2022 1:33,13.1
6/11/2022 2:03,13.1
6/11/2022 2:33,12.6
6/11/2022 3:03,12.6
6/11/2022 3:33,12.1
6/11/2022 4:03,12.1
6/11/2022 4:33,12.1
6/11/2022 5:03,11.6
6/11/2022 5:33,11.6
6/11/2022 6:03,11.6
6/11/2022 6:33,12.1
6/11/2022 7:03,12.6
6/11/2022 7:33,13.6
6/11/2022 8:03,14.1
6/11/2022 8:33,15.1
6/11/2022 9:03,15.6
6/11/2022 9:33,16.6
6/11/2022 10:03,17.6
6/11/2022 10:33,18.6
6/11/2022 11:03,19.1
6/11/2022 11:33,20.1
6/11/2022 12:03,20.1
6/11/2022 12:33,20.1
6/11/2022 13:03,21.1
6/11/2022 13:33,21.6
6/11/2022 14:03,24.6
6/11/2022 14:33,22.1
6/11/2022 15:03,21.1
6/11/2022 15:33,21.6
6/11/2022 16:03,21.6
6/11/2022 16:33,21.1
6/11/2022 17:03,20.6
6/11/2022 17:33,19.6
6/11/2022 18:03,19.6
6/11/2022 18:33,19.1
6/11/2022 19:03,19.1
6/11/2022 19:33,18.6
6/11/2022 20:03,18.1
6/11/2022 20:33,18.1
6/11/2022 21:03,17.6
6/11/2022 21:33,17.1
6/11/2022 22:03,17.1
6/11/2022 22:33,16.6
6/11/2022 23:03,16.1
6/11/2022 23:33,16.1
6/12/2022 0:03,16.1
6/12/2022 0:33,16.1
6/12/2022 1:03,15.6
6/12/2022 1:33,15.6
6/12/2022 2:03,15.6
6/12/2022 2:33,15.1
6/12/2022 3:03,14.6
6/12/2022 3:33,14.1
6/12/2022 4:03,14.1
6/12/2022 4:33,13.1
6/12/2022 5:03,13.1
6/12/2022 5:33,12.6
6/12/2022 6:03,12.6
6/12/2022 6:33,13.1
6/12/2022 7:03,14.1
6/12/2022 7:33,15.1
6/12/2022 8:03,16.1
6/12/2022 8:33,17.1
6/12/2022 9:03,18.1
6/12/2022 9:33,19.1
6/12/2022 10:03,20.1
6/12/2022 10:33,20.6
6/12/2022 11:03,22.1
6/12/2022 11:33,22.6
6/12/2022 12:03,23.1
6/12/2022 12:33,23.1
6/12/2022 13:03,25.1
6/12/2022 13:33,25.1
6/12/2022 14:03,25.1
6/12/2022 14:33,24.1
6/12/2022 15:03,23.1
6/12/2022 15:33,22.6
6/12/2022 16:03,22.6
6/12/2022 16:33,22.6
6/12/2022 17:03,21.6
6/12/2022 17:33,21.6
6/12/2022 18:03,21.1
6/12/2022 18:33,20.6
6/12/2022 19:03,20.1
6/12/2022 19:33,20.1
6/12/2022 20:03,19.1
6/12/2022 20:33,18.1
6/12/2022 21:03,18.1
6/12/2022 21:33,17.6
6/12/2022 22:03,17.6
6/12/2022 22:33,17.1
6/12/2022 23:03,17.1
6/12/2022 23:33,17.1
6/13/2022 0:03,17.1
6/13/2022 0:33,17.1
6/13/2022 1:03,17.1
6/13/2022 1:33,17.1
6/13/2022 2:03,17.1
6/13/2022 2:33,17.1
6/13/2022 3:03,17.1
6/13/2022 3:33,17.1
6/13/2022 4:03,17.1
6/13/2022 4:33,17.1
6/13/2022 5:03,16.6
6/13/2022 5:33,16.6
6/13/2022 6:03,16.6
6/13/2022 6:33,17.1
6/13/2022 7:03,17.1
6/13/2022 7:33,17.6
6/13/2022 8:03,18.6
6/13/2022 8:33,18.6
6/13/2022 9:03,19.6
6/13/2022 9:33,19.6
6/13/2022 10:03,20.6
6/13/2022 10:33,21.1
6/13/2022 11:03,21.6
6/13/2022 11:33,22.1
6/13/2022 12:03,21.6
6/13/2022 12:33,22.6
6/13/2022 13:03,26.6
6/13/2022 13:33,25.1
-end-,
