"",7/2/2022
"Timezone",-4

"Serial No.","9F00000078DFDF41"
"Location:","Jericho_5_1_3U"
"High temperature limit (°C)",40.16
"Low temperature limit (°C)",-41.44
"Date - Time","Temperature (°C)"
"5/26/2022 12:42",21.2
"5/26/2022 13:12",18.2
"5/26/2022 13:42",23.2
"5/26/2022 14:12",22.2
"5/26/2022 14:42",21.2
"5/26/2022 15:12",21.2
"5/26/2022 15:42",22.2
"5/26/2022 16:12",21.7
"5/26/2022 16:42",21.7
"5/26/2022 17:12",22.2
"5/26/2022 17:42",21.2
"5/26/2022 18:12",21.7
"5/26/2022 18:42",21.2
"5/26/2022 19:12",20.7
"5/26/2022 19:42",20.7
"5/26/2022 20:12",20.2
"5/26/2022 20:42",19.7
"5/26/2022 21:12",19.7
"5/26/2022 21:42",19.2
"5/26/2022 22:12",19.2
"5/26/2022 22:42",18.7
"5/26/2022 23:12",18.2
"5/26/2022 23:42",18.2
"5/27/2022 00:12",18.7
"5/27/2022 00:42",18.7
"5/27/2022 01:12",18.2
"5/27/2022 01:42",18.2
"5/27/2022 02:12",18.2
"5/27/2022 02:42",18.2
"5/27/2022 03:12",17.7
"5/27/2022 03:42",16.7
"5/27/2022 04:12",16.7
"5/27/2022 04:42",16.7
"5/27/2022 05:12",16.7
"5/27/2022 05:42",16.7
"5/27/2022 06:12",16.7
"5/27/2022 06:42",16.7
"5/27/2022 07:12",17.2
"5/27/2022 07:42",17.7
"5/27/2022 08:12",17.7
"5/27/2022 08:42",18.2
"5/27/2022 09:12",18.2
"5/27/2022 09:42",18.7
"5/27/2022 10:12",18.7
"5/27/2022 10:42",19.2
"5/27/2022 11:12",19.7
"5/27/2022 11:42",20.2
"5/27/2022 12:12",20.7
"5/27/2022 12:42",21.2
"5/27/2022 13:12",22.2
"5/27/2022 13:42",22.7
"5/27/2022 14:12",23.2
"5/27/2022 14:42",22.7
"5/27/2022 15:12",22.7
"5/27/2022 15:42",22.7
"5/27/2022 16:12",22.7
"5/27/2022 16:42",22.2
"5/27/2022 17:12",22.7
"5/27/2022 17:42",22.7
"5/27/2022 18:12",22.2
"5/27/2022 18:42",21.7
"5/27/2022 19:12",21.7
"5/27/2022 19:42",21.7
"5/27/2022 20:12",21.2
"5/27/2022 20:42",20.7
"5/27/2022 21:12",20.7
"5/27/2022 21:42",21.2
"5/27/2022 22:12",21.2
"5/27/2022 22:42",21.2
"5/27/2022 23:12",21.2
"5/27/2022 23:42",21.2
"5/28/2022 00:12",20.7
"5/28/2022 00:42",20.7
"5/28/2022 01:12",19.7
"5/28/2022 01:42",19.2
"5/28/2022 02:12",19.2
"5/28/2022 02:42",18.7
"5/28/2022 03:12",18.2
"5/28/2022 03:42",18.2
"5/28/2022 04:12",18.2
"5/28/2022 04:42",17.7
"5/28/2022 05:12",17.7
"5/28/2022 05:42",17.7
"5/28/2022 06:12",17.7
"5/28/2022 06:42",17.7
"5/28/2022 07:12",17.7
"5/28/2022 07:42",17.7
"5/28/2022 08:12",18.2
"5/28/2022 08:42",18.7
"5/28/2022 09:12",19.2
"5/28/2022 09:42",19.7
"5/28/2022 10:12",20.2
"5/28/2022 10:42",19.2
"5/28/2022 11:12",18.2
"5/28/2022 11:42",16.2
"5/28/2022 12:12",14.7
"5/28/2022 12:42",14.7
"5/28/2022 13:12",15.2
"5/28/2022 13:42",15.2
"5/28/2022 14:12",16.7
"5/28/2022 14:42",16.2
"5/28/2022 15:12",16.7
"5/28/2022 15:42",16.7
"5/28/2022 16:12",16.7
"5/28/2022 16:42",16.2
"5/28/2022 17:12",16.2
"5/28/2022 17:42",15.7
"5/28/2022 18:12",15.7
"5/28/2022 18:42",15.7
"5/28/2022 19:12",15.2
"5/28/2022 19:42",14.7
"5/28/2022 20:12",14.7
"5/28/2022 20:42",14.2
"5/28/2022 21:12",14.2
"5/28/2022 21:42",13.7
"5/28/2022 22:12",13.7
"5/28/2022 22:42",13.2
"5/28/2022 23:12",12.7
"5/28/2022 23:42",12.2
"5/29/2022 00:12",12.2
"5/29/2022 00:42",11.7
"5/29/2022 01:12",11.7
"5/29/2022 01:42",11.7
"5/29/2022 02:12",11.2
"5/29/2022 02:42",11.2
"5/29/2022 03:12",11.7
"5/29/2022 03:42",11.2
"5/29/2022 04:12",11.2
"5/29/2022 04:42",11.2
"5/29/2022 05:12",11.2
"5/29/2022 05:42",11.2
"5/29/2022 06:12",11.2
"5/29/2022 06:42",11.2
"5/29/2022 07:12",11.2
"5/29/2022 07:42",12.2
"5/29/2022 08:12",13.2
"5/29/2022 08:42",13.7
"5/29/2022 09:12",14.7
"5/29/2022 09:42",15.7
"5/29/2022 10:12",16.7
"5/29/2022 10:42",17.7
"5/29/2022 11:12",18.2
"5/29/2022 11:42",19.2
"5/29/2022 12:12",19.7
"5/29/2022 12:42",20.2
"5/29/2022 13:12",20.7
"5/29/2022 13:42",21.7
"5/29/2022 14:12",22.2
"5/29/2022 14:42",22.2
"5/29/2022 15:12",22.7
"5/29/2022 15:42",22.2
"5/29/2022 16:12",22.7
"5/29/2022 16:42",22.7
"5/29/2022 17:12",22.2
"5/29/2022 17:42",21.7
"5/29/2022 18:12",21.7
"5/29/2022 18:42",21.2
"5/29/2022 19:12",20.7
"5/29/2022 19:42",20.2
"5/29/2022 20:12",19.7
"5/29/2022 20:42",18.7
"5/29/2022 21:12",18.2
"5/29/2022 21:42",18.2
"5/29/2022 22:12",17.7
"5/29/2022 22:42",17.7
"5/29/2022 23:12",16.7
"5/29/2022 23:42",16.7
"5/30/2022 00:12",16.2
"5/30/2022 00:42",15.7
"5/30/2022 01:12",15.2
"5/30/2022 01:42",14.7
"5/30/2022 02:12",14.2
"5/30/2022 02:42",14.2
"5/30/2022 03:12",13.7
"5/30/2022 03:42",13.2
"5/30/2022 04:12",13.2
"5/30/2022 04:42",12.7
"5/30/2022 05:12",12.7
"5/30/2022 05:42",12.2
"5/30/2022 06:12",12.2
"5/30/2022 06:42",12.2
"5/30/2022 07:12",12.7
"5/30/2022 07:42",13.2
"5/30/2022 08:12",14.2
"5/30/2022 08:42",15.7
"5/30/2022 09:12",17.2
"5/30/2022 09:42",18.2
"5/30/2022 10:12",18.2
"5/30/2022 10:42",19.7
"5/30/2022 11:12",20.2
"5/30/2022 11:42",21.2
"5/30/2022 12:12",22.2
"5/30/2022 12:42",22.7
"5/30/2022 13:12",23.7
"5/30/2022 13:42",23.7
"5/30/2022 14:12",24.7
"5/30/2022 14:42",25.2
"5/30/2022 15:12",25.2
"5/30/2022 15:42",25.2
"5/30/2022 16:12",25.2
"5/30/2022 16:42",24.7
"5/30/2022 17:12",25.2
"5/30/2022 17:42",24.7
"5/30/2022 18:12",24.7
"5/30/2022 18:42",24.2
"5/30/2022 19:12",24.2
"5/30/2022 19:42",23.7
"5/30/2022 20:12",23.2
"5/30/2022 20:42",22.7
"5/30/2022 21:12",22.7
"5/30/2022 21:42",22.2
"5/30/2022 22:12",21.7
"5/30/2022 22:42",21.7
"5/30/2022 23:12",20.7
"5/30/2022 23:42",20.2
"5/31/2022 00:12",20.2
"5/31/2022 00:42",19.7
"5/31/2022 01:12",19.7
"5/31/2022 01:42",19.2
"5/31/2022 02:12",19.2
"5/31/2022 02:42",19.7
"5/31/2022 03:12",20.7
"5/31/2022 03:42",20.7
"5/31/2022 04:12",20.7
"5/31/2022 04:42",21.2
"5/31/2022 05:12",20.7
"5/31/2022 05:42",20.7
"5/31/2022 06:12",20.2
"5/31/2022 06:42",19.7
"5/31/2022 07:12",19.2
"5/31/2022 07:42",19.2
"5/31/2022 08:12",19.7
