DateTime,TemperatureC,Group
2/23/2022 15:52,4.1,11_2_4_D
2/23/2022 16:22,-0.9,11_2_4_D
2/23/2022 16:52,-1.9,11_2_4_D
2/23/2022 17:22,-3.4,11_2_4_D
2/23/2022 17:52,-4.4,11_2_4_D
2/23/2022 18:22,-4.9,11_2_4_D
2/23/2022 18:52,-5.9,11_2_4_D
2/23/2022 19:22,-6.4,11_2_4_D
2/23/2022 19:52,-6.9,11_2_4_D
2/23/2022 20:22,-7.4,11_2_4_D
2/23/2022 20:52,-7.9,11_2_4_D
2/23/2022 21:22,-9,11_2_4_D
2/23/2022 21:52,-9.5,11_2_4_D
2/23/2022 22:22,-10,11_2_4_D
2/23/2022 22:52,-10,11_2_4_D
2/23/2022 23:22,-10,11_2_4_D
2/23/2022 23:52,-10.5,11_2_4_D
2/24/2022 0:22,-10.5,11_2_4_D
2/24/2022 0:52,-10.5,11_2_4_D
2/24/2022 1:22,-11,11_2_4_D
2/24/2022 1:52,-11,11_2_4_D
2/24/2022 2:22,-11.5,11_2_4_D
2/24/2022 2:52,-12,11_2_4_D
2/24/2022 3:22,-12,11_2_4_D
2/24/2022 3:52,-12.5,11_2_4_D
2/24/2022 4:22,-12.5,11_2_4_D
2/24/2022 4:52,-12.5,11_2_4_D
2/24/2022 5:22,-13,11_2_4_D
2/24/2022 5:52,-13,11_2_4_D
2/24/2022 6:22,-13,11_2_4_D
2/24/2022 6:52,-13.5,11_2_4_D
2/24/2022 7:22,-13.5,11_2_4_D
2/24/2022 7:52,-13.5,11_2_4_D
2/24/2022 8:22,-13,11_2_4_D
2/24/2022 8:52,-13,11_2_4_D
2/24/2022 9:22,-12.5,11_2_4_D
2/24/2022 9:52,-12,11_2_4_D
2/24/2022 10:22,-11.5,11_2_4_D
2/24/2022 10:52,-10.5,11_2_4_D
2/24/2022 11:22,-9,11_2_4_D
2/24/2022 11:52,-5.9,11_2_4_D
2/24/2022 12:22,-7.4,11_2_4_D
2/24/2022 12:52,-7.9,11_2_4_D
2/24/2022 13:22,-6.9,11_2_4_D
2/24/2022 13:52,-6.9,11_2_4_D
2/24/2022 14:22,-7.4,11_2_4_D
2/24/2022 14:52,-6.9,11_2_4_D
2/24/2022 15:22,-6.9,11_2_4_D
2/24/2022 15:52,-6.9,11_2_4_D
2/24/2022 16:22,-6.9,11_2_4_D
2/24/2022 16:52,-7.4,11_2_4_D
2/24/2022 17:22,-7.4,11_2_4_D
2/24/2022 17:52,-7.9,11_2_4_D
2/24/2022 18:22,-8.5,11_2_4_D
2/24/2022 18:52,-9,11_2_4_D
2/24/2022 19:22,-9.5,11_2_4_D
2/24/2022 19:52,-10,11_2_4_D
2/24/2022 20:22,-10.5,11_2_4_D
2/24/2022 20:52,-10.5,11_2_4_D
2/24/2022 21:22,-10.5,11_2_4_D
2/24/2022 21:52,-11,11_2_4_D
2/24/2022 22:22,-11,11_2_4_D
2/24/2022 22:52,-11,11_2_4_D
2/24/2022 23:22,-11,11_2_4_D
2/24/2022 23:52,-11,11_2_4_D
2/25/2022 0:22,-11,11_2_4_D
2/25/2022 0:52,-11,11_2_4_D
2/25/2022 1:22,-11.5,11_2_4_D
2/25/2022 1:52,-11,11_2_4_D
2/25/2022 2:22,-11,11_2_4_D
2/25/2022 2:52,-11,11_2_4_D
2/25/2022 3:22,-10.5,11_2_4_D
2/25/2022 3:52,-10.5,11_2_4_D
2/25/2022 4:22,-10.5,11_2_4_D
2/25/2022 4:52,-10.5,11_2_4_D
2/25/2022 5:22,-10,11_2_4_D
2/25/2022 5:52,-10,11_2_4_D
2/25/2022 6:22,-9.5,11_2_4_D
2/25/2022 6:52,-10,11_2_4_D
2/25/2022 7:22,-10,11_2_4_D
2/25/2022 7:52,-9.5,11_2_4_D
2/25/2022 8:22,-9.5,11_2_4_D
2/25/2022 8:52,-8.5,11_2_4_D
2/25/2022 9:22,-7.9,11_2_4_D
2/25/2022 9:52,-7.9,11_2_4_D
2/25/2022 10:22,-7.9,11_2_4_D
2/25/2022 10:52,-7.4,11_2_4_D
2/25/2022 11:22,-7.4,11_2_4_D
2/25/2022 11:52,-6.9,11_2_4_D
2/25/2022 12:22,-6.9,11_2_4_D
2/25/2022 12:52,-6.9,11_2_4_D
