DateTime,TemperatureC,Group
2/23/2022 14:47,8.6,5_1_4_D
2/23/2022 15:17,7.6,5_1_4_D
2/23/2022 15:47,1.1,5_1_4_D
2/23/2022 16:17,0,5_1_4_D
2/23/2022 16:47,-1,5_1_4_D
2/23/2022 17:17,-3,5_1_4_D
2/23/2022 17:47,-3.5,5_1_4_D
2/23/2022 18:17,-4.5,5_1_4_D
2/23/2022 18:47,-5,5_1_4_D
2/23/2022 19:17,-5.5,5_1_4_D
2/23/2022 19:47,-6,5_1_4_D
2/23/2022 20:17,-7,5_1_4_D
2/23/2022 20:47,-7.5,5_1_4_D
2/23/2022 21:17,-8.5,5_1_4_D
2/23/2022 21:47,-9.5,5_1_4_D
2/23/2022 22:17,-9.5,5_1_4_D
2/23/2022 22:47,-10,5_1_4_D
2/23/2022 23:17,-10.5,5_1_4_D
2/23/2022 23:47,-11.1,5_1_4_D
2/24/2022 0:17,-11.1,5_1_4_D
2/24/2022 0:47,-11.1,5_1_4_D
2/24/2022 1:17,-11.1,5_1_4_D
2/24/2022 1:47,-11.6,5_1_4_D
2/24/2022 2:17,-11.6,5_1_4_D
2/24/2022 2:47,-12.1,5_1_4_D
2/24/2022 3:17,-12.1,5_1_4_D
2/24/2022 3:47,-12.6,5_1_4_D
2/24/2022 4:17,-12.6,5_1_4_D
2/24/2022 4:47,-12.6,5_1_4_D
2/24/2022 5:17,-13.1,5_1_4_D
2/24/2022 5:47,-13.1,5_1_4_D
2/24/2022 6:17,-13.6,5_1_4_D
2/24/2022 6:47,-13.6,5_1_4_D
2/24/2022 7:17,-13.6,5_1_4_D
2/24/2022 7:47,-13.6,5_1_4_D
2/24/2022 8:17,-13.1,5_1_4_D
2/24/2022 8:47,-12.6,5_1_4_D
2/24/2022 9:17,-12.1,5_1_4_D
2/24/2022 9:47,-10.5,5_1_4_D
2/24/2022 10:17,-8.5,5_1_4_D
2/24/2022 10:47,-6.5,5_1_4_D
2/24/2022 11:17,-5.5,5_1_4_D
2/24/2022 11:47,-3,5_1_4_D
2/24/2022 12:17,5.1,5_1_4_D
2/24/2022 12:47,19.1,5_1_4_D
2/24/2022 13:17,6.1,5_1_4_D
2/24/2022 13:47,13.1,5_1_4_D
2/24/2022 14:17,16.6,5_1_4_D
2/24/2022 14:47,5.1,5_1_4_D
2/24/2022 15:17,5.6,5_1_4_D
2/24/2022 15:47,1.6,5_1_4_D
2/24/2022 16:17,1.1,5_1_4_D
2/24/2022 16:47,-3.5,5_1_4_D
2/24/2022 17:17,-5,5_1_4_D
2/24/2022 17:47,-5.5,5_1_4_D
2/24/2022 18:17,-6.5,5_1_4_D
2/24/2022 18:47,-7.5,5_1_4_D
2/24/2022 19:17,-8,5_1_4_D
2/24/2022 19:47,-9,5_1_4_D
2/24/2022 20:17,-9.5,5_1_4_D
2/24/2022 20:47,-10,5_1_4_D
2/24/2022 21:17,-10.5,5_1_4_D
2/24/2022 21:47,-11.1,5_1_4_D
2/24/2022 22:17,-11.1,5_1_4_D
2/24/2022 22:47,-11.1,5_1_4_D
2/24/2022 23:17,-11.1,5_1_4_D
2/24/2022 23:47,-11.1,5_1_4_D
2/25/2022 0:17,-11.1,5_1_4_D
2/25/2022 0:47,-11.1,5_1_4_D
2/25/2022 1:17,-11.1,5_1_4_D
2/25/2022 1:47,-11.1,5_1_4_D
2/25/2022 2:17,-11.1,5_1_4_D
2/25/2022 2:47,-10.5,5_1_4_D
2/25/2022 3:17,-10.5,5_1_4_D
2/25/2022 3:47,-10.5,5_1_4_D
2/25/2022 4:17,-10.5,5_1_4_D
2/25/2022 4:47,-10,5_1_4_D
2/25/2022 5:17,-10,5_1_4_D
2/25/2022 5:47,-10,5_1_4_D
2/25/2022 6:17,-9.5,5_1_4_D
2/25/2022 6:47,-10,5_1_4_D
2/25/2022 7:17,-10,5_1_4_D
