"DateTime","Group","Temp"
2021-11-18 15:59:00,"11_2_6_D",8.1
2021-11-18 16:29:00,"11_2_6_D",7.1
2021-11-18 16:59:00,"11_2_6_D",7.1
2021-11-18 17:29:00,"11_2_6_D",7.1
2021-11-18 17:59:00,"11_2_6_D",6.6
2021-11-18 18:29:00,"11_2_6_D",6.6
2021-11-18 18:59:00,"11_2_6_D",6.1
2021-11-18 19:29:00,"11_2_6_D",6.1
2021-11-18 19:59:00,"11_2_6_D",5.6
2021-11-18 20:29:00,"11_2_6_D",5.6
2021-11-18 20:59:00,"11_2_6_D",4.6
2021-11-18 21:29:00,"11_2_6_D",4.1
2021-11-18 21:59:00,"11_2_6_D",4.1
2021-11-18 22:29:00,"11_2_6_D",3.1
2021-11-18 22:59:00,"11_2_6_D",2.6
2021-11-18 23:29:00,"11_2_6_D",2.6
2021-11-18 23:59:00,"11_2_6_D",2.1
2021-11-19 00:29:00,"11_2_6_D",1.6
2021-11-19 00:59:00,"11_2_6_D",1.6
2021-11-19 01:29:00,"11_2_6_D",2.1
2021-11-19 01:59:00,"11_2_6_D",1.6
2021-11-19 02:29:00,"11_2_6_D",1.6
2021-11-19 02:59:00,"11_2_6_D",1.6
2021-11-19 03:29:00,"11_2_6_D",1.6
2021-11-19 03:59:00,"11_2_6_D",1.6
2021-11-19 04:29:00,"11_2_6_D",2.1
2021-11-19 04:59:00,"11_2_6_D",2.1
2021-11-19 05:29:00,"11_2_6_D",2.1
2021-11-19 05:59:00,"11_2_6_D",2.1
2021-11-19 06:29:00,"11_2_6_D",2.1
2021-11-19 06:59:00,"11_2_6_D",2.6
2021-11-19 07:29:00,"11_2_6_D",3.1
2021-11-19 07:59:00,"11_2_6_D",3.1
2021-11-19 08:29:00,"11_2_6_D",3.1
2021-11-19 08:59:00,"11_2_6_D",3.1
2021-11-19 09:29:00,"11_2_6_D",3.1
2021-11-19 09:59:00,"11_2_6_D",3.6
2021-11-19 10:29:00,"11_2_6_D",2.6
2021-11-19 10:59:00,"11_2_6_D",2.1
2021-11-19 11:29:00,"11_2_6_D",2.1
2021-11-19 11:59:00,"11_2_6_D",3.1
2021-11-19 12:29:00,"11_2_6_D",2.1
2021-11-19 12:59:00,"11_2_6_D",1.6
2021-11-19 13:29:00,"11_2_6_D",1.6
2021-11-19 13:59:00,"11_2_6_D",1.1
2021-11-19 14:29:00,"11_2_6_D",1.1
2021-11-19 14:59:00,"11_2_6_D",1.1
2021-11-19 15:29:00,"11_2_6_D",0.6
2021-11-19 15:59:00,"11_2_6_D",0.1
2021-11-19 16:29:00,"11_2_6_D",0.1
2021-11-19 16:59:00,"11_2_6_D",0.1
2021-11-19 17:29:00,"11_2_6_D",0.1
2021-11-19 17:59:00,"11_2_6_D",0.1
2021-11-19 18:29:00,"11_2_6_D",0.1
2021-11-19 18:59:00,"11_2_6_D",0.1
2021-11-19 19:29:00,"11_2_6_D",0.1
2021-11-19 19:59:00,"11_2_6_D",0.6
2021-11-19 20:29:00,"11_2_6_D",0.6
2021-11-19 20:59:00,"11_2_6_D",0.6
2021-11-19 21:29:00,"11_2_6_D",0.6
2021-11-19 21:59:00,"11_2_6_D",0.6
2021-11-19 22:29:00,"11_2_6_D",0.1
2021-11-19 22:59:00,"11_2_6_D",-0.5
2021-11-19 23:29:00,"11_2_6_D",-1
2021-11-19 23:59:00,"11_2_6_D",-1
2021-11-20 00:29:00,"11_2_6_D",-1.5
2021-11-20 00:59:00,"11_2_6_D",-1.5
2021-11-20 01:29:00,"11_2_6_D",-1.5
2021-11-20 01:59:00,"11_2_6_D",-2
2021-11-20 02:29:00,"11_2_6_D",-2
2021-11-20 02:59:00,"11_2_6_D",-2
2021-11-20 03:29:00,"11_2_6_D",-2
2021-11-20 03:59:00,"11_2_6_D",-2
2021-11-20 04:29:00,"11_2_6_D",-2
2021-11-20 04:59:00,"11_2_6_D",-2.5
2021-11-20 05:29:00,"11_2_6_D",-2.5
2021-11-20 05:59:00,"11_2_6_D",-2.5
2021-11-20 06:29:00,"11_2_6_D",-3
2021-11-20 06:59:00,"11_2_6_D",-2.5
2021-11-20 07:29:00,"11_2_6_D",-2
2021-11-20 07:59:00,"11_2_6_D",-1.5
2021-11-20 08:29:00,"11_2_6_D",-1
2021-11-20 08:59:00,"11_2_6_D",-0.5
2021-11-20 09:29:00,"11_2_6_D",0.6
2021-11-20 09:59:00,"11_2_6_D",0.6
2021-11-20 10:29:00,"11_2_6_D",1.1
2021-11-20 10:59:00,"11_2_6_D",1.6
2021-11-20 11:29:00,"11_2_6_D",2.1
2021-11-20 11:59:00,"11_2_6_D",2.1
2021-11-20 12:29:00,"11_2_6_D",2.6
2021-11-20 12:59:00,"11_2_6_D",3.1
2021-11-20 13:29:00,"11_2_6_D",3.6
2021-11-20 13:59:00,"11_2_6_D",3.1
2021-11-20 14:29:00,"11_2_6_D",2.6
2021-11-20 14:59:00,"11_2_6_D",1.6
2021-11-20 15:29:00,"11_2_6_D",1.6
2021-11-20 15:59:00,"11_2_6_D",1.6
2021-11-20 16:29:00,"11_2_6_D",1.1
2021-11-20 16:59:00,"11_2_6_D",1.1
2021-11-20 17:29:00,"11_2_6_D",1.1
2021-11-20 17:59:00,"11_2_6_D",1.1
2021-11-20 18:29:00,"11_2_6_D",1.1
2021-11-20 18:59:00,"11_2_6_D",1.1
2021-11-20 19:29:00,"11_2_6_D",1.1
2021-11-20 19:59:00,"11_2_6_D",1.6
2021-11-20 20:29:00,"11_2_6_D",2.1
2021-11-20 20:59:00,"11_2_6_D",3.1
2021-11-20 21:29:00,"11_2_6_D",3.1
2021-11-20 21:59:00,"11_2_6_D",3.1
2021-11-20 22:29:00,"11_2_6_D",3.1
2021-11-20 22:59:00,"11_2_6_D",3.1
2021-11-20 23:29:00,"11_2_6_D",3.1
2021-11-20 23:59:00,"11_2_6_D",2.6
2021-11-21 00:29:00,"11_2_6_D",3.1
2021-11-21 00:59:00,"11_2_6_D",3.1
2021-11-21 01:29:00,"11_2_6_D",2.1
2021-11-21 01:59:00,"11_2_6_D",2.1
2021-11-21 02:29:00,"11_2_6_D",3.1
2021-11-21 02:59:00,"11_2_6_D",3.1
2021-11-21 03:29:00,"11_2_6_D",3.1
2021-11-21 03:59:00,"11_2_6_D",3.1
2021-11-21 04:29:00,"11_2_6_D",3.1
2021-11-21 04:59:00,"11_2_6_D",3.1
2021-11-21 05:29:00,"11_2_6_D",2.6
2021-11-21 05:59:00,"11_2_6_D",2.1
2021-11-21 06:29:00,"11_2_6_D",1.6
2021-11-21 06:59:00,"11_2_6_D",1.6
2021-11-21 07:29:00,"11_2_6_D",2.1
2021-11-21 07:59:00,"11_2_6_D",3.6
2021-11-21 08:29:00,"11_2_6_D",4.1
2021-11-21 08:59:00,"11_2_6_D",4.6
2021-11-21 09:29:00,"11_2_6_D",4.6
2021-11-21 09:59:00,"11_2_6_D",5.1
2021-11-21 10:29:00,"11_2_6_D",5.6
2021-11-21 10:59:00,"11_2_6_D",5.6
2021-11-21 11:29:00,"11_2_6_D",6.1
2021-11-21 11:59:00,"11_2_6_D",6.1
2021-11-21 12:29:00,"11_2_6_D",6.6
2021-11-21 12:59:00,"11_2_6_D",6.6
2021-11-21 13:29:00,"11_2_6_D",6.6
2021-11-21 13:59:00,"11_2_6_D",6.6
2021-11-21 14:29:00,"11_2_6_D",6.1
2021-11-21 14:59:00,"11_2_6_D",5.6
2021-11-21 15:29:00,"11_2_6_D",5.1
2021-11-21 15:59:00,"11_2_6_D",5.1
2021-11-21 16:29:00,"11_2_6_D",5.1
2021-11-21 16:59:00,"11_2_6_D",5.1
2021-11-21 17:29:00,"11_2_6_D",5.1
2021-11-21 17:59:00,"11_2_6_D",5.1
2021-11-21 18:29:00,"11_2_6_D",4.6
2021-11-21 18:59:00,"11_2_6_D",4.1
2021-11-21 19:29:00,"11_2_6_D",3.6
2021-11-21 19:59:00,"11_2_6_D",3.6
2021-11-21 20:29:00,"11_2_6_D",3.6
2021-11-21 20:59:00,"11_2_6_D",3.6
2021-11-21 21:29:00,"11_2_6_D",3.6
2021-11-21 21:59:00,"11_2_6_D",4.1
2021-11-21 22:29:00,"11_2_6_D",4.1
2021-11-21 22:59:00,"11_2_6_D",4.6
2021-11-21 23:29:00,"11_2_6_D",6.1
2021-11-21 23:59:00,"11_2_6_D",6.6
