"DateTime","Group","Temp"
2022-02-23 15:57:00,"11_2_3_U",8.6
2022-02-23 16:27:00,"11_2_3_U",-1.5
2022-02-23 16:57:00,"11_2_3_U",-2.5
2022-02-23 17:27:00,"11_2_3_U",-5
2022-02-23 17:57:00,"11_2_3_U",-5.5
2022-02-23 18:27:00,"11_2_3_U",-6.5
2022-02-23 18:57:00,"11_2_3_U",-7
2022-02-23 19:27:00,"11_2_3_U",-7.5
2022-02-23 19:57:00,"11_2_3_U",-8
2022-02-23 20:27:00,"11_2_3_U",-8.5
2022-02-23 20:57:00,"11_2_3_U",-9
2022-02-23 21:27:00,"11_2_3_U",-10
2022-02-23 21:57:00,"11_2_3_U",-10.5
2022-02-23 22:27:00,"11_2_3_U",-10.5
2022-02-23 22:57:00,"11_2_3_U",-11
2022-02-23 23:27:00,"11_2_3_U",-11
2022-02-23 23:57:00,"11_2_3_U",-11
2022-02-24 00:27:00,"11_2_3_U",-11
2022-02-24 00:57:00,"11_2_3_U",-11.5
2022-02-24 01:27:00,"11_2_3_U",-11.5
2022-02-24 01:57:00,"11_2_3_U",-11.5
2022-02-24 02:27:00,"11_2_3_U",-12
2022-02-24 02:57:00,"11_2_3_U",-12
2022-02-24 03:27:00,"11_2_3_U",-12.5
2022-02-24 03:57:00,"11_2_3_U",-12.5
2022-02-24 04:27:00,"11_2_3_U",-12.5
2022-02-24 04:57:00,"11_2_3_U",-13
2022-02-24 05:27:00,"11_2_3_U",-13
2022-02-24 05:57:00,"11_2_3_U",-13
2022-02-24 06:27:00,"11_2_3_U",-13.5
2022-02-24 06:57:00,"11_2_3_U",-13.5
2022-02-24 07:27:00,"11_2_3_U",-13.5
2022-02-24 07:57:00,"11_2_3_U",-13
2022-02-24 08:27:00,"11_2_3_U",-13
2022-02-24 08:57:00,"11_2_3_U",-12
2022-02-24 09:27:00,"11_2_3_U",-12
2022-02-24 09:57:00,"11_2_3_U",-11
2022-02-24 10:27:00,"11_2_3_U",-9.5
2022-02-24 10:57:00,"11_2_3_U",-8.5
2022-02-24 11:27:00,"11_2_3_U",-7.5
2022-02-24 11:57:00,"11_2_3_U",-6
2022-02-24 12:27:00,"11_2_3_U",-6
2022-02-24 12:57:00,"11_2_3_U",-6.5
2022-02-24 13:27:00,"11_2_3_U",-3
2022-02-24 13:57:00,"11_2_3_U",-7
2022-02-24 14:27:00,"11_2_3_U",-6
2022-02-24 14:57:00,"11_2_3_U",-6.5
2022-02-24 15:27:00,"11_2_3_U",-6.5
2022-02-24 15:57:00,"11_2_3_U",-6.5
2022-02-24 16:27:00,"11_2_3_U",-6.5
2022-02-24 16:57:00,"11_2_3_U",-7
2022-02-24 17:27:00,"11_2_3_U",-7.5
2022-02-24 17:57:00,"11_2_3_U",-8
2022-02-24 18:27:00,"11_2_3_U",-8.5
2022-02-24 18:57:00,"11_2_3_U",-9
