STATE,SITE_ID,SITE_NAME,TREE_NUMBER,SPECIES,DBH_CM,COMMENTS,CROWN_CLASS,LOWER_HALF_EXIT_HOLES,LOWER_HALF_BARK_SPLITS,LOWER_HALF_WOODPECKER_FEEDING_DAMAGE,LOWER_HALF_EPICORMIC_SHOOTS,UPPER_HALF_EPICORMIC_SHOOTS,UPPER_HALF_WOODPECKER_FEEDING_DAMAGE,OBSERVATION_DATE,ORIGIN,POINT_X,POINT_Y
Michigan,"1,773",BFPKLT,"6,017",white ash,14.4,Upper and lower crown combined and represented in Lower-Half fields.,1,No,Yes,Yes,10-Jan,0,No,"7/29/2015, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,"6,018",white ash,17.5,Upper and lower crown combined and represented in Lower-Half fields.,5,Yes,Yes,Yes,10-Jan,0,No,"7/29/2015, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,"6,019",white ash,13.7,Upper and lower crown combined and represented in Lower-Half fields.,2,No,Yes,Yes,0,0,No,"7/29/2015, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,109,white ash,19.9,Upper and lower crown combined and represented in Lower-Half fields.,2,Yes,Yes,Yes,10-Jan,0,No,"7/29/2015, 8:00 PM",Research,-84.6,42.59
Michigan,"1,773",BFPKLT,"9,812",white ash,13,Upper and lower crown combined and represented in Lower-Half fields.,4,Yes,Yes,Yes,10-Jan,0,No,"7/29/2015, 8:00 PM",Research,-84.6,42.59
Michigan,54,MRE,"6,020",white ash,22,Upper and lower crown combined and represented in Lower-Half fields.,4,Yes,Yes,Yes,10-Jan,0,No,"7/30/2015, 8:00 PM",Research,-84.54,43.14
Michigan,54,MRE,"9,837",white ash,18.7,Upper and lower crown combined and represented in Lower-Half fields.,3,Yes,Yes,Yes,10-Jan,0,No,"7/30/2015, 8:00 PM",Research,-84.54,43.14
Michigan,54,MRE,"6,021",white ash,21.2,Upper and lower crown combined and represented in Lower-Half fields.,3,Yes,Yes,Yes,10-Jan,0,No,"7/30/2015, 8:00 PM",Research,-84.54,43.14
Michigan,54,MRE,"6,022",white ash,29.5,Upper and lower crown combined and represented in Lower-Half fields.,2,No,Yes,Yes,0,0,No,"7/30/2015, 8:00 PM",Research,-84.54,43.14
Michigan,54,MRE,"6,023",green ash,18,Upper and lower crown combined and represented in Lower-Half fields.,4,Yes,Yes,Yes,10-Jan,0,No,"7/30/2015, 8:00 PM",Research,-84.54,43.14
Michigan,54,MRE,"6,024",green ash,17.5,Upper and lower crown combined and represented in Lower-Half fields.,4,No,Yes,Yes,10-Jan,0,No,"7/30/2015, 8:00 PM",Research,-84.54,43.14
Michigan,54,MRE,"6,026",green ash,17.1,Upper and lower crown combined and represented in Lower-Half fields.,3,Yes,Yes,Yes,10-Jan,0,No,"7/30/2015, 8:00 PM",Research,-84.54,43.14
Michigan,54,MRE,"6,027",green ash,31.2,Upper and lower crown combined and represented in Lower-Half fields.,3,Yes,Yes,Yes,10-Jan,0,No,"7/30/2015, 8:00 PM",Research,-84.54,43.14
Michigan,54,MRE,"6,028",green ash,27.8,Upper and lower crown combined and represented in Lower-Half fields.,4,Yes,Yes,Yes,10-Jan,0,No,"7/30/2015, 8:00 PM",Research,-84.54,43.14
Michigan,25,GSW,"6,029",green ash,13.8,Upper and lower crown combined and represented in Lower-Half fields.,3,No,Yes,Yes,10-Jan,0,No,"7/30/2015, 8:00 PM",Research,-84.45,43.23
Michigan,25,GSW,"6,030",green ash,9.8,Upper and lower crown combined and represented in Lower-Half fields.,1,Yes,Yes,Yes,10-Jan,0,No,"7/30/2015, 8:00 PM",Research,-84.45,43.23
Michigan,25,GSW,"6,031",green ash,10.8,Upper and lower crown combined and represented in Lower-Half fields.,4,Yes,Yes,Yes,10-Jan,0,No,"7/30/2015, 8:00 PM",Research,-84.45,43.23
Michigan,25,GSW,"9,850",green ash,10.3,Upper and lower crown combined and represented in Lower-Half fields.,1,No,Yes,Yes,0,0,No,"7/30/2015, 8:00 PM",Research,-84.45,43.23
Michigan,25,GSW,"6,032",green ash,9.6,Upper and lower crown combined and represented in Lower-Half fields.,1,No,Yes,Yes,10-Jan,0,No,"7/30/2015, 8:00 PM",Research,-84.45,43.23
Michigan,25,GSW,194,green ash,10.9,Upper and lower crown combined and represented in Lower-Half fields.,1,Yes,Yes,Yes,0,0,No,"7/30/2015, 8:00 PM",Research,-84.45,43.23
Michigan,25,GSW,10,green ash,10.6,Upper and lower crown combined and represented in Lower-Half fields.,2,Yes,Yes,Yes,10-Jan,0,No,"7/30/2015, 8:00 PM",Research,-84.45,43.23
Michigan,25,GSW,191,green ash,9.9,Upper and lower crown combined and represented in Lower-Half fields.,1,No,Yes,Yes,10-Jan,0,No,"7/30/2015, 8:00 PM",Research,-84.45,43.23
Michigan,25,GSW,"6,033",green ash,10.9,Upper and lower crown combined and represented in Lower-Half fields.,2,No,Yes,Yes,10-Jan,0,No,"7/30/2015, 8:00 PM",Research,-84.45,43.23
Michigan,25,GSW,"6,034",green ash,11,Upper and lower crown combined and represented in Lower-Half fields.,1,No,Yes,Yes,10-Jan,0,No,"7/30/2015, 8:00 PM",Research,-84.45,43.23
Michigan,55,RL,"6,035",green ash,16.7,Upper and lower crown combined and represented in Lower-Half fields.,1,Yes,Yes,Yes,0,0,No,"8/1/2015, 8:00 PM",Research,-84.35,42.81
Michigan,55,RL,"6,036",green ash,18.5,Upper and lower crown combined and represented in Lower-Half fields.,2,No,Yes,No,10-Jan,0,No,"8/1/2015, 8:00 PM",Research,-84.35,42.81
Michigan,55,RL,"6,037",green ash,8,Upper and lower crown combined and represented in Lower-Half fields.,1,No,Yes,Yes,0,0,No,"8/1/2015, 8:00 PM",Research,-84.35,42.81
Michigan,55,RL,"6,038",green ash,9.2,Upper and lower crown combined and represented in Lower-Half fields.,1,No,Yes,Yes,10-Jan,0,No,"8/1/2015, 8:00 PM",Research,-84.35,42.81
Michigan,55,RL,"6,039",green ash,9.1,Upper and lower crown combined and represented in Lower-Half fields.,1,No,Yes,No,0,0,No,"8/1/2015, 8:00 PM",Research,-84.35,42.81
Michigan,55,RL,"6,040",white ash,11.6,Upper and lower crown combined and represented in Lower-Half fields.,1,No,Yes,No,10-Jan,0,No,"8/1/2015, 8:00 PM",Research,-84.35,42.81
Michigan,55,RL,"2,645",white ash,14.9,Upper and lower crown combined and represented in Lower-Half fields.,1,No,Yes,Yes,10-Jan,0,No,"8/1/2015, 8:00 PM",Research,-84.35,42.81
Michigan,55,RL,"2,646",white ash,17.4,Upper and lower crown combined and represented in Lower-Half fields.,3,No,Yes,Yes,10-Jan,0,No,"8/1/2015, 8:00 PM",Research,-84.35,42.81
Michigan,55,RL,"2,640",white ash,28.8,Upper and lower crown combined and represented in Lower-Half fields.,1,No,Yes,Yes,10-Jan,0,No,"8/1/2015, 8:00 PM",Research,-84.35,42.81
Michigan,55,RL,"2,643",white ash,17.8,Upper and lower crown combined and represented in Lower-Half fields.,1,Yes,Yes,Yes,10-Jan,0,No,"8/1/2015, 8:00 PM",Research,-84.35,42.81
Michigan,54,MRE,"6,025",green ash,17.5,Upper and lower crown combined and represented in Lower-Half fields.,4,No,Yes,Yes,10-Jan,0,No,"7/30/2015, 8:00 PM",Research,-84.54,43.14
Michigan,"2,847",Stanton10,"6,806",white ash,25.5,,3,No,No,Yes,10-Jan,10-Jan,Yes,"9/15/2015, 8:00 PM",Research,-85.09,43.25
Michigan,"2,847",Stanton10,"6,807",white ash,28.3,,2,No,No,Yes,0,0,Yes,"9/15/2015, 8:00 PM",Research,-85.09,43.25
Michigan,"2,847",Stanton10,"6,808",white ash,13.6,,3,No,No,Yes,10-Jan,0,Yes,"9/15/2015, 8:00 PM",Research,-85.09,43.25
Michigan,"2,847",Stanton10,"6,809",white ash,29,,2,No,No,Yes,0,0,Yes,"9/15/2015, 8:00 PM",Research,-85.09,43.25
Michigan,"2,847",Stanton10,"6,810",white ash,14.2,,1,No,Yes,Yes,0,0,Yes,"9/15/2015, 8:00 PM",Research,-85.09,43.25
Michigan,"2,843",Stanton7,"6,801",white ash,22.1,,2,No,No,Yes,21+,21+,Yes,"9/15/2015, 8:00 PM",Research,-85.03,43.28
Michigan,"2,843",Stanton7,"6,802",white ash,22.5,,2,No,No,Yes,20-Nov,20-Nov,Yes,"9/15/2015, 8:00 PM",Research,-85.03,43.28
Michigan,"2,843",Stanton7,"6,803",white ash,24.1,,2,No,No,Yes,20-Nov,20-Nov,Yes,"9/15/2015, 8:00 PM",Research,-85.03,43.28
Michigan,"2,843",Stanton7,"6,804",white ash,17.9,,3,No,No,Yes,21+,21+,Yes,"9/15/2015, 8:00 PM",Research,-85.03,43.28
Michigan,"2,843",Stanton7,"6,805",white ash,26.8,,2,No,Yes,Yes,0,0,Yes,"9/15/2015, 8:00 PM",Research,-85.03,43.28
Michigan,"2,941",Pokagon Lands Dowagiac,231,white ash,9.7,,2,No,No,No,10-Jan,0,No,"9/29/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,561,black ash,5.1,,3,Yes,Yes,Yes,10-Jan,0,No,"9/9/2015, 8:00 PM",Program,-86.21,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,597,black ash,2.7,,1,No,No,No,0,0,No,"8/26/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,610,black ash,4.7,,4,No,Yes,No,10-Jan,10-Jan,No,"10/13/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,623,black ash,5.1,,2,No,Yes,No,10-Jan,0,No,"7/28/2015, 8:00 PM",Program,-86.21,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,761,black ash,4.9,,1,No,No,No,0,0,No,"7/28/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,762,black ash,1.4,,1,No,No,No,0,0,No,"7/28/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,763,black ash,2.1,,1,No,No,No,0,0,No,"7/28/2015, 8:00 PM",Program,-86.21,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,764,black ash,1.8,,1,No,No,No,0,0,No,"7/28/2015, 8:00 PM",Program,-86.21,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,765,black ash,2.8,,3,Yes,Yes,No,10-Jan,0,No,"7/28/2015, 8:00 PM",Program,-86.21,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,766,black ash,1.5,,1,No,No,No,0,0,No,"7/28/2015, 8:00 PM",Program,-86.21,41.93
Michigan,"2,941",Pokagon Lands Dowagiac,767,black ash,1.3,,2,No,No,No,0,0,No,"7/28/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,768,black ash,1.3,,1,No,No,No,0,0,No,"7/28/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,769,black ash,4.1,,4,No,Yes,No,10-Jan,0,No,"7/28/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,770,black ash,1.8,,4,No,No,No,10-Jan,0,No,"7/28/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,771,black ash,3.2,,1,No,No,No,10-Jan,0,No,"7/28/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,772,black ash,2.9,,1,No,No,No,0,0,No,"7/28/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,774,black ash,2.2,,1,No,No,No,0,0,No,"8/11/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,775,black ash,1.3,,1,No,No,No,0,0,No,"8/11/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,776,black ash,3.6,,1,No,No,No,0,0,No,"8/11/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,777,black ash,3.6,,1,No,Yes,No,0,0,No,"8/11/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,778,black ash,4.5,,2,No,Yes,No,10-Jan,10-Jan,No,"8/11/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,779,black ash,1.9,,2,No,No,No,0,0,No,"8/11/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,780,black ash,3.1,,1,No,No,No,0,0,No,"8/11/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,781,black ash,4,,1,No,Yes,No,10-Jan,0,No,"8/11/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,782,black ash,1.9,,1,No,No,No,0,0,No,"8/11/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,783,black ash,3.2,,1,No,Yes,No,0,0,No,"8/11/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,784,black ash,3.4,,1,No,No,No,0,0,No,"8/11/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,785,black ash,1.2,,1,No,No,No,0,0,No,"8/11/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,786,black ash,3.1,,1,No,No,No,10-Jan,10-Jan,No,"8/11/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,835,black ash,1.6,,1,No,No,No,0,0,No,"8/26/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,836,black ash,5.5,,1,Yes,Yes,No,10-Jan,10-Jan,No,"8/26/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,837,black ash,3.9,,1,No,Yes,No,10-Jan,0,No,"8/26/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,838,black ash,1.6,,1,No,Yes,No,0,0,No,"8/26/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,839,black ash,0,Forgot to record DBH,4,Yes,No,Yes,10-Jan,10-Jan,No,"8/26/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,849,black ash,3.2,,1,No,No,No,0,0,No,"8/26/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,856,black ash,3,,1,No,No,No,0,0,No,"9/9/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,857,black ash,2.6,,1,No,Yes,No,0,0,No,"9/9/2015, 8:00 PM",Program,-86.21,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,858,black ash,2.4,,3,No,Yes,No,10-Jan,10-Jan,No,"9/9/2015, 8:00 PM",Program,-86.21,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,859,black ash,3,,3,No,Yes,No,0,0,No,"9/9/2015, 8:00 PM",Program,-86.21,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,860,black ash,3.5,,2,Yes,No,No,10-Jan,0,No,"9/9/2015, 8:00 PM",Program,-86.21,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,876,black ash,7.1,null,5,Yes,Yes,No,10-Jan,0,No,"9/29/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,877,black ash,6.7,,5,Yes,Yes,No,10-Jan,10-Jan,No,"9/29/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,878,green ash,5.4,,5,Yes,Yes,No,10-Jan,10-Jan,No,"9/29/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,879,green ash,7.2,,5,Yes,No,Yes,0,0,No,"9/29/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,880,green ash,6.3,,3,Yes,No,Yes,10-Jan,10-Jan,Yes,"9/29/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,891,black ash,4,,4,No,Yes,No,10-Jan,10-Jan,No,"10/13/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,892,black ash,2.6,,4,No,No,No,0,0,No,"10/13/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,893,black ash,2.4,,4,No,No,No,0,0,No,"10/13/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,894,black ash,1.9,,4,No,No,No,0,0,No,"10/13/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,895,blue ash,2.5,,4,No,Yes,No,0,0,No,"10/13/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,941",Pokagon Lands Dowagiac,897,black ash,2.7,,4,No,Yes,No,0,0,No,"10/13/2015, 8:00 PM",Program,-86.2,41.94
Michigan,"2,953",Pokagon Hartford,787,green ash,6.4,,5,Yes,No,Yes,0,0,No,"8/12/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,788,green ash,13.5,,4,No,No,No,10-Jan,10-Jan,No,"8/12/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,789,green ash,11.6,,5,Yes,Yes,No,0,0,No,"8/12/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,790,green ash,9.1,,5,Yes,Yes,No,0,0,No,"8/12/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,791,green ash,13.6,,5,Yes,No,No,0,0,No,"8/12/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,792,green ash,7.7,,2,No,No,No,0,0,No,"8/12/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,793,green ash,16.9,,5,Yes,Yes,Yes,0,0,Yes,"8/12/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,794,green ash,16.6,,5,Yes,No,No,0,0,No,"8/12/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,795,green ash,9.9,,5,Yes,Yes,No,0,0,No,"8/12/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,796,green ash,11.3,,5,Yes,Yes,No,0,0,No,"8/12/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,797,green ash,9.8,,5,Yes,Yes,No,0,0,No,"8/12/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,798,green ash,10.1,,5,Yes,Yes,No,0,0,No,"8/12/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,799,green ash,0.5,,1,No,No,No,0,0,No,"7/29/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,800,green ash,1.7,,3,Yes,Yes,No,0,0,No,"7/29/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,801,green ash,4.4,,1,No,No,No,0,0,No,"7/29/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,802,green ash,8.4,,4,Yes,Yes,No,0,0,No,"7/29/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,803,green ash,7.6,,4,Yes,Yes,No,0,0,No,"7/29/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,804,green ash,8.2,,4,Yes,Yes,No,0,0,No,"7/29/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,805,green ash,8,,5,Yes,Yes,Yes,0,0,No,"7/29/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,806,green ash,10,,5,Yes,Yes,Yes,0,0,No,"7/29/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,807,green ash,11.6,,5,Yes,Yes,Yes,0,0,No,"7/29/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,808,green ash,2.9,,1,No,No,No,0,0,No,"7/29/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,821,white ash,13.4,,5,Yes,Yes,Yes,0,0,Yes,"8/25/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,822,white ash,6.5,,5,Yes,Yes,Yes,0,0,Yes,"8/25/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,823,green ash,8.9,,4,Yes,No,Yes,10-Jan,10-Jan,Yes,"8/25/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,824,black ash,5.8,,1,No,Yes,No,0,0,No,"8/25/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,825,green ash,5.9,,5,Yes,Yes,Yes,10-Jan,10-Jan,Yes,"8/25/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,826,white ash,5.1,,4,Yes,Yes,Yes,10-Jan,10-Jan,Yes,"8/25/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,827,green ash,9.7,,5,Yes,No,Yes,0,0,Yes,"8/25/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,862,white ash,10.4,,5,Yes,No,Yes,0,0,Yes,"9/10/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,863,white ash,7.5,,5,Yes,No,No,10-Jan,10-Jan,No,"9/10/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,864,green ash,11,,5,No,No,No,0,0,No,"9/10/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,865,green ash,12.8,,5,Yes,Yes,No,0,0,No,"9/10/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,866,green ash,9.5,,5,Yes,No,No,0,0,No,"9/10/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,869,green ash,0.6,,1,No,No,No,0,0,No,"9/10/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,870,green ash,12.9,,5,Yes,No,Yes,10-Jan,0,Yes,"9/29/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,871,green ash,12.7,,4,Yes,Yes,Yes,10-Jan,0,Yes,"9/29/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,872,green ash,9,,5,Yes,No,No,0,0,No,"9/29/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,873,green ash,10.7,,4,Yes,No,Yes,10-Jan,10-Jan,No,"9/29/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,874,green ash,10.9,,5,Yes,No,No,10-Jan,0,No,"9/29/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,875,green ash,6.7,,5,Yes,Yes,No,10-Jan,10-Jan,No,"9/29/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,885,green ash,6.8,,5,Yes,Yes,Yes,0,0,Yes,"10/13/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,886,green ash,5,,5,Yes,Yes,No,10-Jan,10-Jan,No,"10/13/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,887,green ash,5.8,,4,Yes,Yes,No,10-Jan,10-Jan,No,"10/13/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,888,green ash,17,,5,Yes,Yes,Yes,0,0,Yes,"10/13/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,889,green ash,10.9,,4,No,Yes,No,0,0,No,"10/13/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,953",Pokagon Hartford,890,green ash,3,,3,No,No,No,0,0,No,"10/13/2015, 8:00 PM",Program,-86.21,42.22
Michigan,"2,952","Pokagon, New Buffalo",809,green ash,8.4,,5,Yes,Yes,Yes,0,0,No,"7/30/2015, 8:00 PM",Program,-86.7,41.77
Michigan,"2,952","Pokagon, New Buffalo",810,green ash,7.3,,5,No,No,No,0,0,No,"7/30/2015, 8:00 PM",Program,-86.7,41.77
Michigan,"2,952","Pokagon, New Buffalo",811,black ash,12.5,,1,No,No,No,0,0,No,"7/30/2015, 8:00 PM",Program,-86.7,41.77
Michigan,"2,952","Pokagon, New Buffalo",812,green ash,10,,1,No,No,No,0,0,No,"7/30/2015, 8:00 PM",Program,-86.7,41.77
Michigan,"2,952","Pokagon, New Buffalo",813,white ash,5.9,,4,Yes,No,No,0,0,No,"7/30/2015, 8:00 PM",Program,-86.7,41.77
Michigan,"2,952","Pokagon, New Buffalo",814,green ash,9.4,,1,No,No,No,0,0,No,"7/30/2015, 8:00 PM",Program,-86.7,41.77
Michigan,"2,952","Pokagon, New Buffalo",815,green ash,3.8,,4,Yes,Yes,No,0,0,No,"7/30/2015, 8:00 PM",Program,-86.7,41.77
Michigan,"2,952","Pokagon, New Buffalo",816,white ash,17.5,,5,Yes,Yes,No,0,0,No,"7/30/2015, 8:00 PM",Program,-86.7,41.78
Michigan,"2,952","Pokagon, New Buffalo",817,green ash,5,,1,Yes,Yes,Yes,0,0,No,"7/30/2015, 8:00 PM",Program,-86.7,41.78
Michigan,"2,952","Pokagon, New Buffalo",828,white ash,24.4,,5,Yes,No,Yes,0,0,No,"8/25/2015, 8:00 PM",Program,-86.71,41.77
Michigan,"2,952","Pokagon, New Buffalo",829,white ash,11.5,,5,Yes,Yes,No,0,0,No,"8/25/2015, 8:00 PM",Program,-86.7,41.77
Michigan,"2,952","Pokagon, New Buffalo",830,white ash,19.4,,5,Yes,No,Yes,0,0,No,"8/25/2015, 8:00 PM",Program,-86.7,41.77
Michigan,"2,952","Pokagon, New Buffalo",831,white ash,14.5,,5,Yes,No,Yes,10-Jan,0,Yes,"8/25/2015, 8:00 PM",Program,-86.7,41.77
Michigan,"2,952","Pokagon, New Buffalo",832,white ash,13.8,,4,Yes,No,No,0,0,No,"8/25/2015, 8:00 PM",Program,-86.7,41.77
Michigan,"2,952","Pokagon, New Buffalo",833,white ash,5,,3,Yes,Yes,No,0,0,No,"8/25/2015, 8:00 PM",Program,-86.7,41.77
Michigan,"2,952","Pokagon, New Buffalo",834,white ash,7.4,,2,Yes,No,Yes,10-Jan,10-Jan,No,"8/25/2015, 8:00 PM",Program,-86.7,41.77
Michigan,"2,952","Pokagon, New Buffalo",840,white ash,23.2,,5,Yes,No,No,0,0,No,"8/13/2015, 8:00 PM",Program,-86.71,41.77
Michigan,"2,952","Pokagon, New Buffalo",841,white ash,3.3,,1,No,No,No,0,0,No,"8/13/2015, 8:00 PM",Program,-86.7,41.77
Michigan,"2,952","Pokagon, New Buffalo",842,white ash,5.2,,5,Yes,No,Yes,10-Jan,0,Yes,"8/13/2015, 8:00 PM",Program,-86.7,41.77
Michigan,"2,952","Pokagon, New Buffalo",843,white ash,10.3,,1,No,No,No,0,0,No,"8/13/2015, 8:00 PM",Program,-86.7,41.77
