STATE,SITE_ID,SITE_NAME,TREE_NUMBER,SPECIES,DBH_CM,COMMENTS,CROWN_CLASS,LOWER_HALF_EXIT_HOLES,LOWER_HALF_BARK_SPLITS,LOWER_HALF_WOODPECKER_FEEDING_DAMAGE,LOWER_HALF_EPICORMIC_SHOOTS,UPPER_HALF_EPICORMIC_SHOOTS,UPPER_HALF_WOODPECKER_FEEDING_DAMAGE,OBSERVATION_DATE,ORIGIN,POINT_X,POINT_Y
Michigan,15,tunn_C,"1,236",black ash,18,tun cont species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.38,43.45
Michigan,10,dfg,"1,244",black ash,12.8,df girdle species null now black ash,3,No,Yes,Yes,,,No,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,10,dfg,"1,242",black ash,8.4,df girdle species null now black ash,4,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,10,dfg,"1,240",black ash,6.2,df girdle species null now black ash,4,No,Yes,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,10,dfg,"1,241",black ash,20.2,df girdle species null now black ash,4,No,Yes,Yes,,,Yes,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,10,dfg,"1,243",black ash,22.2,df girdle species null now black ash,2,No,No,Yes,,,Yes,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,10,dfg,"1,239",black ash,7.6,df girdle species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,10,dfg,"1,248",black ash,19,df g ng species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,10,dfg,"1,253",black ash,13.2,df g ng species null now black ash,1,No,No,Yes,,,Yes,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,10,dfg,"1,249",black ash,8.8,df g ng species null now black ash,1,No,Yes,Yes,,,Yes,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,17,tusg,"1,505",black ash,12.2,tus girdle species null now black ash,3,No,No,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,18,tusn,"1,180",black ash,15.5,tus ngr species null now black ash,2,Yes,Yes,Yes,,,Yes,"12/31/1969, 7:00 PM",Research,-83.37,43.43
Michigan,18,tusn,"1,175",black ash,14.7,tus ngr species null now black ash,3,No,No,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.37,43.44
Michigan,16,tusn_C,"1,294",black ash,13.2,tus cont species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.34,43.43
Michigan,14,tung,"1,216",black ash,8.7,tun girdle species null now black ash,3,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,13,tunn,"1,185",black ash,12.5,tun ngr species null now black ash,1,No,No,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.33,43.45
Michigan,10,dfg,"1,250",black ash,19.6,df g ng species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,10,dfg,"1,254",black ash,15.2,df g ng species null now black ash,1,No,No,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,10,dfg,"1,251",black ash,11.4,df g ng species null now black ash,2,No,Yes,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,10,dfg,"1,252",black ash,12,df g ng species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,10,dfg,"1,259",black ash,11.9,df g ng species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,10,dfg,"1,257",black ash,6.9,df g ng species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,10,dfg,"1,255",black ash,20.3,df species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,11,dfn,"1,271",black ash,5.6,df ngr species null now black ash,1,No,Yes,Yes,,,Yes,"12/31/1969, 7:00 PM",Research,-83.25,43.49
Michigan,11,dfn,"1,262",black ash,11,df ngr species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.25,43.49
Michigan,11,dfn,"1,264",black ash,10,df ngr species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.25,43.49
Michigan,11,dfn,"1,265",black ash,12.3,df ngr species null now black ash,2,No,Yes,Yes,,,No,"12/31/1969, 7:00 PM",Research,-83.25,43.49
Michigan,11,dfn,"1,267",black ash,7.2,df ngr species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.25,43.49
Michigan,11,dfn,"1,266",black ash,9.9,df ngr species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.25,43.49
Michigan,11,dfn,"1,269",black ash,8.4,df ngr species null now black ash,3,No,Yes,Yes,,,Yes,"12/31/1969, 7:00 PM",Research,-83.25,43.49
Michigan,11,dfn,"1,270",black ash,14.8,df ngr species null now black ash,1,No,Yes,No,,,No,"12/31/1969, 7:00 PM",Research,-83.25,43.49
Michigan,12,dfn_C,"1,272",black ash,14.7,df control species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.25,43.49
Michigan,33,IOG,"1,093",black ash,9,girdled io girdle,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.12,42.96
Michigan,33,IOG,"1,063",black ash,8,nongirdled io g ng,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.13,42.96
Michigan,33,IOG,"1,068",black ash,8,nongirdled io g ng,2,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.13,42.96
Michigan,32,ION,"1,087",black ash,11,nongirdled io2 ngr,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.12,42.96
Michigan,29,MR2G,"1,124",black ash,14,girdled mr2 girdle,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,29,MR2G,"1,128",black ash,9,nongirdled mr2 g ng,2,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,29,MR2G,"1,133",black ash,6,nongirdled mr2 g ng,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,18,tusn,"1,182",black ash,17.4,tus ngr species null now black ash,4,No,No,Yes,,,Yes,"12/31/1969, 7:00 PM",Research,-83.37,43.43
Michigan,32,ION,"1,077",black ash,7,nongirdled io2 ngr,2,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.12,42.96
Michigan,32,ION,"1,079",black ash,6,nongirdled io2 ngr,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.12,42.96
Michigan,32,ION,"1,080",black ash,11,nongirdled io2 ngr,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.12,42.96
Michigan,32,ION,"1,084",black ash,11,nongirdled io2 ngr,2,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.12,42.96
Michigan,32,ION,"1,082",black ash,17,nongirdled io2 ngr,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.12,42.96
Michigan,32,ION,"1,081",black ash,7,nongirdled io2 ngr,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.12,42.96
Michigan,32,ION,"1,083",black ash,9,nongirdled io2 ngr,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.12,42.96
Michigan,29,MR2G,"1,114",black ash,11,girdled mr2 girdle,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,29,MR2G,"1,115",black ash,16,girdled mr2 girdle,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,29,MR2G,"1,116",black ash,7,girdled mr2 girdle,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,29,MR2G,"1,118",black ash,11,girdled mr2 girdle,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,29,MR2G,"1,119",black ash,13,girdled mr2 girdle,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,29,MR2G,"1,120",black ash,10,girdled mr2 girdle,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,29,MR2G,"1,121",black ash,14,girdled mr2 girdle,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,29,MR2G,"1,122",black ash,7,girdled mr2 girdle,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,29,MR2G,"1,136",black ash,12,nongirdled mr2 g ng,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,10,dfg,"1,238",black ash,19.8,df girdle species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,11,dfn,"1,263",black ash,10.3,df ngr species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.25,43.49
Michigan,18,tusn,"1,173",black ash,11,tus ngr species null now black ash,2,No,No,Yes,,,Yes,"12/31/1969, 7:00 PM",Research,-83.37,43.44
Michigan,14,tung,"1,214",black ash,12.1,tun girdle species null now black ash,3,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,14,tung,"1,232",black ash,10.2,tun g ng species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,13,tunn,"1,184",black ash,8.4,tun ngr species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.33,43.45
Michigan,10,dfg,"1,291",black ash,15.7,df girdle species null now black ash,3,No,No,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,10,dfg,"1,247",black ash,11.5,df girdle species null now black ash,4,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,10,dfg,"1,237",black ash,12.5,df girdle species null now black ash,3,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,17,tusg,"1,164",black ash,10.5,tus g ng species null now black ash,2,No,Yes,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,14,tung,"1,233",black ash,11.4,tun g ng species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,10,dfg,"1,256",black ash,7,df g ng species null now black ash,1,No,No,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,10,dfg,"1,258",black ash,15.9,df g ng species null now black ash,2,No,No,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.23,43.5
Michigan,11,dfn,"1,260",black ash,12.2,df ngr species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.25,43.49
Michigan,11,dfn,"1,268",black ash,14.3,df ngr species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.25,43.49
Michigan,17,tusg,"1,506",black ash,11.5,tus girdle species null now black ash,3,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,17,tusg,"1,503",black ash,16,tus girdle species null now black ash,3,No,No,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,17,tusg,"1,163",black ash,12.6,tus g ng species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,17,tusg,"1,171",black ash,14.5,tus g ng species null now black ash,4,No,Yes,Yes,,,Yes,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,18,tusn,"1,179",black ash,16.4,tus ngr species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.37,43.43
Michigan,18,tusn,"1,172",black ash,14.4,tus ngr species null now black ash,1,No,Yes,Yes,,,Yes,"12/31/1969, 7:00 PM",Research,-83.37,43.43
Michigan,16,tusn_C,598,black ash,14.3,tus cont species null now black ash,2,No,No,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.34,43.43
Michigan,14,tung,"1,212",black ash,12.6,tun girdle species null now black ash,3,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,14,tung,"1,219",black ash,10.3,tun girdle species null now black ash,3,No,No,Yes,,,Yes,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,14,tung,"1,225",black ash,17.6,tun g ng species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,14,tung,"1,235",black ash,10.3,tun g ng species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,14,tung,"1,230",black ash,13.1,tun g ng species null now black ash,3,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,13,tunn,"1,186",black ash,9,tun ngr species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.33,43.45
Michigan,17,tusg,"1,167",black ash,13.8,tus g ng species null now black ash,1,No,Yes,Yes,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,11,dfn,"1,261",black ash,12,df ngr species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.25,43.49
Michigan,29,MR2G,"1,113",black ash,14,girdled mr2 girdle,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,33,IOG,"1,064",black ash,7,nongirdled io g ng,2,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.13,42.96
Michigan,14,tung,"1,231",black ash,10,tun g ng species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,29,MR2G,"1,117",black ash,9,girdled mr2 girdle,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,28,MR2N,"1,146",black ash,16,nongirdled mr2 ngr,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.66,43.13
Michigan,28,MR2N,"1,147",black ash,9,nongirdled mr2 ngr,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.66,43.13
Michigan,28,MR2N,"1,147",black ash,11,nongirdled mr2 ngr,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.66,43.13
Michigan,28,MR2N,"1,142",black ash,8,nongirdled mr2 ngr,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.66,43.13
Michigan,28,MR2N,"1,137",black ash,8,nongirdled mr2 ngr,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.66,43.13
Michigan,28,MR2N,"1,148",black ash,16,nongirdled mr2 ngr,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.66,43.13
Michigan,28,MR2N,"1,143",black ash,14,nongirdled mr2 ngr,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.66,43.13
Michigan,28,MR2N,"1,144",black ash,10,nongirdled mr2 ngr,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.66,43.13
Michigan,28,MR2N,"1,141",black ash,12,nongirdled mr2 ngr,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.66,43.13
Michigan,28,MR2N,"1,140",black ash,10,nongirdled mr2 ngr,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.66,43.13
Michigan,28,MR2N,"1,138",black ash,15,nongirdled mr2 ngr,2,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.66,43.13
Michigan,28,MR2N,"1,139",black ash,9,nongirdled mr2 ngr,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.66,43.13
Michigan,33,IOG,"1,100",black ash,14,girdled io girdle,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.13,42.96
Michigan,33,IOG,"1,099",black ash,8,girdled io girdle,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.13,42.96
Michigan,33,IOG,"1,098",black ash,17,girdled io girdle,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.13,42.96
Michigan,33,IOG,"1,097",black ash,6,girdled io girdle,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.13,42.96
Michigan,33,IOG,"1,096",black ash,11,girdled io girdle,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.12,42.96
Michigan,33,IOG,"1,095",black ash,14,girdled io girdle,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.12,42.96
Michigan,33,IOG,"1,094",black ash,12,girdled io girdle,4,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.12,42.96
Michigan,33,IOG,"1,092",black ash,7,girdled io girdle,4,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.12,42.96
Michigan,33,IOG,"1,090",black ash,16,girdled io girdle,2,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.12,42.96
Michigan,33,IOG,"1,091",black ash,10,girdled io girdle,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.13,42.96
Michigan,33,IOG,"1,089",black ash,10,girdled io girdle,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.13,42.96
Michigan,33,IOG,"1,062",black ash,7,nongirdled io g ng,2,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.13,42.96
Michigan,33,IOG,"1,065",black ash,11,nongirdled io g ng,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.13,42.96
Michigan,33,IOG,"1,066",black ash,13,nongirdled io g ng,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.13,42.96
Michigan,33,IOG,"1,067",black ash,18,nongirdled io g ng,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.13,42.96
Michigan,33,IOG,"1,070",black ash,10,nongirdled io g ng,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.12,42.96
Michigan,33,IOG,"1,071",black ash,11,nongirdled io g ng,2,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.12,42.96
Michigan,32,ION,"1,088",black ash,11,nongirdled io2 ngr,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.12,42.96
Michigan,32,ION,"1,086",black ash,10,nongirdled io2 ngr,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.12,42.96
Michigan,32,ION,"1,085",black ash,13,nongirdled io2 ngr,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.12,42.96
Michigan,32,ION,"1,078",black ash,11,nongirdled io2 ngr,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-85.12,42.96
Michigan,29,MR2G,"1,123",black ash,10,girdled mr2 girdle,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,29,MR2G,"1,125",black ash,12,nongirdled mr2 g ng,2,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,29,MR2G,"1,130",black ash,14,nongirdled mr2 g ng,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,29,MR2G,"1,131",black ash,13,nongirdled mr2 g ng,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,29,MR2G,"1,126",black ash,14,nongirdled mr2 g ng,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,29,MR2G,"1,127",black ash,11,nongirdled mr2 g ng,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,29,MR2G,"1,129",black ash,14,nongirdled mr2 g ng,1,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,29,MR2G,"1,132",black ash,13,nongirdled mr2 g ng,2,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,29,MR2G,"1,135",black ash,6,nongirdled mr2 g ng,2,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,17,tusg,"1,501",black ash,10,tus girdle species null now black ash,3,No,Yes,Yes,,,Yes,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,17,tusg,"1,502",black ash,12,tus girdle species null now black ash,3,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,17,tusg,"1,510",black ash,17.6,tus girdle species null now black ash,4,No,No,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,17,tusg,"1,504",black ash,18.8,tus girdle species null now black ash,3,No,No,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,17,tusg,"1,512",black ash,11.5,tus girdle species null now black ash,4,No,No,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,17,tusg,"1,508",black ash,16.6,tus girdle species null now black ash,4,No,Yes,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,17,tusg,"1,511",black ash,8.2,tus girdle species null now black ash,3,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,17,tusg,"1,507",black ash,8.2,tus girdle species null now black ash,3,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,17,tusg,"1,075",black ash,14.2,tus g ng species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,17,tusg,"1,161",black ash,12.6,tus g ng species null now black ash,2,No,No,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,17,tusg,"1,162",black ash,7.4,tus g ng species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,17,tusg,"1,169",black ash,7.9,tus g ng species null now black ash,3,No,Yes,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,29,MR2G,"1,134",black ash,6,nongirdled mr2 g ng,3,Yes,Yes,Yes,0,0,No,"12/31/1969, 7:00 PM",Research,-84.7,43.12
Michigan,17,tusg,"1,166",black ash,6.6,tus g ng species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,17,tusg,"1,165",black ash,7.6,tus g ng species null now black ash,3,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,17,tusg,"1,170",black ash,7.5,tus g ng species null now black ash,3,No,No,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,17,tusg,"1,168",black ash,15.2,tus g ng species null now black ash,3,No,No,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,18,tusn,"1,183",black ash,12,tus ngr species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.37,43.44
Michigan,18,tusn,"1,181",black ash,14,tus ngr species null now black ash,1,No,Yes,Yes,,,Yes,"12/31/1969, 7:00 PM",Research,-83.37,43.43
Michigan,18,tusn,"1,178",black ash,8.6,tus ngr species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.37,43.43
Michigan,16,tusn_C,"1,060",black ash,11.4,tus cont species null now black ash,4,No,Yes,No,,,No,"12/31/1969, 7:00 PM",Research,-83.34,43.43
Michigan,18,tusn,"1,176",black ash,16.3,tus ngr species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.37,43.44
Michigan,18,tusn,"1,174",black ash,8.6,tus ngr species null now black ash,4,Yes,Yes,Yes,,,Yes,"12/31/1969, 7:00 PM",Research,-83.37,43.43
Michigan,17,tusg,"1,509",black ash,10.2,tus girdle species null now black ash,4,No,No,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.36,43.43
Michigan,16,tusn_C,98,black ash,18.7,tus cont species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.34,43.43
Michigan,18,tusn,"1,177",black ash,9.7,tus ngr species null now black ash,4,No,Yes,Yes,,,Yes,"12/31/1969, 7:00 PM",Research,-83.37,43.44
Michigan,16,tusn_C,99,black ash,8.1,tus cont species null now black ash,4,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.34,43.43
Michigan,16,tusn_C,97,black ash,15,tus cont species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.34,43.43
Michigan,16,tusn_C,594,black ash,8.4,tus cont species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.34,43.43
Michigan,16,tusn_C,597,black ash,11.5,tus cont species null now black ash,2,No,No,Yes,,,Yes,"12/31/1969, 7:00 PM",Research,-83.34,43.43
Michigan,16,tusn_C,596,black ash,16.4,tus cont species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.34,43.43
Michigan,16,tusn_C,595,black ash,13.8,tus cont species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.34,43.43
Michigan,16,tusn_C,599,black ash,18.7,tus cont species null now black ash,1,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.34,43.43
Michigan,16,tusn_C,"1,211",black ash,8,tus cont species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.34,43.43
Michigan,14,tung,"1,213",black ash,10.9,tun girdle species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,14,tung,"1,225",black ash,24.4,tun girdle species null now black ash,3,No,No,Yes,,,Yes,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,14,tung,"1,217",black ash,14.1,tun girdle species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,14,tung,"1,218",black ash,8.2,tun girdle species null now black ash,3,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,14,tung,"1,220",black ash,17.5,tun girdle species null now black ash,3,No,No,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,14,tung,"1,222",black ash,19,tun girdle species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,14,tung,"1,223",black ash,9.5,tun girdle species null now black ash,3,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,14,tung,"1,221",black ash,16.4,tun girdle species null now black ash,3,No,No,No,,,Yes,"12/31/1969, 7:00 PM",Research,-83.36,43.45
Michigan,14,tung,"1,224",black ash,6.5,tun g ng species null now black ash,2,No,No,No,,,No,"12/31/1969, 7:00 PM",Research,-83.36,43.45
