STATE,SITE_ID,SITE_NAME,TREE_NUMBER,SPECIES,DBH_CM,CROWN_POSITION,COMMENTS,CROWN_CLASS_IF_ASH_TREE,EAB_SIGNS_EXIT_HOLE,EAB_SIGNS_EPICORMIC_SHOOTS,EAB_SIGNS_WOODPECKER_FEEDING_DAMAGE,EAB_SIGNS_BARK_SPLITS,GRID_ROW,GRID_COLUMN,OBSERVATION_DATE,ORIGIN,POINT_X,POINT_Y
Michigan,28,MR2N,3,green ash,12.4,Co-dominant,,1,No,No,No,No,E,6,"7/20/2011, 11:13 AM",Research,-84.66,43.13
Michigan,28,MR2N,2,hickory,4,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,E,6,"7/20/2011, 11:12 AM",Research,-84.66,43.13
Michigan,28,MR2N,2,hickory,4,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,E,6,"7/20/2011, 11:10 AM",Research,-84.66,43.13
Michigan,28,MR2N,17,hickory,4,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,D,6,"7/20/2011, 11:00 AM",Research,-84.66,43.13
Michigan,28,MR2N,15,green ash,9.2,Intermediate,,3,Yes,Yes,Yes,No,D,6,"7/20/2011, 10:57 AM",Research,-84.66,43.13
Michigan,28,MR2N,13,elm,5.8,Intermediate,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,D,6,"7/20/2011, 10:56 AM",Research,-84.66,43.13
Michigan,28,MR2N,10,green ash,22.3,Co-dominant,,3,Yes,Yes,Yes,No,D,6,"7/20/2011, 10:54 AM",Research,-84.66,43.13
Michigan,28,MR2N,9,green ash,7.3,Intermediate,,3,No,Yes,No,No,D,6,"7/20/2011, 10:51 AM",Research,-84.66,43.13
Michigan,28,MR2N,9,green ash,19.8,Co-dominant,,3,Yes,Yes,Yes,Yes,D,6,"7/20/2011, 10:49 AM",Research,-84.66,43.13
Michigan,28,MR2N,8,green ash,17.8,Co-dominant,,5,Yes,Yes,Yes,No,D,6,"7/20/2011, 10:47 AM",Research,-84.66,43.13
Michigan,28,MR2N,7,white oak,6.2,Intermediate,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,D,6,"7/20/2011, 10:45 AM",Research,-84.66,43.13
Michigan,28,MR2N,6,hickory,11,Intermediate,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,D,6,"7/20/2011, 10:43 AM",Research,-84.66,43.13
Michigan,28,MR2N,3,green ash,15.5,Intermediate,,4,Yes,Yes,Yes,No,D,6,"7/20/2011, 10:40 AM",Research,-84.66,43.13
Michigan,28,MR2N,1,elm,10.6,Intermediate,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,D,6,"7/20/2011, 10:39 AM",Research,-84.66,43.13
Michigan,28,MR2N,1,hickory,4,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,D,6,"7/20/2011, 10:38 AM",Research,-84.66,43.13
Michigan,28,MR2N,6,sugar maple,7.6,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,D,5,"7/20/2011, 10:13 AM",Research,-84.66,43.13
Michigan,28,MR2N,5,green ash,6.1,Suppressed,,1,No,No,No,No,D,5,"7/20/2011, 10:10 AM",Research,-84.66,43.13
Michigan,28,MR2N,3,sugar maple,19,Co-dominant,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,D,5,"7/20/2011, 10:09 AM",Research,-84.66,43.13
Michigan,28,MR2N,3,sugar maple,17.2,Co-dominant,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,D,5,"7/20/2011, 10:08 AM",Research,-84.66,43.13
Michigan,28,MR2N,3,sugar maple,11.4,Intermediate,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,D,5,"7/20/2011, 10:07 AM",Research,-84.66,43.13
Michigan,28,MR2N,1,cherry,4.1,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,D,5,"7/20/2011, 10:06 AM",Research,-84.66,43.13
Michigan,28,MR2N,1,other maple,5.9,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,D,5,"7/20/2011, 10:05 AM",Research,-84.66,43.13
Michigan,28,MR2N,5,other maple,5.4,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,D,4,"7/20/2011, 9:50 AM",Research,-84.66,43.13
Michigan,28,MR2N,5,other maple,4.7,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,D,4,"7/20/2011, 9:49 AM",Research,-84.66,43.13
Michigan,28,MR2N,4,other maple,4.4,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,D,4,"7/20/2011, 9:48 AM",Research,-84.66,43.13
Michigan,28,MR2N,3,other maple,19.4,Co-dominant,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,D,4,"7/20/2011, 9:46 AM",Research,-84.66,43.13
Michigan,28,MR2N,3,red maple,4.2,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,D,4,"7/20/2011, 9:45 AM",Research,-84.66,43.13
Michigan,28,MR2N,1,red maple,12.1,Intermediate,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,D,4,"7/20/2011, 9:42 AM",Research,-84.66,43.13
Michigan,28,MR2N,1,red maple,12,Intermediate,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,D,4,"7/20/2011, 9:41 AM",Research,-84.66,43.13
Michigan,28,MR2N,3,other maple,41.7,Dominant,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,D,3,"7/20/2011, 9:32 AM",Research,-84.66,43.13
Michigan,28,MR2N,2,elm,6.2,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,D,3,"7/20/2011, 9:31 AM",Research,-84.66,43.13
Michigan,28,MR2N,1,elm,8.8,Intermediate,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,D,3,"7/20/2011, 9:29 AM",Research,-84.66,43.13
Michigan,28,MR2N,5,cherry,7.7,Intermediate,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,C,6,"7/20/2011, 7:57 AM",Research,-84.66,43.13
Michigan,28,MR2N,4,elm,8.5,Intermediate,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,C,6,"7/20/2011, 7:56 AM",Research,-84.66,43.13
Michigan,28,MR2N,3,other species,7.7,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,C,6,"7/20/2011, 7:54 AM",Research,-84.66,43.13
Michigan,28,MR2N,2,elm,4.1,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,C,6,"7/20/2011, 7:52 AM",Research,-84.66,43.13
Michigan,28,MR2N,1,cherry,7.8,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,C,6,"7/20/2011, 7:50 AM",Research,-84.66,43.13
Michigan,28,MR2N,2,other maple,31.8,Open grown,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,C,3,"7/20/2011, 6:43 AM",Research,-84.66,43.13
Michigan,28,MR2N,1,black/red oak,8,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,C,3,"7/20/2011, 6:40 AM",Research,-84.67,43.13
Michigan,28,MR2N,20,elm,8.4,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,F,3,"1/1/2009, 10:53 PM",Research,-84.66,43.13
Michigan,28,MR2N,19,other species,4.5,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,F,3,"1/1/2009, 10:52 PM",Research,-84.66,43.13
Michigan,28,MR2N,18,cherry,6.8,Intermediate,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,F,3,"1/1/2009, 10:50 PM",Research,-84.66,43.13
Michigan,28,MR2N,17,aspen/poplar,7.7,Intermediate,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,F,3,"1/1/2009, 10:49 PM",Research,-84.66,43.13
Michigan,28,MR2N,16,elm,10.6,Intermediate,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,F,3,"1/1/2009, 10:48 PM",Research,-84.66,43.13
Michigan,28,MR2N,15,elm,10.6,Intermediate,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,F,3,"1/1/2009, 10:46 PM",Research,-84.66,43.13
Michigan,28,MR2N,14,elm,9.4,Intermediate,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,F,3,"1/1/2009, 10:44 PM",Research,-84.66,43.13
Michigan,28,MR2N,13,elm,5.2,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,F,3,"1/1/2009, 10:43 PM",Research,-84.66,43.13
Michigan,28,MR2N,12,elm,7.6,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,F,3,"1/1/2009, 10:41 PM",Research,-84.67,43.13
Michigan,28,MR2N,11,elm,11.2,Intermediate,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,F,3,"1/1/2009, 10:38 PM",Research,-84.67,43.13
Michigan,28,MR2N,10,elm,5.3,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,F,3,"1/1/2009, 10:37 PM",Research,-84.66,43.13
Michigan,28,MR2N,9,elm,6.3,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,F,3,"1/1/2009, 10:33 PM",Research,-84.66,43.13
Michigan,28,MR2N,8,cherry,4.8,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,F,3,"7/18/2011, 11:27 PM",Research,-84.66,43.13
Michigan,28,MR2N,7,cherry,12.2,Co-dominant,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,F,3,"7/18/2011, 11:25 PM",Research,-84.66,43.13
Michigan,28,MR2N,6,black ash,8.2,Co-dominant,,3,Yes,Yes,Yes,Yes,F,3,"7/18/2011, 11:22 PM",Research,-84.67,43.13
Michigan,28,MR2N,5,black/red oak,20.6,Dominant,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,F,3,"7/18/2011, 11:20 PM",Research,-84.66,43.13
Michigan,28,MR2N,4,elm,5.8,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,F,3,"7/18/2011, 11:17 PM",Research,-84.66,43.13
Michigan,28,MR2N,3,black ash,24.1,Dominant,,3,No,Yes,Yes,No,F,3,"7/18/2011, 11:09 PM",Research,-84.66,43.13
Michigan,28,MR2N,2,cherry,3.8,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,F,3,"1/1/2009, 10:04 PM",Research,-84.66,43.13
Michigan,28,MR2N,1,other species,6,Suppressed,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,F,3,"7/18/2011, 10:56 PM",Research,-84.66,43.13
Michigan,"5,145",Claire test,15,alder,154,Open grown,,4,,,,,,,"8/25/2020, 8:00 PM",Program,-84.48,42.73
