DateTime,TemperatureC,Group
2/23/2022 15:38,9.1,11_1_1_U
2/23/2022 16:08,0.6,11_1_1_U
2/23/2022 16:38,-0.9,11_1_1_U
2/23/2022 17:08,-2.4,11_1_1_U
2/23/2022 17:38,-4,11_1_1_U
2/23/2022 18:08,-4.5,11_1_1_U
2/23/2022 18:38,-5,11_1_1_U
2/23/2022 19:08,-6,11_1_1_U
2/23/2022 19:38,-6,11_1_1_U
2/23/2022 20:08,-7,11_1_1_U
2/23/2022 20:38,-7.5,11_1_1_U
2/23/2022 21:08,-8,11_1_1_U
2/23/2022 21:38,-9.5,11_1_1_U
2/23/2022 22:08,-9.5,11_1_1_U
2/23/2022 22:38,-10,11_1_1_U
2/23/2022 23:08,-10.5,11_1_1_U
2/23/2022 23:38,-11,11_1_1_U
2/24/2022 0:08,-11,11_1_1_U
2/24/2022 0:38,-11,11_1_1_U
2/24/2022 1:08,-11,11_1_1_U
2/24/2022 1:38,-11.5,11_1_1_U
2/24/2022 2:08,-12,11_1_1_U
2/24/2022 2:38,-12,11_1_1_U
2/24/2022 3:08,-12.5,11_1_1_U
2/24/2022 3:38,-12.5,11_1_1_U
2/24/2022 4:08,-13,11_1_1_U
2/24/2022 4:38,-13,11_1_1_U
2/24/2022 5:08,-13,11_1_1_U
2/24/2022 5:38,-13.5,11_1_1_U
2/24/2022 6:08,-13.5,11_1_1_U
2/24/2022 6:38,-14,11_1_1_U
2/24/2022 7:08,-13.5,11_1_1_U
2/24/2022 7:38,-13.5,11_1_1_U
2/24/2022 8:08,-13,11_1_1_U
2/24/2022 8:38,-11.5,11_1_1_U
2/24/2022 9:08,-9,11_1_1_U
2/24/2022 9:38,-5.5,11_1_1_U
2/24/2022 10:08,-6.5,11_1_1_U
2/24/2022 10:38,-6.5,11_1_1_U
2/24/2022 11:08,-1.9,11_1_1_U
2/24/2022 11:38,-2.4,11_1_1_U
2/24/2022 12:08,-3.5,11_1_1_U
2/24/2022 12:38,-5.5,11_1_1_U
2/24/2022 13:08,-4.5,11_1_1_U
2/24/2022 13:38,-5,11_1_1_U
2/24/2022 14:08,-5.5,11_1_1_U
2/24/2022 14:38,-5.5,11_1_1_U
2/24/2022 15:08,-6,11_1_1_U
2/24/2022 15:38,-6,11_1_1_U
2/24/2022 16:08,-6.5,11_1_1_U
2/24/2022 16:38,-7,11_1_1_U
2/24/2022 17:08,-7.5,11_1_1_U
2/24/2022 17:38,-8,11_1_1_U
2/24/2022 18:08,-8.5,11_1_1_U
2/24/2022 18:38,-9,11_1_1_U
2/24/2022 19:08,-9.5,11_1_1_U
2/24/2022 19:38,-10,11_1_1_U
2/24/2022 20:08,-10.5,11_1_1_U
2/24/2022 20:38,-11,11_1_1_U
2/24/2022 21:08,-11.5,11_1_1_U
2/24/2022 21:38,-11.5,11_1_1_U
2/24/2022 22:08,-11.5,11_1_1_U
2/24/2022 22:38,-11.5,11_1_1_U
2/24/2022 23:08,-11.5,11_1_1_U
2/24/2022 23:38,-11.5,11_1_1_U
2/25/2022 0:08,-11.5,11_1_1_U
2/25/2022 0:38,-11.5,11_1_1_U
2/25/2022 1:08,-12,11_1_1_U
2/25/2022 1:38,-12,11_1_1_U
2/25/2022 2:08,-11,11_1_1_U
2/25/2022 2:38,-11,11_1_1_U
2/25/2022 3:08,-11,11_1_1_U
2/25/2022 3:38,-10.5,11_1_1_U
2/25/2022 4:08,-10.5,11_1_1_U
2/25/2022 4:38,-10.5,11_1_1_U
2/25/2022 5:08,-10.5,11_1_1_U
2/25/2022 5:38,-10,11_1_1_U
2/25/2022 6:08,-9.5,11_1_1_U
2/25/2022 6:38,-9.5,11_1_1_U
2/25/2022 7:08,-10,11_1_1_U
2/25/2022 7:38,-9.5,11_1_1_U
2/25/2022 8:08,-9.5,11_1_1_U
2/25/2022 8:38,-8.5,11_1_1_U
2/25/2022 9:08,-7.5,11_1_1_U
