No.,Data,Time,ID.,CH 1,Type,Unit,CH 2,Type,Unit
1010,11/17/2021,16:37:23,0,-10.4,K,Deg-C,-11.2,K,Deg-C
1011,11/17/2021,16:37:24,0,-10.4,K,Deg-C,-11.2,K,Deg-C
1012,11/17/2021,16:37:25,0,-10.4,K,Deg-C,-11.2,K,Deg-C
1013,11/17/2021,16:37:26,0,-10.4,K,Deg-C,-11.3,K,Deg-C
1014,11/17/2021,16:37:27,0,-10.4,K,Deg-C,-11.3,K,Deg-C
1015,11/17/2021,16:37:28,0,-10.4,K,Deg-C,-11.3,K,Deg-C
1016,11/17/2021,16:37:29,0,-10.4,K,Deg-C,-11.3,K,Deg-C
1017,11/17/2021,16:37:30,0,-10.5,K,Deg-C,-11.3,K,Deg-C
1018,11/17/2021,16:37:31,0,-10.5,K,Deg-C,-11.3,K,Deg-C
1019,11/17/2021,16:37:32,0,-10.5,K,Deg-C,-11.3,K,Deg-C
1020,11/17/2021,16:37:33,0,-10.5,K,Deg-C,-11.3,K,Deg-C
1021,11/17/2021,16:37:34,0,-10.5,K,Deg-C,-11.3,K,Deg-C
1022,11/17/2021,16:37:35,0,-10.5,K,Deg-C,-11.3,K,Deg-C
1023,11/17/2021,16:37:36,0,-10.6,K,Deg-C,-11.3,K,Deg-C
1024,11/17/2021,16:37:37,0,-10.6,K,Deg-C,-11.3,K,Deg-C
1025,11/17/2021,16:37:38,0,-10.6,K,Deg-C,-11.3,K,Deg-C
1026,11/17/2021,16:37:39,0,-10.6,K,Deg-C,-11.3,K,Deg-C
1027,11/17/2021,16:37:40,0,-10.6,K,Deg-C,-11.3,K,Deg-C
1028,11/17/2021,16:37:41,0,-10.6,K,Deg-C,-11.3,K,Deg-C
1029,11/17/2021,16:37:42,0,-10.7,K,Deg-C,-11.3,K,Deg-C
1030,11/17/2021,16:37:43,0,-10.7,K,Deg-C,-11.3,K,Deg-C
1031,11/17/2021,16:37:44,0,-10.7,K,Deg-C,-11.3,K,Deg-C
1032,11/17/2021,16:37:45,0,-10.7,K,Deg-C,-11.3,K,Deg-C
1033,11/17/2021,16:37:46,0,-10.7,K,Deg-C,-11.3,K,Deg-C
1034,11/17/2021,16:37:47,0,-10.7,K,Deg-C,-11.3,K,Deg-C
1035,11/17/2021,16:37:48,0,-10.7,K,Deg-C,-11.3,K,Deg-C
1036,11/17/2021,16:37:49,0,-10.7,K,Deg-C,-11.3,K,Deg-C
1037,11/17/2021,16:37:50,0,-10.8,K,Deg-C,-11.3,K,Deg-C
1038,11/17/2021,16:37:51,0,-10.8,K,Deg-C,-11.3,K,Deg-C
1039,11/17/2021,16:37:52,0,-10.8,K,Deg-C,-11.3,K,Deg-C
1040,11/17/2021,16:37:53,0,-10.8,K,Deg-C,-11.3,K,Deg-C
1041,11/17/2021,16:37:54,0,-10.8,K,Deg-C,-11.3,K,Deg-C
1042,11/17/2021,16:37:55,0,-10.8,K,Deg-C,-11.3,K,Deg-C
1043,11/17/2021,16:37:56,0,-10.9,K,Deg-C,-11.3,K,Deg-C
1044,11/17/2021,16:37:57,0,-10.9,K,Deg-C,-11.4,K,Deg-C
1045,11/17/2021,16:37:58,0,-10.9,K,Deg-C,-11.4,K,Deg-C
1046,11/17/2021,16:37:59,0,-10.9,K,Deg-C,-11.4,K,Deg-C
1047,11/17/2021,16:38:00,0,-10.9,K,Deg-C,-11.4,K,Deg-C
1048,11/17/2021,16:38:01,0,-10.9,K,Deg-C,-11.4,K,Deg-C
1049,11/17/2021,16:38:02,0,-10.9,K,Deg-C,-11.4,K,Deg-C
1050,11/17/2021,16:38:03,0,-10.9,K,Deg-C,-11.4,K,Deg-C
1051,11/17/2021,16:38:04,0,-10.9,K,Deg-C,-11.4,K,Deg-C
1052,11/17/2021,16:38:05,0,-10.9,K,Deg-C,-11.4,K,Deg-C
1053,11/17/2021,16:38:06,0,-11,K,Deg-C,-11.4,K,Deg-C
1054,11/17/2021,16:38:07,0,-11,K,Deg-C,-11.4,K,Deg-C
1055,11/17/2021,16:38:08,0,-11,K,Deg-C,-11.4,K,Deg-C
1056,11/17/2021,16:38:09,0,-11,K,Deg-C,-11.4,K,Deg-C
1057,11/17/2021,16:38:10,0,-11,K,Deg-C,-11.4,K,Deg-C
1058,11/17/2021,16:38:11,0,-11,K,Deg-C,-11.4,K,Deg-C
1059,11/17/2021,16:38:12,0,-11,K,Deg-C,-11.4,K,Deg-C
1060,11/17/2021,16:38:13,0,-11,K,Deg-C,-11.4,K,Deg-C
1061,11/17/2021,16:38:14,0,-11,K,Deg-C,-11.4,K,Deg-C
1062,11/17/2021,16:38:15,0,-11.1,K,Deg-C,-11.4,K,Deg-C
1063,11/17/2021,16:38:16,0,-11.1,K,Deg-C,-11.4,K,Deg-C
1064,11/17/2021,16:38:17,0,-11.1,K,Deg-C,-11.4,K,Deg-C
1065,11/17/2021,16:38:18,0,-11.1,K,Deg-C,-11.4,K,Deg-C
1066,11/17/2021,16:38:19,0,-11.1,K,Deg-C,-11.4,K,Deg-C
1067,11/17/2021,16:38:20,0,-11.1,K,Deg-C,-11.5,K,Deg-C
1068,11/17/2021,16:38:21,0,-11.2,K,Deg-C,-11.5,K,Deg-C
1069,11/17/2021,16:38:22,0,-11.2,K,Deg-C,-11.5,K,Deg-C
1070,11/17/2021,16:38:23,0,-11.2,K,Deg-C,-11.5,K,Deg-C
1071,11/17/2021,16:38:24,0,-11.2,K,Deg-C,-11.6,K,Deg-C
1072,11/17/2021,16:38:25,0,-11.2,K,Deg-C,-11.5,K,Deg-C
1073,11/17/2021,16:38:26,0,-11.2,K,Deg-C,-11.6,K,Deg-C
1074,11/17/2021,16:38:27,0,-11.2,K,Deg-C,-11.5,K,Deg-C
1075,11/17/2021,16:38:28,0,-11.2,K,Deg-C,-11.6,K,Deg-C
1076,11/17/2021,16:38:29,0,-11.2,K,Deg-C,-11.6,K,Deg-C
1077,11/17/2021,16:38:30,0,-11.2,K,Deg-C,-11.6,K,Deg-C
1078,11/17/2021,16:38:31,0,-11.3,K,Deg-C,-11.6,K,Deg-C
1079,11/17/2021,16:38:32,0,-11.3,K,Deg-C,-11.6,K,Deg-C
1080,11/17/2021,16:38:33,0,-11.3,K,Deg-C,-11.7,K,Deg-C
1081,11/17/2021,16:38:34,0,-11.3,K,Deg-C,-11.7,K,Deg-C
1082,11/17/2021,16:38:35,0,-11.3,K,Deg-C,-11.7,K,Deg-C
1083,11/17/2021,16:38:36,0,-11.3,K,Deg-C,-11.7,K,Deg-C
1084,11/17/2021,16:38:37,0,-11.3,K,Deg-C,-11.7,K,Deg-C
1085,11/17/2021,16:38:38,0,-11.3,K,Deg-C,-11.7,K,Deg-C
1086,11/17/2021,16:38:39,0,-11.3,K,Deg-C,-11.6,K,Deg-C
1087,11/17/2021,16:38:40,0,-11.3,K,Deg-C,-11.6,K,Deg-C
1088,11/17/2021,16:38:41,0,-11.3,K,Deg-C,-11.6,K,Deg-C
1089,11/17/2021,16:38:42,0,-11.4,K,Deg-C,-11.6,K,Deg-C
1090,11/17/2021,16:38:43,0,-11.4,K,Deg-C,-11.6,K,Deg-C
1091,11/17/2021,16:38:44,0,-11.4,K,Deg-C,-11.6,K,Deg-C
1092,11/17/2021,16:38:45,0,-11.4,K,Deg-C,-11.6,K,Deg-C
1093,11/17/2021,16:38:46,0,-11.4,K,Deg-C,-11.7,K,Deg-C
1094,11/17/2021,16:38:47,0,-11.4,K,Deg-C,-11.7,K,Deg-C
1095,11/17/2021,16:38:48,0,-11.4,K,Deg-C,-11.8,K,Deg-C
1096,11/17/2021,16:38:49,0,-11.4,K,Deg-C,-11.8,K,Deg-C
1097,11/17/2021,16:38:50,0,-11.4,K,Deg-C,-11.8,K,Deg-C
1098,11/17/2021,16:38:51,0,-11.5,K,Deg-C,-11.8,K,Deg-C
1099,11/17/2021,16:38:52,0,-11.5,K,Deg-C,-11.8,K,Deg-C
1100,11/17/2021,16:38:53,0,-11.5,K,Deg-C,-11.9,K,Deg-C
1101,11/17/2021,16:38:54,0,-11.5,K,Deg-C,-12,K,Deg-C
1102,11/17/2021,16:38:55,0,-11.5,K,Deg-C,-12,K,Deg-C
1103,11/17/2021,16:38:56,0,-11.5,K,Deg-C,-12,K,Deg-C
1104,11/17/2021,16:38:57,0,-11.5,K,Deg-C,-11.9,K,Deg-C
1105,11/17/2021,16:38:58,0,-11.5,K,Deg-C,-12,K,Deg-C
1106,11/17/2021,16:38:59,0,-11.6,K,Deg-C,-12,K,Deg-C
1107,11/17/2021,16:39:00,0,-11.5,K,Deg-C,-12,K,Deg-C
1108,11/17/2021,16:39:01,0,-11.6,K,Deg-C,-12,K,Deg-C
1109,11/17/2021,16:39:02,0,-11.6,K,Deg-C,-12,K,Deg-C
1110,11/17/2021,16:39:03,0,-11.6,K,Deg-C,-12,K,Deg-C
1111,11/17/2021,16:39:04,0,-11.6,K,Deg-C,-12,K,Deg-C
1112,11/17/2021,16:39:05,0,-11.6,K,Deg-C,-12,K,Deg-C
1113,11/17/2021,16:39:06,0,-11.7,K,Deg-C,-12,K,Deg-C
1114,11/17/2021,16:39:07,0,-11.7,K,Deg-C,-12.1,K,Deg-C
1115,11/17/2021,16:39:08,0,-11.7,K,Deg-C,-12.1,K,Deg-C
1116,11/17/2021,16:39:09,0,-11.7,K,Deg-C,-12.2,K,Deg-C
1117,11/17/2021,16:39:10,0,-11.7,K,Deg-C,-12.2,K,Deg-C
1118,11/17/2021,16:39:11,0,-11.7,K,Deg-C,-12.2,K,Deg-C
1119,11/17/2021,16:39:12,0,-11.7,K,Deg-C,-12.2,K,Deg-C
1120,11/17/2021,16:39:13,0,-11.7,K,Deg-C,-12.3,K,Deg-C
1121,11/17/2021,16:39:14,0,-11.7,K,Deg-C,-12.3,K,Deg-C
1122,11/17/2021,16:39:15,0,-11.7,K,Deg-C,-12.3,K,Deg-C
1123,11/17/2021,16:39:16,0,-11.8,K,Deg-C,-12.3,K,Deg-C
1124,11/17/2021,16:39:17,0,-11.8,K,Deg-C,-12.3,K,Deg-C
1125,11/17/2021,16:39:18,0,-11.8,K,Deg-C,-12.3,K,Deg-C
1126,11/17/2021,16:39:19,0,-11.8,K,Deg-C,-12.3,K,Deg-C
1127,11/17/2021,16:39:20,0,-11.8,K,Deg-C,-12.3,K,Deg-C
1128,11/17/2021,16:39:21,0,-11.8,K,Deg-C,-12.3,K,Deg-C
1129,11/17/2021,16:39:22,0,-11.8,K,Deg-C,-12.3,K,Deg-C
1130,11/17/2021,16:39:23,0,-11.8,K,Deg-C,-12.3,K,Deg-C
1131,11/17/2021,16:39:24,0,-11.8,K,Deg-C,-12.3,K,Deg-C
1132,11/17/2021,16:39:25,0,-11.8,K,Deg-C,-12.4,K,Deg-C
1133,11/17/2021,16:39:26,0,-11.8,K,Deg-C,-12.4,K,Deg-C
1134,11/17/2021,16:39:27,0,-11.8,K,Deg-C,-12.4,K,Deg-C
1135,11/17/2021,16:39:28,0,-11.8,K,Deg-C,-12.4,K,Deg-C
1136,11/17/2021,16:39:29,0,-11.8,K,Deg-C,-12.4,K,Deg-C
1137,11/17/2021,16:39:30,0,-11.8,K,Deg-C,-12.4,K,Deg-C
1138,11/17/2021,16:39:31,0,-11.9,K,Deg-C,-12.4,K,Deg-C
1139,11/17/2021,16:39:32,0,-11.9,K,Deg-C,-12.4,K,Deg-C
1140,11/17/2021,16:39:33,0,-11.9,K,Deg-C,-12.5,K,Deg-C
1141,11/17/2021,16:39:34,0,-11.9,K,Deg-C,-12.5,K,Deg-C
1142,11/17/2021,16:39:35,0,-11.9,K,Deg-C,-12.5,K,Deg-C
1143,11/17/2021,16:39:36,0,-11.9,K,Deg-C,-12.5,K,Deg-C
1144,11/17/2021,16:39:37,0,-11.9,K,Deg-C,-12.5,K,Deg-C
1145,11/17/2021,16:39:38,0,-11.9,K,Deg-C,-12.5,K,Deg-C
1146,11/17/2021,16:39:39,0,-11.9,K,Deg-C,-12.5,K,Deg-C
1147,11/17/2021,16:39:40,0,-11.9,K,Deg-C,-12.6,K,Deg-C
1148,11/17/2021,16:39:41,0,-12,K,Deg-C,-12.6,K,Deg-C
1149,11/17/2021,16:39:42,0,-12,K,Deg-C,-12.6,K,Deg-C
1150,11/17/2021,16:39:43,0,-12,K,Deg-C,-12.6,K,Deg-C
1151,11/17/2021,16:39:44,0,-12,K,Deg-C,-12.6,K,Deg-C
1152,11/17/2021,16:39:45,0,-12,K,Deg-C,-12.6,K,Deg-C
1153,11/17/2021,16:39:46,0,-12,K,Deg-C,-12.6,K,Deg-C
1154,11/17/2021,16:39:47,0,-12,K,Deg-C,-12.7,K,Deg-C
1155,11/17/2021,16:39:48,0,-12,K,Deg-C,-12.7,K,Deg-C
1156,11/17/2021,16:39:49,0,-12.1,K,Deg-C,-12.7,K,Deg-C
1157,11/17/2021,16:39:50,0,-12.1,K,Deg-C,-12.7,K,Deg-C
1158,11/17/2021,16:39:51,0,-12.1,K,Deg-C,-12.7,K,Deg-C
1159,11/17/2021,16:39:52,0,-12.1,K,Deg-C,-12.7,K,Deg-C
1160,11/17/2021,16:39:53,0,-12.1,K,Deg-C,-12.8,K,Deg-C
1161,11/17/2021,16:39:54,0,-12.1,K,Deg-C,-12.8,K,Deg-C
1162,11/17/2021,16:39:55,0,-12.1,K,Deg-C,-12.8,K,Deg-C
1163,11/17/2021,16:39:56,0,-12.1,K,Deg-C,-12.8,K,Deg-C
1164,11/17/2021,16:39:57,0,-12.1,K,Deg-C,-12.8,K,Deg-C
1165,11/17/2021,16:39:58,0,-12.2,K,Deg-C,-12.8,K,Deg-C
1166,11/17/2021,16:39:59,0,-12.2,K,Deg-C,-12.8,K,Deg-C
1167,11/17/2021,16:40:00,0,-12.2,K,Deg-C,-12.9,K,Deg-C
1168,11/17/2021,16:40:01,0,-12.2,K,Deg-C,-12.8,K,Deg-C
1169,11/17/2021,16:40:02,0,-12.2,K,Deg-C,-12.9,K,Deg-C
1170,11/17/2021,16:40:03,0,-12.2,K,Deg-C,-12.9,K,Deg-C
1171,11/17/2021,16:40:04,0,-12.3,K,Deg-C,-12.9,K,Deg-C
1172,11/17/2021,16:40:05,0,-12.2,K,Deg-C,-12.9,K,Deg-C
1173,11/17/2021,16:40:06,0,-12.3,K,Deg-C,-12.9,K,Deg-C
1174,11/17/2021,16:40:07,0,-12.3,K,Deg-C,-12.9,K,Deg-C
1175,11/17/2021,16:40:08,0,-12.3,K,Deg-C,-13,K,Deg-C
1176,11/17/2021,16:40:09,0,-12.3,K,Deg-C,-13,K,Deg-C
1177,11/17/2021,16:40:10,0,-12.3,K,Deg-C,-13,K,Deg-C
1178,11/17/2021,16:40:11,0,-12.4,K,Deg-C,-13,K,Deg-C
1179,11/17/2021,16:40:12,0,-12.4,K,Deg-C,-13,K,Deg-C
1180,11/17/2021,16:40:13,0,-12.4,K,Deg-C,-13,K,Deg-C
1181,11/17/2021,16:40:14,0,-12.4,K,Deg-C,-13,K,Deg-C
1182,11/17/2021,16:40:15,0,-12.4,K,Deg-C,-13,K,Deg-C
1183,11/17/2021,16:40:16,0,-12.4,K,Deg-C,-13,K,Deg-C
1184,11/17/2021,16:40:17,0,-12.4,K,Deg-C,-13,K,Deg-C
1185,11/17/2021,16:40:18,0,-12.4,K,Deg-C,-13,K,Deg-C
1186,11/17/2021,16:40:19,0,-12.4,K,Deg-C,-13,K,Deg-C
1187,11/17/2021,16:40:20,0,-12.5,K,Deg-C,-13,K,Deg-C
1188,11/17/2021,16:40:21,0,-12.5,K,Deg-C,-13,K,Deg-C
1189,11/17/2021,16:40:22,0,-12.5,K,Deg-C,-13,K,Deg-C
1190,11/17/2021,16:40:23,0,-12.5,K,Deg-C,-13.1,K,Deg-C
1191,11/17/2021,16:40:24,0,-12.5,K,Deg-C,-13.1,K,Deg-C
1192,11/17/2021,16:40:25,0,-12.5,K,Deg-C,-13.1,K,Deg-C
1193,11/17/2021,16:40:26,0,-12.5,K,Deg-C,-13.1,K,Deg-C
1194,11/17/2021,16:40:27,0,-12.5,K,Deg-C,-13.1,K,Deg-C
1195,11/17/2021,16:40:28,0,-12.6,K,Deg-C,-13.1,K,Deg-C
1196,11/17/2021,16:40:29,0,-12.6,K,Deg-C,-13.2,K,Deg-C
1197,11/17/2021,16:40:30,0,-12.6,K,Deg-C,-13.2,K,Deg-C
1198,11/17/2021,16:40:31,0,-12.6,K,Deg-C,-13.2,K,Deg-C
1199,11/17/2021,16:40:32,0,-12.6,K,Deg-C,-13.1,K,Deg-C
1200,11/17/2021,16:40:33,0,-12.6,K,Deg-C,-13.2,K,Deg-C
1201,11/17/2021,16:40:34,0,-12.6,K,Deg-C,-13.2,K,Deg-C
1202,11/17/2021,16:40:35,0,-12.6,K,Deg-C,-13.2,K,Deg-C
1203,11/17/2021,16:40:36,0,-12.7,K,Deg-C,-13.2,K,Deg-C
1204,11/17/2021,16:40:37,0,-12.7,K,Deg-C,-13.2,K,Deg-C
1205,11/17/2021,16:40:38,0,-12.7,K,Deg-C,-13.2,K,Deg-C
1206,11/17/2021,16:40:39,0,-12.7,K,Deg-C,-13.3,K,Deg-C
1207,11/17/2021,16:40:40,0,-12.7,K,Deg-C,-13.3,K,Deg-C
1208,11/17/2021,16:40:41,0,-12.7,K,Deg-C,-13.3,K,Deg-C
1209,11/17/2021,16:40:42,0,-12.7,K,Deg-C,-13.3,K,Deg-C
1210,11/17/2021,16:40:43,0,-12.7,K,Deg-C,-13.4,K,Deg-C
1211,11/17/2021,16:40:44,0,-12.7,K,Deg-C,-13.4,K,Deg-C
1212,11/17/2021,16:40:45,0,-12.8,K,Deg-C,-13.4,K,Deg-C
1213,11/17/2021,16:40:46,0,-12.8,K,Deg-C,-13.4,K,Deg-C
1214,11/17/2021,16:40:47,0,-12.8,K,Deg-C,-13.4,K,Deg-C
1215,11/17/2021,16:40:48,0,-12.8,K,Deg-C,-13.5,K,Deg-C
1216,11/17/2021,16:40:49,0,-12.8,K,Deg-C,-13.5,K,Deg-C
1217,11/17/2021,16:40:50,0,-12.8,K,Deg-C,-13.5,K,Deg-C
1218,11/17/2021,16:40:51,0,-12.8,K,Deg-C,-13.5,K,Deg-C
1219,11/17/2021,16:40:52,0,-12.8,K,Deg-C,-13.5,K,Deg-C
1220,11/17/2021,16:40:53,0,-12.8,K,Deg-C,-13.6,K,Deg-C
1221,11/17/2021,16:40:54,0,-12.8,K,Deg-C,-13.6,K,Deg-C
1222,11/17/2021,16:40:55,0,-12.8,K,Deg-C,-13.6,K,Deg-C
1223,11/17/2021,16:40:56,0,-12.8,K,Deg-C,-13.6,K,Deg-C
1224,11/17/2021,16:40:57,0,-12.8,K,Deg-C,-13.6,K,Deg-C
1225,11/17/2021,16:40:58,0,-12.8,K,Deg-C,-13.6,K,Deg-C
1226,11/17/2021,16:40:59,0,-12.8,K,Deg-C,-13.6,K,Deg-C
1227,11/17/2021,16:41:00,0,-12.8,K,Deg-C,-13.6,K,Deg-C
1228,11/17/2021,16:41:01,0,-12.8,K,Deg-C,-13.5,K,Deg-C
1229,11/17/2021,16:41:02,0,-12.8,K,Deg-C,-13.6,K,Deg-C
1230,11/17/2021,16:41:03,0,-12.8,K,Deg-C,-13.5,K,Deg-C
1231,11/17/2021,16:41:04,0,-12.8,K,Deg-C,-13.5,K,Deg-C
1232,11/17/2021,16:41:05,0,-12.8,K,Deg-C,-13.5,K,Deg-C
1233,11/17/2021,16:41:06,0,-12.8,K,Deg-C,-13.6,K,Deg-C
1234,11/17/2021,16:41:07,0,-12.8,K,Deg-C,-13.6,K,Deg-C
1235,11/17/2021,16:41:08,0,-12.8,K,Deg-C,-13.6,K,Deg-C
1236,11/17/2021,16:41:09,0,-12.8,K,Deg-C,-13.6,K,Deg-C
1237,11/17/2021,16:41:10,0,-12.8,K,Deg-C,-13.6,K,Deg-C
1238,11/17/2021,16:41:11,0,-12.8,K,Deg-C,-13.6,K,Deg-C
1239,11/17/2021,16:41:12,0,-12.8,K,Deg-C,-13.6,K,Deg-C
1240,11/17/2021,16:41:13,0,-12.8,K,Deg-C,-13.6,K,Deg-C
1241,11/17/2021,16:41:14,0,-12.8,K,Deg-C,-13.6,K,Deg-C
1242,11/17/2021,16:41:15,0,-12.8,K,Deg-C,-13.7,K,Deg-C
1243,11/17/2021,16:41:16,0,-12.8,K,Deg-C,-13.7,K,Deg-C
1244,11/17/2021,16:41:17,0,-12.9,K,Deg-C,-13.7,K,Deg-C
1245,11/17/2021,16:41:18,0,-12.9,K,Deg-C,-13.7,K,Deg-C
1246,11/17/2021,16:41:19,0,-12.9,K,Deg-C,-13.7,K,Deg-C
1247,11/17/2021,16:41:20,0,-12.9,K,Deg-C,-13.7,K,Deg-C
1248,11/17/2021,16:41:21,0,-12.9,K,Deg-C,-13.7,K,Deg-C
1249,11/17/2021,16:41:22,0,-12.9,K,Deg-C,-13.7,K,Deg-C
1250,11/17/2021,16:41:23,0,-12.9,K,Deg-C,-13.8,K,Deg-C
1251,11/17/2021,16:41:24,0,-12.9,K,Deg-C,-13.7,K,Deg-C
1252,11/17/2021,16:41:25,0,-12.9,K,Deg-C,-13.7,K,Deg-C
1253,11/17/2021,16:41:26,0,-12.9,K,Deg-C,-13.7,K,Deg-C
1254,11/17/2021,16:41:27,0,-12.9,K,Deg-C,-13.7,K,Deg-C
1255,11/17/2021,16:41:28,0,-12.9,K,Deg-C,-13.6,K,Deg-C
1256,11/17/2021,16:41:29,0,-12.9,K,Deg-C,-13.6,K,Deg-C
1257,11/17/2021,16:41:30,0,-12.9,K,Deg-C,-13.6,K,Deg-C
1258,11/17/2021,16:41:31,0,-13,K,Deg-C,-13.7,K,Deg-C
1259,11/17/2021,16:41:32,0,-13,K,Deg-C,-13.7,K,Deg-C
1260,11/17/2021,16:41:33,0,-13,K,Deg-C,-13.7,K,Deg-C
1261,11/17/2021,16:41:34,0,-13,K,Deg-C,-13.7,K,Deg-C
1262,11/17/2021,16:41:35,0,-13,K,Deg-C,-13.7,K,Deg-C
1263,11/17/2021,16:41:36,0,-13,K,Deg-C,-13.7,K,Deg-C
1264,11/17/2021,16:41:37,0,-13,K,Deg-C,-13.8,K,Deg-C
1265,11/17/2021,16:41:38,0,-13,K,Deg-C,-13.8,K,Deg-C
1266,11/17/2021,16:41:39,0,-13,K,Deg-C,-13.9,K,Deg-C
1267,11/17/2021,16:41:40,0,-13,K,Deg-C,-13.9,K,Deg-C
1268,11/17/2021,16:41:41,0,-13,K,Deg-C,-13.9,K,Deg-C
1269,11/17/2021,16:41:42,0,-13,K,Deg-C,-13.9,K,Deg-C
1270,11/17/2021,16:41:43,0,-13,K,Deg-C,-13.9,K,Deg-C
1271,11/17/2021,16:41:44,0,-13,K,Deg-C,-13.9,K,Deg-C
1272,11/17/2021,16:41:45,0,-13,K,Deg-C,-14,K,Deg-C
1273,11/17/2021,16:41:46,0,-13,K,Deg-C,-14,K,Deg-C
1274,11/17/2021,16:41:47,0,-13,K,Deg-C,-14,K,Deg-C
1275,11/17/2021,16:41:48,0,-13,K,Deg-C,-14,K,Deg-C
1276,11/17/2021,16:41:49,0,-13,K,Deg-C,-14,K,Deg-C
1277,11/17/2021,16:41:50,0,-13,K,Deg-C,-14,K,Deg-C
1278,11/17/2021,16:41:51,0,-13.1,K,Deg-C,-14,K,Deg-C
1279,11/17/2021,16:41:52,0,-13.1,K,Deg-C,-14,K,Deg-C
1280,11/17/2021,16:41:53,0,-13.1,K,Deg-C,-14,K,Deg-C
1281,11/17/2021,16:41:54,0,-13.1,K,Deg-C,-14,K,Deg-C
1282,11/17/2021,16:41:55,0,-13.1,K,Deg-C,-14,K,Deg-C
1283,11/17/2021,16:41:56,0,-13.1,K,Deg-C,-14,K,Deg-C
1284,11/17/2021,16:41:57,0,-13.1,K,Deg-C,-14.1,K,Deg-C
1285,11/17/2021,16:41:58,0,-13.1,K,Deg-C,-14,K,Deg-C
1286,11/17/2021,16:41:59,0,-13.1,K,Deg-C,-14.1,K,Deg-C
1287,11/17/2021,16:42:00,0,-13.1,K,Deg-C,-14.1,K,Deg-C
1288,11/17/2021,16:42:01,0,-13.1,K,Deg-C,-14.1,K,Deg-C
1289,11/17/2021,16:42:02,0,-13.1,K,Deg-C,-14.1,K,Deg-C
1290,11/17/2021,16:42:03,0,-13.1,K,Deg-C,-14.1,K,Deg-C
1291,11/17/2021,16:42:04,0,-13.1,K,Deg-C,-14.1,K,Deg-C
1292,11/17/2021,16:42:05,0,-13.1,K,Deg-C,-14,K,Deg-C
1293,11/17/2021,16:42:06,0,-13.2,K,Deg-C,-14,K,Deg-C
1294,11/17/2021,16:42:07,0,-13.2,K,Deg-C,-14,K,Deg-C
1295,11/17/2021,16:42:08,0,-13.2,K,Deg-C,-13.9,K,Deg-C
1296,11/17/2021,16:42:09,0,-13.2,K,Deg-C,-13.9,K,Deg-C
1297,11/17/2021,16:42:10,0,-13.2,K,Deg-C,-13.9,K,Deg-C
1298,11/17/2021,16:42:11,0,-13.3,K,Deg-C,-13.9,K,Deg-C
1299,11/17/2021,16:42:12,0,-13.3,K,Deg-C,-13.9,K,Deg-C
1300,11/17/2021,16:42:13,0,-13.3,K,Deg-C,-13.8,K,Deg-C
1301,11/17/2021,16:42:14,0,-13.3,K,Deg-C,-13.8,K,Deg-C
1302,11/17/2021,16:42:15,0,-13.3,K,Deg-C,-13.8,K,Deg-C
1303,11/17/2021,16:42:16,0,-13.3,K,Deg-C,-13.8,K,Deg-C
1304,11/17/2021,16:42:17,0,-13.3,K,Deg-C,-13.8,K,Deg-C
1305,11/17/2021,16:42:18,0,-13.3,K,Deg-C,-13.8,K,Deg-C
1306,11/17/2021,16:42:19,0,-13.4,K,Deg-C,-13.9,K,Deg-C
1307,11/17/2021,16:42:20,0,-13.4,K,Deg-C,-13.9,K,Deg-C
1308,11/17/2021,16:42:21,0,-13.4,K,Deg-C,-13.9,K,Deg-C
1309,11/17/2021,16:42:22,0,-13.4,K,Deg-C,-13.9,K,Deg-C
1310,11/17/2021,16:42:23,0,-13.4,K,Deg-C,-14,K,Deg-C
1311,11/17/2021,16:42:24,0,-13.5,K,Deg-C,-14,K,Deg-C
1312,11/17/2021,16:42:25,0,-13.5,K,Deg-C,-14,K,Deg-C
1313,11/17/2021,16:42:26,0,-13.5,K,Deg-C,-14,K,Deg-C
1314,11/17/2021,16:42:27,0,-13.5,K,Deg-C,-14,K,Deg-C
1315,11/17/2021,16:42:28,0,-13.5,K,Deg-C,-14,K,Deg-C
1316,11/17/2021,16:42:29,0,-13.5,K,Deg-C,-14,K,Deg-C
1317,11/17/2021,16:42:30,0,-13.5,K,Deg-C,-14,K,Deg-C
1318,11/17/2021,16:42:31,0,-13.6,K,Deg-C,-14,K,Deg-C
1319,11/17/2021,16:42:32,0,-13.6,K,Deg-C,-14.1,K,Deg-C
1320,11/17/2021,16:42:33,0,-13.6,K,Deg-C,-14.1,K,Deg-C
1321,11/17/2021,16:42:34,0,-13.6,K,Deg-C,-14.2,K,Deg-C
1322,11/17/2021,16:42:35,0,-13.6,K,Deg-C,-14.2,K,Deg-C
1323,11/17/2021,16:42:36,0,-13.6,K,Deg-C,-14.2,K,Deg-C
1324,11/17/2021,16:42:37,0,-13.6,K,Deg-C,-14.2,K,Deg-C
1325,11/17/2021,16:42:38,0,-13.6,K,Deg-C,-14.2,K,Deg-C
1326,11/17/2021,16:42:39,0,-13.6,K,Deg-C,-14.2,K,Deg-C
1327,11/17/2021,16:42:40,0,-13.6,K,Deg-C,-14.2,K,Deg-C
1328,11/17/2021,16:42:41,0,-13.7,K,Deg-C,-14.2,K,Deg-C
1329,11/17/2021,16:42:42,0,-13.7,K,Deg-C,-14.2,K,Deg-C
1330,11/17/2021,16:42:43,0,-13.7,K,Deg-C,-14.2,K,Deg-C
