No.,Data,Time,ID.,CH 1,Type,Unit,CH 2,Type,Unit
1,11/17/2021,16:20:34,0,1.3,K,Deg-C,-0.6,K,Deg-C
2,11/17/2021,16:20:35,0,1.2,K,Deg-C,-0.6,K,Deg-C
3,11/17/2021,16:20:36,0,1.1,K,Deg-C,-0.6,K,Deg-C
4,11/17/2021,16:20:37,0,1,K,Deg-C,-0.6,K,Deg-C
5,11/17/2021,16:20:38,0,1,K,Deg-C,-0.7,K,Deg-C
6,11/17/2021,16:20:39,0,1,K,Deg-C,-0.7,K,Deg-C
7,11/17/2021,16:20:40,0,1,K,Deg-C,-0.7,K,Deg-C
8,11/17/2021,16:20:41,0,0.9,K,Deg-C,-0.7,K,Deg-C
9,11/17/2021,16:20:42,0,0.8,K,Deg-C,-0.7,K,Deg-C
10,11/17/2021,16:20:43,0,0.8,K,Deg-C,-0.8,K,Deg-C
11,11/17/2021,16:20:44,0,0.8,K,Deg-C,-0.8,K,Deg-C
12,11/17/2021,16:20:45,0,0.8,K,Deg-C,-0.8,K,Deg-C
13,11/17/2021,16:20:46,0,0.7,K,Deg-C,-0.8,K,Deg-C
14,11/17/2021,16:20:47,0,0.7,K,Deg-C,-0.8,K,Deg-C
15,11/17/2021,16:20:48,0,0.6,K,Deg-C,-0.8,K,Deg-C
16,11/17/2021,16:20:49,0,0.6,K,Deg-C,-0.8,K,Deg-C
17,11/17/2021,16:20:50,0,0.6,K,Deg-C,-0.8,K,Deg-C
18,11/17/2021,16:20:51,0,0.5,K,Deg-C,-0.8,K,Deg-C
19,11/17/2021,16:20:52,0,0.5,K,Deg-C,-0.8,K,Deg-C
20,11/17/2021,16:20:53,0,0.5,K,Deg-C,-0.8,K,Deg-C
21,11/17/2021,16:20:54,0,0.5,K,Deg-C,-0.8,K,Deg-C
22,11/17/2021,16:20:55,0,0.5,K,Deg-C,-0.8,K,Deg-C
23,11/17/2021,16:20:56,0,0.4,K,Deg-C,-0.8,K,Deg-C
24,11/17/2021,16:20:57,0,0.4,K,Deg-C,-0.8,K,Deg-C
25,11/17/2021,16:20:58,0,0.4,K,Deg-C,-0.8,K,Deg-C
26,11/17/2021,16:20:59,0,0.4,K,Deg-C,-0.8,K,Deg-C
27,11/17/2021,16:21:00,0,0.4,K,Deg-C,-0.8,K,Deg-C
28,11/17/2021,16:21:01,0,0.3,K,Deg-C,-0.8,K,Deg-C
29,11/17/2021,16:21:02,0,0.3,K,Deg-C,-0.8,K,Deg-C
30,11/17/2021,16:21:03,0,0.3,K,Deg-C,-0.8,K,Deg-C
31,11/17/2021,16:21:04,0,0.3,K,Deg-C,-0.8,K,Deg-C
32,11/17/2021,16:21:05,0,0.3,K,Deg-C,-0.8,K,Deg-C
33,11/17/2021,16:21:06,0,0.3,K,Deg-C,-0.8,K,Deg-C
34,11/17/2021,16:21:07,0,0.3,K,Deg-C,-0.8,K,Deg-C
35,11/17/2021,16:21:08,0,0.3,K,Deg-C,-0.7,K,Deg-C
36,11/17/2021,16:21:09,0,0.3,K,Deg-C,-0.7,K,Deg-C
37,11/17/2021,16:21:10,0,0.3,K,Deg-C,-0.7,K,Deg-C
38,11/17/2021,16:21:11,0,0.3,K,Deg-C,-0.7,K,Deg-C
39,11/17/2021,16:21:12,0,0.2,K,Deg-C,-0.7,K,Deg-C
40,11/17/2021,16:21:13,0,0.2,K,Deg-C,-0.7,K,Deg-C
41,11/17/2021,16:21:14,0,0.3,K,Deg-C,-0.7,K,Deg-C
42,11/17/2021,16:21:15,0,0.3,K,Deg-C,-0.7,K,Deg-C
43,11/17/2021,16:21:16,0,0.2,K,Deg-C,-0.7,K,Deg-C
44,11/17/2021,16:21:17,0,0.2,K,Deg-C,-0.7,K,Deg-C
45,11/17/2021,16:21:18,0,0.3,K,Deg-C,-0.6,K,Deg-C
46,11/17/2021,16:21:19,0,0.3,K,Deg-C,-0.6,K,Deg-C
47,11/17/2021,16:21:20,0,0.2,K,Deg-C,-0.6,K,Deg-C
48,11/17/2021,16:21:21,0,0.3,K,Deg-C,-0.6,K,Deg-C
49,11/17/2021,16:21:22,0,0.3,K,Deg-C,-0.6,K,Deg-C
50,11/17/2021,16:21:23,0,0.2,K,Deg-C,-0.6,K,Deg-C
51,11/17/2021,16:21:24,0,0.2,K,Deg-C,-0.6,K,Deg-C
52,11/17/2021,16:21:25,0,0.2,K,Deg-C,-0.6,K,Deg-C
53,11/17/2021,16:21:26,0,0.2,K,Deg-C,-0.6,K,Deg-C
54,11/17/2021,16:21:27,0,0.2,K,Deg-C,-0.6,K,Deg-C
55,11/17/2021,16:21:28,0,0.2,K,Deg-C,-0.6,K,Deg-C
56,11/17/2021,16:21:29,0,0.2,K,Deg-C,-0.6,K,Deg-C
57,11/17/2021,16:21:30,0,0.2,K,Deg-C,-0.6,K,Deg-C
58,11/17/2021,16:21:31,0,0.2,K,Deg-C,-0.6,K,Deg-C
59,11/17/2021,16:21:32,0,0.2,K,Deg-C,-0.6,K,Deg-C
60,11/17/2021,16:21:33,0,0.2,K,Deg-C,-0.5,K,Deg-C
61,11/17/2021,16:21:34,0,0.2,K,Deg-C,-0.5,K,Deg-C
62,11/17/2021,16:21:35,0,0.2,K,Deg-C,-0.5,K,Deg-C
63,11/17/2021,16:21:36,0,0.2,K,Deg-C,-0.5,K,Deg-C
64,11/17/2021,16:21:37,0,0.2,K,Deg-C,-0.5,K,Deg-C
65,11/17/2021,16:21:38,0,0.2,K,Deg-C,-0.5,K,Deg-C
66,11/17/2021,16:21:39,0,0.2,K,Deg-C,-0.5,K,Deg-C
67,11/17/2021,16:21:40,0,0.2,K,Deg-C,-0.5,K,Deg-C
68,11/17/2021,16:21:41,0,0.2,K,Deg-C,-0.5,K,Deg-C
69,11/17/2021,16:21:42,0,0.2,K,Deg-C,-0.6,K,Deg-C
70,11/17/2021,16:21:43,0,0.2,K,Deg-C,-0.5,K,Deg-C
71,11/17/2021,16:21:44,0,0.2,K,Deg-C,-0.5,K,Deg-C
72,11/17/2021,16:21:45,0,0.2,K,Deg-C,-0.5,K,Deg-C
73,11/17/2021,16:21:46,0,0.2,K,Deg-C,-0.5,K,Deg-C
74,11/17/2021,16:21:47,0,0.2,K,Deg-C,-0.5,K,Deg-C
75,11/17/2021,16:21:48,0,0.2,K,Deg-C,-0.5,K,Deg-C
76,11/17/2021,16:21:49,0,0.2,K,Deg-C,-0.5,K,Deg-C
77,11/17/2021,16:21:50,0,0.2,K,Deg-C,-0.5,K,Deg-C
78,11/17/2021,16:21:51,0,0.2,K,Deg-C,-0.5,K,Deg-C
79,11/17/2021,16:21:52,0,0.2,K,Deg-C,-0.5,K,Deg-C
80,11/17/2021,16:21:53,0,0.1,K,Deg-C,-0.5,K,Deg-C
81,11/17/2021,16:21:54,0,0.2,K,Deg-C,-0.5,K,Deg-C
82,11/17/2021,16:21:55,0,0.1,K,Deg-C,-0.5,K,Deg-C
83,11/17/2021,16:21:56,0,0.2,K,Deg-C,-0.5,K,Deg-C
84,11/17/2021,16:21:57,0,0.1,K,Deg-C,-0.5,K,Deg-C
85,11/17/2021,16:21:58,0,0.2,K,Deg-C,-0.5,K,Deg-C
86,11/17/2021,16:21:59,0,0.1,K,Deg-C,-0.4,K,Deg-C
87,11/17/2021,16:22:00,0,0.2,K,Deg-C,-0.5,K,Deg-C
88,11/17/2021,16:22:01,0,0.2,K,Deg-C,-0.4,K,Deg-C
89,11/17/2021,16:22:02,0,0.2,K,Deg-C,-0.4,K,Deg-C
90,11/17/2021,16:22:03,0,0.2,K,Deg-C,-0.4,K,Deg-C
91,11/17/2021,16:22:04,0,0.2,K,Deg-C,-0.4,K,Deg-C
92,11/17/2021,16:22:05,0,0.2,K,Deg-C,-0.4,K,Deg-C
93,11/17/2021,16:22:06,0,0.2,K,Deg-C,-0.4,K,Deg-C
94,11/17/2021,16:22:07,0,0.2,K,Deg-C,-0.4,K,Deg-C
95,11/17/2021,16:22:08,0,0.2,K,Deg-C,-0.4,K,Deg-C
96,11/17/2021,16:22:09,0,0.2,K,Deg-C,-0.4,K,Deg-C
97,11/17/2021,16:22:10,0,0.2,K,Deg-C,-0.4,K,Deg-C
98,11/17/2021,16:22:11,0,0.2,K,Deg-C,-0.4,K,Deg-C
99,11/17/2021,16:22:12,0,0.2,K,Deg-C,-0.4,K,Deg-C
100,11/17/2021,16:22:13,0,0.2,K,Deg-C,-0.4,K,Deg-C
101,11/17/2021,16:22:14,0,0.2,K,Deg-C,-0.4,K,Deg-C
102,11/17/2021,16:22:15,0,0.2,K,Deg-C,-0.4,K,Deg-C
103,11/17/2021,16:22:16,0,0.2,K,Deg-C,-0.4,K,Deg-C
104,11/17/2021,16:22:17,0,0.2,K,Deg-C,-0.4,K,Deg-C
105,11/17/2021,16:22:18,0,0.2,K,Deg-C,-0.4,K,Deg-C
106,11/17/2021,16:22:19,0,0.2,K,Deg-C,-0.4,K,Deg-C
107,11/17/2021,16:22:20,0,0.2,K,Deg-C,-0.4,K,Deg-C
108,11/17/2021,16:22:21,0,0.2,K,Deg-C,-0.4,K,Deg-C
109,11/17/2021,16:22:22,0,0.3,K,Deg-C,-0.4,K,Deg-C
110,11/17/2021,16:22:23,0,0.3,K,Deg-C,-0.4,K,Deg-C
111,11/17/2021,16:22:24,0,0.3,K,Deg-C,-0.4,K,Deg-C
112,11/17/2021,16:22:25,0,0.2,K,Deg-C,-0.4,K,Deg-C
113,11/17/2021,16:22:26,0,0.3,K,Deg-C,-0.4,K,Deg-C
114,11/17/2021,16:22:27,0,0.3,K,Deg-C,-0.4,K,Deg-C
115,11/17/2021,16:22:28,0,0.3,K,Deg-C,-0.3,K,Deg-C
116,11/17/2021,16:22:29,0,0.3,K,Deg-C,-0.3,K,Deg-C
117,11/17/2021,16:22:30,0,0.3,K,Deg-C,-0.3,K,Deg-C
118,11/17/2021,16:22:31,0,0.3,K,Deg-C,-0.3,K,Deg-C
119,11/17/2021,16:22:32,0,0.3,K,Deg-C,-0.3,K,Deg-C
120,11/17/2021,16:22:33,0,0.3,K,Deg-C,-0.3,K,Deg-C
121,11/17/2021,16:22:34,0,0.3,K,Deg-C,-0.3,K,Deg-C
122,11/17/2021,16:22:35,0,0.2,K,Deg-C,-0.3,K,Deg-C
123,11/17/2021,16:22:36,0,0.2,K,Deg-C,-0.3,K,Deg-C
124,11/17/2021,16:22:37,0,0.2,K,Deg-C,-0.3,K,Deg-C
125,11/17/2021,16:22:38,0,0.2,K,Deg-C,-0.3,K,Deg-C
126,11/17/2021,16:22:39,0,0.2,K,Deg-C,-0.3,K,Deg-C
127,11/17/2021,16:22:40,0,0.2,K,Deg-C,-0.3,K,Deg-C
128,11/17/2021,16:22:41,0,0.2,K,Deg-C,-0.3,K,Deg-C
129,11/17/2021,16:22:42,0,0.2,K,Deg-C,-0.3,K,Deg-C
130,11/17/2021,16:22:43,0,0.2,K,Deg-C,-0.3,K,Deg-C
131,11/17/2021,16:22:44,0,0.2,K,Deg-C,-0.3,K,Deg-C
132,11/17/2021,16:22:45,0,0.2,K,Deg-C,-0.3,K,Deg-C
133,11/17/2021,16:22:46,0,0.2,K,Deg-C,-0.3,K,Deg-C
134,11/17/2021,16:22:47,0,0.2,K,Deg-C,-0.4,K,Deg-C
135,11/17/2021,16:22:48,0,0.2,K,Deg-C,-0.4,K,Deg-C
136,11/17/2021,16:22:49,0,0.2,K,Deg-C,-0.4,K,Deg-C
137,11/17/2021,16:22:50,0,0.2,K,Deg-C,-0.4,K,Deg-C
138,11/17/2021,16:22:51,0,0.2,K,Deg-C,-0.4,K,Deg-C
139,11/17/2021,16:22:52,0,0.2,K,Deg-C,-0.4,K,Deg-C
140,11/17/2021,16:22:53,0,0.2,K,Deg-C,-0.4,K,Deg-C
141,11/17/2021,16:22:54,0,0.2,K,Deg-C,-0.4,K,Deg-C
142,11/17/2021,16:22:55,0,0.2,K,Deg-C,-0.4,K,Deg-C
143,11/17/2021,16:22:56,0,0.2,K,Deg-C,-0.4,K,Deg-C
144,11/17/2021,16:22:57,0,0.2,K,Deg-C,-0.4,K,Deg-C
145,11/17/2021,16:22:58,0,0.1,K,Deg-C,-0.4,K,Deg-C
146,11/17/2021,16:22:59,0,0.1,K,Deg-C,-0.4,K,Deg-C
147,11/17/2021,16:23:00,0,0.1,K,Deg-C,-0.4,K,Deg-C
148,11/17/2021,16:23:01,0,0.2,K,Deg-C,-0.4,K,Deg-C
149,11/17/2021,16:23:02,0,0.2,K,Deg-C,-0.4,K,Deg-C
150,11/17/2021,16:23:03,0,0.1,K,Deg-C,-0.4,K,Deg-C
151,11/17/2021,16:23:04,0,0.1,K,Deg-C,-0.4,K,Deg-C
152,11/17/2021,16:23:05,0,0.1,K,Deg-C,-0.4,K,Deg-C
153,11/17/2021,16:23:06,0,0.1,K,Deg-C,-0.4,K,Deg-C
154,11/17/2021,16:23:07,0,0.1,K,Deg-C,-0.4,K,Deg-C
155,11/17/2021,16:23:08,0,0.1,K,Deg-C,-0.4,K,Deg-C
156,11/17/2021,16:23:09,0,0.1,K,Deg-C,-0.4,K,Deg-C
157,11/17/2021,16:23:10,0,0.1,K,Deg-C,-0.5,K,Deg-C
158,11/17/2021,16:23:11,0,0.1,K,Deg-C,-0.5,K,Deg-C
159,11/17/2021,16:23:12,0,0.1,K,Deg-C,-0.5,K,Deg-C
160,11/17/2021,16:23:13,0,0.1,K,Deg-C,-0.5,K,Deg-C
161,11/17/2021,16:23:14,0,0.1,K,Deg-C,-0.5,K,Deg-C
162,11/17/2021,16:23:15,0,0.1,K,Deg-C,-0.5,K,Deg-C
163,11/17/2021,16:23:16,0,0.1,K,Deg-C,-0.5,K,Deg-C
164,11/17/2021,16:23:17,0,0.1,K,Deg-C,-0.5,K,Deg-C
165,11/17/2021,16:23:18,0,0.1,K,Deg-C,-0.5,K,Deg-C
166,11/17/2021,16:23:19,0,0.1,K,Deg-C,-0.5,K,Deg-C
167,11/17/2021,16:23:20,0,0.1,K,Deg-C,-0.5,K,Deg-C
168,11/17/2021,16:23:21,0,0.1,K,Deg-C,-0.5,K,Deg-C
169,11/17/2021,16:23:22,0,0.1,K,Deg-C,-0.5,K,Deg-C
170,11/17/2021,16:23:23,0,0.1,K,Deg-C,-0.6,K,Deg-C
171,11/17/2021,16:23:24,0,0.1,K,Deg-C,-0.6,K,Deg-C
172,11/17/2021,16:23:25,0,0,K,Deg-C,-0.6,K,Deg-C
173,11/17/2021,16:23:26,0,0,K,Deg-C,-0.6,K,Deg-C
174,11/17/2021,16:23:27,0,0,K,Deg-C,-0.6,K,Deg-C
175,11/17/2021,16:23:28,0,0,K,Deg-C,-0.6,K,Deg-C
176,11/17/2021,16:23:29,0,0,K,Deg-C,-0.6,K,Deg-C
177,11/17/2021,16:23:30,0,0,K,Deg-C,-0.6,K,Deg-C
178,11/17/2021,16:23:31,0,0,K,Deg-C,-0.6,K,Deg-C
179,11/17/2021,16:23:32,0,0,K,Deg-C,-0.6,K,Deg-C
180,11/17/2021,16:23:33,0,0,K,Deg-C,-0.6,K,Deg-C
181,11/17/2021,16:23:34,0,0,K,Deg-C,-0.6,K,Deg-C
182,11/17/2021,16:23:35,0,0,K,Deg-C,-0.7,K,Deg-C
183,11/17/2021,16:23:36,0,0,K,Deg-C,-0.7,K,Deg-C
184,11/17/2021,16:23:37,0,0,K,Deg-C,-0.7,K,Deg-C
185,11/17/2021,16:23:38,0,0,K,Deg-C,-0.7,K,Deg-C
186,11/17/2021,16:23:39,0,0,K,Deg-C,-0.7,K,Deg-C
187,11/17/2021,16:23:40,0,0,K,Deg-C,-0.7,K,Deg-C
188,11/17/2021,16:23:41,0,0,K,Deg-C,-0.7,K,Deg-C
189,11/17/2021,16:23:42,0,0,K,Deg-C,-0.7,K,Deg-C
190,11/17/2021,16:23:43,0,0,K,Deg-C,-0.7,K,Deg-C
191,11/17/2021,16:23:44,0,0,K,Deg-C,-0.8,K,Deg-C
192,11/17/2021,16:23:45,0,0,K,Deg-C,-0.8,K,Deg-C
193,11/17/2021,16:23:46,0,0,K,Deg-C,-0.8,K,Deg-C
194,11/17/2021,16:23:47,0,-0.1,K,Deg-C,-0.8,K,Deg-C
195,11/17/2021,16:23:48,0,-0.1,K,Deg-C,-0.8,K,Deg-C
196,11/17/2021,16:23:49,0,-0.1,K,Deg-C,-0.8,K,Deg-C
197,11/17/2021,16:23:50,0,-0.1,K,Deg-C,-0.9,K,Deg-C
198,11/17/2021,16:23:51,0,-0.1,K,Deg-C,-0.9,K,Deg-C
199,11/17/2021,16:23:52,0,-0.1,K,Deg-C,-0.9,K,Deg-C
200,11/17/2021,16:23:53,0,-0.1,K,Deg-C,-0.9,K,Deg-C
201,11/17/2021,16:23:54,0,-0.1,K,Deg-C,-0.9,K,Deg-C
202,11/17/2021,16:23:55,0,-0.1,K,Deg-C,-0.9,K,Deg-C
203,11/17/2021,16:23:56,0,-0.2,K,Deg-C,-0.9,K,Deg-C
204,11/17/2021,16:23:57,0,-0.2,K,Deg-C,-0.9,K,Deg-C
205,11/17/2021,16:23:58,0,-0.2,K,Deg-C,-1,K,Deg-C
206,11/17/2021,16:23:59,0,-0.2,K,Deg-C,-1,K,Deg-C
207,11/17/2021,16:24:00,0,-0.2,K,Deg-C,-1,K,Deg-C
208,11/17/2021,16:24:01,0,-0.2,K,Deg-C,-1,K,Deg-C
209,11/17/2021,16:24:02,0,-0.2,K,Deg-C,-1,K,Deg-C
210,11/17/2021,16:24:03,0,-0.2,K,Deg-C,-1.1,K,Deg-C
211,11/17/2021,16:24:04,0,-0.2,K,Deg-C,-1.1,K,Deg-C
212,11/17/2021,16:24:05,0,-0.2,K,Deg-C,-1.1,K,Deg-C
213,11/17/2021,16:24:06,0,-0.2,K,Deg-C,-1.1,K,Deg-C
214,11/17/2021,16:24:07,0,-0.3,K,Deg-C,-1.1,K,Deg-C
215,11/17/2021,16:24:08,0,-0.3,K,Deg-C,-1.1,K,Deg-C
216,11/17/2021,16:24:09,0,-0.3,K,Deg-C,-1.1,K,Deg-C
217,11/17/2021,16:24:10,0,-0.3,K,Deg-C,-1.1,K,Deg-C
218,11/17/2021,16:24:11,0,-0.3,K,Deg-C,-1.1,K,Deg-C
219,11/17/2021,16:24:12,0,-0.3,K,Deg-C,-1.1,K,Deg-C
220,11/17/2021,16:24:13,0,-0.3,K,Deg-C,-1,K,Deg-C
221,11/17/2021,16:24:14,0,-0.3,K,Deg-C,-1,K,Deg-C
222,11/17/2021,16:24:15,0,-0.3,K,Deg-C,-1,K,Deg-C
223,11/17/2021,16:24:16,0,-0.3,K,Deg-C,-1,K,Deg-C
224,11/17/2021,16:24:17,0,-0.3,K,Deg-C,-1,K,Deg-C
225,11/17/2021,16:24:18,0,-0.3,K,Deg-C,-1,K,Deg-C
226,11/17/2021,16:24:19,0,-0.3,K,Deg-C,-1,K,Deg-C
227,11/17/2021,16:24:20,0,-0.3,K,Deg-C,-1,K,Deg-C
228,11/17/2021,16:24:21,0,-0.3,K,Deg-C,-1.1,K,Deg-C
229,11/17/2021,16:24:22,0,-0.3,K,Deg-C,-1.1,K,Deg-C
230,11/17/2021,16:24:23,0,-0.4,K,Deg-C,-1.1,K,Deg-C
231,11/17/2021,16:24:24,0,-0.3,K,Deg-C,-1.2,K,Deg-C
232,11/17/2021,16:24:25,0,-0.4,K,Deg-C,-1.2,K,Deg-C
233,11/17/2021,16:24:26,0,-0.4,K,Deg-C,-1.2,K,Deg-C
234,11/17/2021,16:24:27,0,-0.4,K,Deg-C,-1.2,K,Deg-C
235,11/17/2021,16:24:28,0,-0.4,K,Deg-C,-1.3,K,Deg-C
236,11/17/2021,16:24:29,0,-0.4,K,Deg-C,-1.3,K,Deg-C
237,11/17/2021,16:24:30,0,-0.4,K,Deg-C,-1.3,K,Deg-C
238,11/17/2021,16:24:31,0,-0.5,K,Deg-C,-1.4,K,Deg-C
239,11/17/2021,16:24:32,0,-0.5,K,Deg-C,-1.4,K,Deg-C
240,11/17/2021,16:24:33,0,-0.5,K,Deg-C,-1.4,K,Deg-C
241,11/17/2021,16:24:34,0,-0.5,K,Deg-C,-1.5,K,Deg-C
242,11/17/2021,16:24:35,0,-0.5,K,Deg-C,-1.5,K,Deg-C
243,11/17/2021,16:24:36,0,-0.5,K,Deg-C,-1.5,K,Deg-C
244,11/17/2021,16:24:37,0,-0.5,K,Deg-C,-1.5,K,Deg-C
245,11/17/2021,16:24:38,0,-0.6,K,Deg-C,-1.5,K,Deg-C
246,11/17/2021,16:24:39,0,-0.6,K,Deg-C,-1.5,K,Deg-C
247,11/17/2021,16:24:40,0,-0.6,K,Deg-C,-1.5,K,Deg-C
248,11/17/2021,16:24:41,0,-0.6,K,Deg-C,-1.5,K,Deg-C
249,11/17/2021,16:24:42,0,-0.6,K,Deg-C,-1.6,K,Deg-C
250,11/17/2021,16:24:43,0,-0.6,K,Deg-C,-1.6,K,Deg-C
251,11/17/2021,16:24:44,0,-0.6,K,Deg-C,-1.6,K,Deg-C
252,11/17/2021,16:24:45,0,-0.6,K,Deg-C,-1.6,K,Deg-C
253,11/17/2021,16:24:46,0,-0.6,K,Deg-C,-1.6,K,Deg-C
254,11/17/2021,16:24:47,0,-0.6,K,Deg-C,-1.6,K,Deg-C
255,11/17/2021,16:24:48,0,-0.6,K,Deg-C,-1.6,K,Deg-C
256,11/17/2021,16:24:49,0,-0.7,K,Deg-C,-1.6,K,Deg-C
257,11/17/2021,16:24:50,0,-0.7,K,Deg-C,-1.6,K,Deg-C
258,11/17/2021,16:24:51,0,-0.7,K,Deg-C,-1.6,K,Deg-C
259,11/17/2021,16:24:52,0,-0.7,K,Deg-C,-1.6,K,Deg-C
260,11/17/2021,16:24:53,0,-0.7,K,Deg-C,-1.6,K,Deg-C
261,11/17/2021,16:24:54,0,-0.7,K,Deg-C,-1.6,K,Deg-C
262,11/17/2021,16:24:55,0,-0.8,K,Deg-C,-1.6,K,Deg-C
263,11/17/2021,16:24:56,0,-0.8,K,Deg-C,-1.6,K,Deg-C
264,11/17/2021,16:24:57,0,-0.8,K,Deg-C,-1.6,K,Deg-C
265,11/17/2021,16:24:58,0,-0.8,K,Deg-C,-1.6,K,Deg-C
266,11/17/2021,16:24:59,0,-0.8,K,Deg-C,-1.6,K,Deg-C
267,11/17/2021,16:25:00,0,-0.8,K,Deg-C,-1.7,K,Deg-C
268,11/17/2021,16:25:01,0,-0.9,K,Deg-C,-1.7,K,Deg-C
269,11/17/2021,16:25:02,0,-0.9,K,Deg-C,-1.7,K,Deg-C
270,11/17/2021,16:25:03,0,-0.9,K,Deg-C,-1.7,K,Deg-C
271,11/17/2021,16:25:04,0,-0.9,K,Deg-C,-1.7,K,Deg-C
272,11/17/2021,16:25:05,0,-1,K,Deg-C,-1.8,K,Deg-C
273,11/17/2021,16:25:06,0,-1,K,Deg-C,-1.8,K,Deg-C
274,11/17/2021,16:25:07,0,-1,K,Deg-C,-1.8,K,Deg-C
275,11/17/2021,16:25:08,0,-1,K,Deg-C,-1.8,K,Deg-C
276,11/17/2021,16:25:09,0,-1,K,Deg-C,-1.9,K,Deg-C
277,11/17/2021,16:25:10,0,-1,K,Deg-C,-1.9,K,Deg-C
278,11/17/2021,16:25:11,0,-1.1,K,Deg-C,-1.9,K,Deg-C
279,11/17/2021,16:25:12,0,-1.1,K,Deg-C,-1.9,K,Deg-C
280,11/17/2021,16:25:13,0,-1.1,K,Deg-C,-2,K,Deg-C
281,11/17/2021,16:25:14,0,-1.1,K,Deg-C,-2,K,Deg-C
282,11/17/2021,16:25:15,0,-1.1,K,Deg-C,-2,K,Deg-C
283,11/17/2021,16:25:16,0,-1.2,K,Deg-C,-2,K,Deg-C
284,11/17/2021,16:25:17,0,-1.2,K,Deg-C,-2,K,Deg-C
285,11/17/2021,16:25:18,0,-1.2,K,Deg-C,-2.1,K,Deg-C
286,11/17/2021,16:25:19,0,-1.2,K,Deg-C,-2.1,K,Deg-C
287,11/17/2021,16:25:20,0,-1.3,K,Deg-C,-2.1,K,Deg-C
288,11/17/2021,16:25:21,0,-1.3,K,Deg-C,-2.1,K,Deg-C
289,11/17/2021,16:25:22,0,-1.3,K,Deg-C,-2.1,K,Deg-C
290,11/17/2021,16:25:23,0,-1.3,K,Deg-C,-2.1,K,Deg-C
291,11/17/2021,16:25:24,0,-1.3,K,Deg-C,-2.1,K,Deg-C
292,11/17/2021,16:25:25,0,-1.3,K,Deg-C,-2.1,K,Deg-C
293,11/17/2021,16:25:26,0,-1.4,K,Deg-C,-2.2,K,Deg-C
294,11/17/2021,16:25:27,0,-1.4,K,Deg-C,-2.2,K,Deg-C
295,11/17/2021,16:25:28,0,-1.4,K,Deg-C,-2.2,K,Deg-C
296,11/17/2021,16:25:29,0,-1.4,K,Deg-C,-2.2,K,Deg-C
297,11/17/2021,16:25:30,0,-1.4,K,Deg-C,-2.2,K,Deg-C
298,11/17/2021,16:25:31,0,-1.4,K,Deg-C,-2.2,K,Deg-C
299,11/17/2021,16:25:32,0,-1.4,K,Deg-C,-2.2,K,Deg-C
300,11/17/2021,16:25:33,0,-1.4,K,Deg-C,-2.3,K,Deg-C
301,11/17/2021,16:25:34,0,-1.4,K,Deg-C,-2.3,K,Deg-C
302,11/17/2021,16:25:35,0,-1.4,K,Deg-C,-2.3,K,Deg-C
303,11/17/2021,16:25:36,0,-1.4,K,Deg-C,-2.3,K,Deg-C
304,11/17/2021,16:25:37,0,-1.4,K,Deg-C,-2.3,K,Deg-C
305,11/17/2021,16:25:38,0,-1.4,K,Deg-C,-2.3,K,Deg-C
306,11/17/2021,16:25:39,0,-1.4,K,Deg-C,-2.3,K,Deg-C
307,11/17/2021,16:25:40,0,-1.4,K,Deg-C,-2.3,K,Deg-C
308,11/17/2021,16:25:41,0,-1.4,K,Deg-C,-2.4,K,Deg-C
309,11/17/2021,16:25:42,0,-1.4,K,Deg-C,-2.4,K,Deg-C
310,11/17/2021,16:25:43,0,-1.4,K,Deg-C,-2.4,K,Deg-C
311,11/17/2021,16:25:44,0,-1.5,K,Deg-C,-2.4,K,Deg-C
312,11/17/2021,16:25:45,0,-1.5,K,Deg-C,-2.4,K,Deg-C
313,11/17/2021,16:25:46,0,-1.5,K,Deg-C,-2.4,K,Deg-C
314,11/17/2021,16:25:47,0,-1.5,K,Deg-C,-2.4,K,Deg-C
315,11/17/2021,16:25:48,0,-1.5,K,Deg-C,-2.4,K,Deg-C
316,11/17/2021,16:25:49,0,-1.5,K,Deg-C,-2.4,K,Deg-C
317,11/17/2021,16:25:50,0,-1.5,K,Deg-C,-2.4,K,Deg-C
318,11/17/2021,16:25:51,0,-1.6,K,Deg-C,-2.5,K,Deg-C
319,11/17/2021,16:25:52,0,-1.6,K,Deg-C,-2.5,K,Deg-C
320,11/17/2021,16:25:53,0,-1.6,K,Deg-C,-2.5,K,Deg-C
321,11/17/2021,16:25:54,0,-1.6,K,Deg-C,-2.5,K,Deg-C
322,11/17/2021,16:25:55,0,-1.6,K,Deg-C,-2.5,K,Deg-C
323,11/17/2021,16:25:56,0,-1.7,K,Deg-C,-2.5,K,Deg-C
324,11/17/2021,16:25:57,0,-1.7,K,Deg-C,-2.5,K,Deg-C
325,11/17/2021,16:25:58,0,-1.7,K,Deg-C,-2.5,K,Deg-C
326,11/17/2021,16:25:59,0,-1.7,K,Deg-C,-2.5,K,Deg-C
327,11/17/2021,16:26:00,0,-1.7,K,Deg-C,-2.5,K,Deg-C
328,11/17/2021,16:26:01,0,-1.7,K,Deg-C,-2.4,K,Deg-C
329,11/17/2021,16:26:02,0,-1.8,K,Deg-C,-2.4,K,Deg-C
330,11/17/2021,16:26:03,0,-1.8,K,Deg-C,-2.4,K,Deg-C
331,11/17/2021,16:26:04,0,-1.8,K,Deg-C,-2.4,K,Deg-C
