DateTime,TemperatureC,Group
2/23/2022 14:48,9.6,5_1_1_U
2/23/2022 15:18,7.5,5_1_1_U
2/23/2022 15:48,1,5_1_1_U
2/23/2022 16:18,-0.5,5_1_1_U
2/23/2022 16:48,-1.5,5_1_1_U
2/23/2022 17:18,-3,5_1_1_U
2/23/2022 17:48,-4,5_1_1_U
2/23/2022 18:18,-5,5_1_1_U
2/23/2022 18:48,-5.5,5_1_1_U
2/23/2022 19:18,-6,5_1_1_U
2/23/2022 19:48,-6.5,5_1_1_U
2/23/2022 20:18,-7,5_1_1_U
2/23/2022 20:48,-8,5_1_1_U
2/23/2022 21:18,-8,5_1_1_U
2/23/2022 21:48,-9,5_1_1_U
2/23/2022 22:18,-9.5,5_1_1_U
2/23/2022 22:48,-10,5_1_1_U
2/23/2022 23:18,-10,5_1_1_U
2/23/2022 23:48,-10.5,5_1_1_U
2/24/2022 0:18,-10.5,5_1_1_U
2/24/2022 0:48,-10.5,5_1_1_U
2/24/2022 1:18,-10.5,5_1_1_U
2/24/2022 1:48,-11,5_1_1_U
2/24/2022 2:18,-11,5_1_1_U
2/24/2022 2:48,-11.6,5_1_1_U
2/24/2022 3:18,-12.1,5_1_1_U
2/24/2022 3:48,-12.1,5_1_1_U
2/24/2022 4:18,-12.6,5_1_1_U
2/24/2022 4:48,-12.6,5_1_1_U
2/24/2022 5:18,-13.1,5_1_1_U
2/24/2022 5:48,-13.1,5_1_1_U
2/24/2022 6:18,-13.1,5_1_1_U
2/24/2022 6:48,-13.6,5_1_1_U
2/24/2022 7:18,-13.6,5_1_1_U
2/24/2022 7:48,-13.6,5_1_1_U
2/24/2022 8:18,-13.1,5_1_1_U
2/24/2022 8:48,-12.1,5_1_1_U
2/24/2022 9:18,-11,5_1_1_U
2/24/2022 9:48,0,5_1_1_U
2/24/2022 10:18,-0.5,5_1_1_U
2/24/2022 10:48,-2.5,5_1_1_U
2/24/2022 11:18,3,5_1_1_U
2/24/2022 11:48,4.5,5_1_1_U
2/24/2022 12:18,6,5_1_1_U
2/24/2022 12:48,6.5,5_1_1_U
2/24/2022 13:18,2.5,5_1_1_U
2/24/2022 13:48,7.5,5_1_1_U
2/24/2022 14:18,3.5,5_1_1_U
2/24/2022 14:48,0,5_1_1_U
2/24/2022 15:18,5,5_1_1_U
2/24/2022 15:48,-0.5,5_1_1_U
2/24/2022 16:18,-0.5,5_1_1_U
2/24/2022 16:48,-3.5,5_1_1_U
2/24/2022 17:18,-5.5,5_1_1_U
2/24/2022 17:48,-6.5,5_1_1_U
2/24/2022 18:18,-7.5,5_1_1_U
2/24/2022 18:48,-8,5_1_1_U
2/24/2022 19:18,-9,5_1_1_U
2/24/2022 19:48,-9.5,5_1_1_U
2/24/2022 20:18,-10,5_1_1_U
2/24/2022 20:48,-10.5,5_1_1_U
2/24/2022 21:18,-10.5,5_1_1_U
2/24/2022 21:48,-11,5_1_1_U
2/24/2022 22:18,-11,5_1_1_U
2/24/2022 22:48,-11,5_1_1_U
2/24/2022 23:18,-11,5_1_1_U
2/24/2022 23:48,-11,5_1_1_U
2/25/2022 0:18,-11,5_1_1_U
2/25/2022 0:48,-11,5_1_1_U
2/25/2022 1:18,-11,5_1_1_U
2/25/2022 1:48,-11,5_1_1_U
2/25/2022 2:18,-10.5,5_1_1_U
2/25/2022 2:48,-10.5,5_1_1_U
2/25/2022 3:18,-10.5,5_1_1_U
2/25/2022 3:48,-10.5,5_1_1_U
2/25/2022 4:18,-10,5_1_1_U
2/25/2022 4:48,-10,5_1_1_U
2/25/2022 5:18,-10,5_1_1_U
2/25/2022 5:48,-10,5_1_1_U
2/25/2022 6:18,-9.5,5_1_1_U
2/25/2022 6:48,-10,5_1_1_U
2/25/2022 7:18,-10,5_1_1_U
2/25/2022 7:48,-10,5_1_1_U
2/25/2022 8:18,-9.5,5_1_1_U
2/25/2022 8:48,-8.5,5_1_1_U
2/25/2022 9:18,-7.5,5_1_1_U
2/25/2022 9:48,-7.5,5_1_1_U
2/25/2022 10:18,-7.5,5_1_1_U
2/25/2022 10:48,-6.5,5_1_1_U
2/25/2022 11:18,-6,5_1_1_U
2/25/2022 11:48,-6,5_1_1_U
2/25/2022 12:18,-6.5,5_1_1_U
2/25/2022 12:48,-6,5_1_1_U
2/25/2022 13:18,-5.5,5_1_1_U
2/25/2022 13:48,-5.5,5_1_1_U
2/25/2022 14:18,-5.5,5_1_1_U
2/25/2022 14:48,-5,5_1_1_U
2/25/2022 15:18,-5,5_1_1_U
2/25/2022 15:48,-5.5,5_1_1_U
2/25/2022 16:18,-6,5_1_1_U
2/25/2022 16:48,-7,5_1_1_U
2/25/2022 17:18,-8.5,5_1_1_U
2/25/2022 17:48,-10.5,5_1_1_U
2/25/2022 18:18,-11.6,5_1_1_U
2/25/2022 18:48,-12.1,5_1_1_U
2/25/2022 19:18,-12.6,5_1_1_U
2/25/2022 19:48,-13.1,5_1_1_U
2/25/2022 20:18,-13.1,5_1_1_U
2/25/2022 20:48,-13.6,5_1_1_U
2/25/2022 21:18,-13.6,5_1_1_U
2/25/2022 21:48,-13.6,5_1_1_U
2/25/2022 22:18,-13.6,5_1_1_U
2/25/2022 22:48,-14.1,5_1_1_U
2/25/2022 23:18,-14.6,5_1_1_U
2/25/2022 23:48,-14.6,5_1_1_U
2/26/2022 0:18,-14.6,5_1_1_U
2/26/2022 0:48,-14.6,5_1_1_U
2/26/2022 1:18,-14.6,5_1_1_U
2/26/2022 1:48,-14.6,5_1_1_U
2/26/2022 2:18,-14.6,5_1_1_U
2/26/2022 2:48,-14.6,5_1_1_U
2/26/2022 3:18,-14.6,5_1_1_U
2/26/2022 3:48,-14.6,5_1_1_U
2/26/2022 4:18,-14.6,5_1_1_U
2/26/2022 4:48,-14.6,5_1_1_U
2/26/2022 5:18,-15.1,5_1_1_U
2/26/2022 5:48,-15.1,5_1_1_U
2/26/2022 6:18,-15.6,5_1_1_U
2/26/2022 6:48,-15.6,5_1_1_U
2/26/2022 7:18,-16.1,5_1_1_U
2/26/2022 7:48,-15.6,5_1_1_U
2/26/2022 8:18,-15.1,5_1_1_U
2/26/2022 8:48,-14.1,5_1_1_U
2/26/2022 9:18,-12.6,5_1_1_U
2/26/2022 9:48,1,5_1_1_U
2/26/2022 10:18,-2.5,5_1_1_U
2/26/2022 10:48,0,5_1_1_U
2/26/2022 11:18,5.5,5_1_1_U
2/26/2022 11:48,8,5_1_1_U
2/26/2022 12:18,4.5,5_1_1_U
2/26/2022 12:48,12.1,5_1_1_U
2/26/2022 13:18,6,5_1_1_U
2/26/2022 13:48,5.5,5_1_1_U
2/26/2022 14:18,3.5,5_1_1_U
2/26/2022 14:48,2,5_1_1_U
2/26/2022 15:18,4.5,5_1_1_U
2/26/2022 15:48,0.5,5_1_1_U
2/26/2022 16:18,-0.5,5_1_1_U
2/26/2022 16:48,-3.5,5_1_1_U
2/26/2022 17:18,-5,5_1_1_U
2/26/2022 17:48,-5,5_1_1_U
2/26/2022 18:18,-6,5_1_1_U
2/26/2022 18:48,-6,5_1_1_U
2/26/2022 19:18,-6,5_1_1_U
2/26/2022 19:48,-5.5,5_1_1_U
2/26/2022 20:18,-5.5,5_1_1_U
2/26/2022 20:48,-5.5,5_1_1_U
2/26/2022 21:18,-5.5,5_1_1_U
2/26/2022 21:48,-5,5_1_1_U
2/26/2022 22:18,-5.5,5_1_1_U
2/26/2022 22:48,-5.5,5_1_1_U
2/26/2022 23:18,-5.5,5_1_1_U
2/26/2022 23:48,-5.5,5_1_1_U
2/27/2022 0:18,-6,5_1_1_U
2/27/2022 0:48,-5.5,5_1_1_U
2/27/2022 1:18,-5.5,5_1_1_U
2/27/2022 1:48,-5.5,5_1_1_U
2/27/2022 2:18,-5,5_1_1_U
2/27/2022 2:48,-5,5_1_1_U
2/27/2022 3:18,-5,5_1_1_U
2/27/2022 3:48,-5,5_1_1_U
2/27/2022 4:18,-5,5_1_1_U
2/27/2022 4:48,-5,5_1_1_U
2/27/2022 5:18,-5.5,5_1_1_U
2/27/2022 5:48,-5.5,5_1_1_U
2/27/2022 6:18,-5,5_1_1_U
2/27/2022 6:48,-5,5_1_1_U
2/27/2022 7:18,-5,5_1_1_U
2/27/2022 7:48,-4.5,5_1_1_U
2/27/2022 8:18,-4,5_1_1_U
2/27/2022 8:48,-2.5,5_1_1_U
2/27/2022 9:18,-2.5,5_1_1_U
2/27/2022 9:48,-2,5_1_1_U
2/27/2022 10:18,-0.5,5_1_1_U
2/27/2022 10:48,-0.5,5_1_1_U
2/27/2022 11:18,1,5_1_1_U
2/27/2022 11:48,2,5_1_1_U
2/27/2022 12:18,3,5_1_1_U
2/27/2022 12:48,1.5,5_1_1_U
2/27/2022 13:18,0.5,5_1_1_U
2/27/2022 13:48,0,5_1_1_U
2/27/2022 14:18,1.5,5_1_1_U
2/27/2022 14:48,2,5_1_1_U
2/27/2022 15:18,2.5,5_1_1_U
2/27/2022 15:48,-2.5,5_1_1_U
2/27/2022 16:18,-3,5_1_1_U
2/27/2022 16:48,-3.5,5_1_1_U
2/27/2022 17:18,-4.5,5_1_1_U
2/27/2022 17:48,-5.5,5_1_1_U
2/27/2022 18:18,-7,5_1_1_U
2/27/2022 18:48,-7.5,5_1_1_U
