DateTime,Temperature,Group,Tempc
11/18/2021 16:00,8.1,5_1_5_D,8.1
11/18/2021 16:30,7.6,5_1_5_D,7.6
11/18/2021 17:00,7.1,5_1_5_D,7.1
11/18/2021 17:30,7.1,5_1_5_D,7.1
11/18/2021 18:00,6.6,5_1_5_D,6.6
11/18/2021 18:30,6.1,5_1_5_D,6.1
11/18/2021 19:00,6.1,5_1_5_D,6.1
11/18/2021 19:30,6.1,5_1_5_D,6.1
11/18/2021 20:00,6.1,5_1_5_D,6.1
11/18/2021 20:30,5.6,5_1_5_D,5.6
11/18/2021 21:00,4.6,5_1_5_D,4.6
11/18/2021 21:30,4,5_1_5_D,4
11/18/2021 22:00,3.5,5_1_5_D,3.5
11/18/2021 22:30,3,5_1_5_D,3
11/18/2021 23:00,2.5,5_1_5_D,2.5
11/18/2021 23:30,2.5,5_1_5_D,2.5
11/19/2021 0:00,2,5_1_5_D,2
11/19/2021 0:30,2,5_1_5_D,2
11/19/2021 1:00,2,5_1_5_D,2
11/19/2021 1:30,2,5_1_5_D,2
11/19/2021 2:00,2,5_1_5_D,2
11/19/2021 2:30,2,5_1_5_D,2
11/19/2021 3:00,1.5,5_1_5_D,1.5
11/19/2021 3:30,2,5_1_5_D,2
11/19/2021 4:00,1.5,5_1_5_D,1.5
11/19/2021 4:30,2,5_1_5_D,2
11/19/2021 5:00,2,5_1_5_D,2
11/19/2021 5:30,2,5_1_5_D,2
11/19/2021 6:00,2,5_1_5_D,2
11/19/2021 6:30,2.5,5_1_5_D,2.5
11/19/2021 7:00,2.5,5_1_5_D,2.5
11/19/2021 7:30,3,5_1_5_D,3
11/19/2021 8:00,3.5,5_1_5_D,3.5
11/19/2021 8:30,3.5,5_1_5_D,3.5
11/19/2021 9:00,3.5,5_1_5_D,3.5
11/19/2021 9:30,3,5_1_5_D,3
11/19/2021 10:00,3.5,5_1_5_D,3.5
11/19/2021 10:30,2,5_1_5_D,2
11/19/2021 11:00,2,5_1_5_D,2
11/19/2021 11:30,2.5,5_1_5_D,2.5
11/19/2021 12:00,4,5_1_5_D,4
11/19/2021 12:30,2.5,5_1_5_D,2.5
11/19/2021 13:00,2,5_1_5_D,2
11/19/2021 13:30,2,5_1_5_D,2
11/19/2021 14:00,1.5,5_1_5_D,1.5
11/19/2021 14:30,1.5,5_1_5_D,1.5
11/19/2021 15:00,1.5,5_1_5_D,1.5
11/19/2021 15:30,1,5_1_5_D,1
11/19/2021 16:00,0,5_1_5_D,0
11/19/2021 16:30,0,5_1_5_D,0
11/19/2021 17:00,0,5_1_5_D,0
11/19/2021 17:30,0,5_1_5_D,0
11/19/2021 18:00,0,5_1_5_D,0
11/19/2021 18:30,0.5,5_1_5_D,0.5
11/19/2021 19:00,0,5_1_5_D,0
11/19/2021 19:30,0.5,5_1_5_D,0.5
11/19/2021 20:00,0.5,5_1_5_D,0.5
11/19/2021 20:30,0.5,5_1_5_D,0.5
11/19/2021 21:00,1,5_1_5_D,1
11/19/2021 21:30,1,5_1_5_D,1
11/19/2021 22:00,0.5,5_1_5_D,0.5
11/19/2021 22:30,0,5_1_5_D,0
11/19/2021 23:00,-0.5,5_1_5_D,-0.5
11/19/2021 23:30,-1,5_1_5_D,-1
11/20/2021 0:00,-1,5_1_5_D,-1
11/20/2021 0:30,-1.5,5_1_5_D,-1.5
11/20/2021 1:00,-1.5,5_1_5_D,-1.5
11/20/2021 1:30,-1.5,5_1_5_D,-1.5
11/20/2021 2:00,-2,5_1_5_D,-2
11/20/2021 2:30,-1.5,5_1_5_D,-1.5
11/20/2021 3:00,-2,5_1_5_D,-2
11/20/2021 3:30,-2.5,5_1_5_D,-2.5
11/20/2021 4:00,-2.5,5_1_5_D,-2.5
11/20/2021 4:30,-2.5,5_1_5_D,-2.5
11/20/2021 5:00,-3,5_1_5_D,-3
11/20/2021 5:30,-3,5_1_5_D,-3
11/20/2021 6:00,-3,5_1_5_D,-3
11/20/2021 6:30,-3,5_1_5_D,-3
11/20/2021 7:00,-3,5_1_5_D,-3
11/20/2021 7:30,-2.5,5_1_5_D,-2.5
11/20/2021 8:00,-2,5_1_5_D,-2
11/20/2021 8:30,-1,5_1_5_D,-1
11/20/2021 9:00,0.5,5_1_5_D,0.5
11/20/2021 9:30,2,5_1_5_D,2
11/20/2021 10:00,2.5,5_1_5_D,2.5
11/20/2021 10:30,5.1,5_1_5_D,5.1
11/20/2021 11:00,4,5_1_5_D,4
11/20/2021 11:30,5.1,5_1_5_D,5.1
11/20/2021 12:00,4.6,5_1_5_D,4.6
11/20/2021 12:30,5.6,5_1_5_D,5.6
11/20/2021 13:00,5.1,5_1_5_D,5.1
11/20/2021 13:30,5.6,5_1_5_D,5.6
11/20/2021 14:00,5.6,5_1_5_D,5.6
11/20/2021 14:30,4,5_1_5_D,4
11/20/2021 15:00,2.5,5_1_5_D,2.5
11/20/2021 15:30,2,5_1_5_D,2
11/20/2021 16:00,2,5_1_5_D,2
11/20/2021 16:30,1.5,5_1_5_D,1.5
11/20/2021 17:00,1.5,5_1_5_D,1.5
11/20/2021 17:30,1,5_1_5_D,1
11/20/2021 18:00,1.5,5_1_5_D,1.5
11/20/2021 18:30,2,5_1_5_D,2
11/20/2021 19:00,1.5,5_1_5_D,1.5
11/20/2021 19:30,1.5,5_1_5_D,1.5
11/20/2021 20:00,2.5,5_1_5_D,2.5
11/20/2021 20:30,3,5_1_5_D,3
11/20/2021 21:00,3.5,5_1_5_D,3.5
11/20/2021 21:30,3.5,5_1_5_D,3.5
11/20/2021 22:00,3.5,5_1_5_D,3.5
11/20/2021 22:30,3.5,5_1_5_D,3.5
11/20/2021 23:00,3.5,5_1_5_D,3.5
11/20/2021 23:30,3.5,5_1_5_D,3.5
11/21/2021 0:00,3.5,5_1_5_D,3.5
11/21/2021 0:30,3.5,5_1_5_D,3.5
11/21/2021 1:00,3.5,5_1_5_D,3.5
11/21/2021 1:30,3,5_1_5_D,3
11/21/2021 2:00,3,5_1_5_D,3
11/21/2021 2:30,3.5,5_1_5_D,3.5
11/21/2021 3:00,3.5,5_1_5_D,3.5
11/21/2021 3:30,3.5,5_1_5_D,3.5
11/21/2021 4:00,3.5,5_1_5_D,3.5
11/21/2021 4:30,3.5,5_1_5_D,3.5
11/21/2021 5:00,3.5,5_1_5_D,3.5
11/21/2021 5:30,3,5_1_5_D,3
11/21/2021 6:00,2,5_1_5_D,2
11/21/2021 6:30,2,5_1_5_D,2
11/21/2021 7:00,2,5_1_5_D,2
11/21/2021 7:30,2.5,5_1_5_D,2.5
11/21/2021 8:00,3.5,5_1_5_D,3.5
11/21/2021 8:30,4.6,5_1_5_D,4.6
11/21/2021 9:00,5.1,5_1_5_D,5.1
11/21/2021 9:30,6.1,5_1_5_D,6.1
11/21/2021 10:00,7.6,5_1_5_D,7.6
11/21/2021 10:30,9.6,5_1_5_D,9.6
11/21/2021 11:00,9.1,5_1_5_D,9.1
