DateTime,Temperature,Group,Tempc
11/18/2021 15:59,8.1,11_2_6_D,8.1
11/18/2021 16:29,7.1,11_2_6_D,7.1
11/18/2021 16:59,7.1,11_2_6_D,7.1
11/18/2021 17:29,7.1,11_2_6_D,7.1
11/18/2021 17:59,6.6,11_2_6_D,6.6
11/18/2021 18:29,6.6,11_2_6_D,6.6
11/18/2021 18:59,6.1,11_2_6_D,6.1
11/18/2021 19:29,6.1,11_2_6_D,6.1
11/18/2021 19:59,5.6,11_2_6_D,5.6
11/18/2021 20:29,5.6,11_2_6_D,5.6
11/18/2021 20:59,4.6,11_2_6_D,4.6
11/18/2021 21:29,4.1,11_2_6_D,4.1
11/18/2021 21:59,4.1,11_2_6_D,4.1
11/18/2021 22:29,3.1,11_2_6_D,3.1
11/18/2021 22:59,2.6,11_2_6_D,2.6
11/18/2021 23:29,2.6,11_2_6_D,2.6
11/18/2021 23:59,2.1,11_2_6_D,2.1
11/19/2021 0:29,1.6,11_2_6_D,1.6
11/19/2021 0:59,1.6,11_2_6_D,1.6
11/19/2021 1:29,2.1,11_2_6_D,2.1
11/19/2021 1:59,1.6,11_2_6_D,1.6
11/19/2021 2:29,1.6,11_2_6_D,1.6
11/19/2021 2:59,1.6,11_2_6_D,1.6
11/19/2021 3:29,1.6,11_2_6_D,1.6
11/19/2021 3:59,1.6,11_2_6_D,1.6
11/19/2021 4:29,2.1,11_2_6_D,2.1
11/19/2021 4:59,2.1,11_2_6_D,2.1
11/19/2021 5:29,2.1,11_2_6_D,2.1
11/19/2021 5:59,2.1,11_2_6_D,2.1
11/19/2021 6:29,2.1,11_2_6_D,2.1
11/19/2021 6:59,2.6,11_2_6_D,2.6
11/19/2021 7:29,3.1,11_2_6_D,3.1
11/19/2021 7:59,3.1,11_2_6_D,3.1
11/19/2021 8:29,3.1,11_2_6_D,3.1
11/19/2021 8:59,3.1,11_2_6_D,3.1
11/19/2021 9:29,3.1,11_2_6_D,3.1
11/19/2021 9:59,3.6,11_2_6_D,3.6
11/19/2021 10:29,2.6,11_2_6_D,2.6
11/19/2021 10:59,2.1,11_2_6_D,2.1
